Manufacturer,Model,Description,Transmission,Engine Capacity,Fuel Type,Metric Urban (Cold),Metric Extra-Urban,Metric Combined,Imperial Urban (Cold),Imperial Extra-Urban,Imperial Combined,CO2 g/km,Fuel Cost 12000 Miles,Euro Standard,Noise Level dB(A),Emissions CO [mg/km],THC Emissions [mg/km],Emissions NOx [mg/km],THC + NOx Emissions [mg/km],Particulates [No.] [mg/km]
VOLKSWAGEN,Golf,2.0 140PS TDI DSG GT,D6,1968,Diesel,6.7,4.5,5.3,42.2,62.8,53.3,138,1422.65065666041,5,68,134,,150,169,0.1
VOLKSWAGEN,Golf,2.0 CR TDI 140PS BlueMotion Technology,M6,1968,Diesel,5.4,3.8,4.3,52.3,74.3,65.7,114,1154.14429223744,5,70,314,,141,187,1
VOLKSWAGEN,Golf,2.0 CR TDI 140PS DSG BlueMotion Technology,D6,1968,Diesel,5.9,4.2,4.9,47.9,67.3,57.6,127,1316.44583333333,5,68,134,,149,168,0
VOLKSWAGEN,Golf,2.0 CR TDI 170PS,M6,1968,Diesel,6.5,4.3,5.1,43.5,65.7,55.4,134,1368.72346570397,5,74,385,,137,189,0.1
VOLKSWAGEN,Golf,2.0 CR TDI 170PS DSG,D6,1968,Diesel,6.9,4.6,5.4,40.9,61.4,52.3,142,1449.85239005736,5,70,115,,165,190,0
VOLKSWAGEN,Golf Plus,1.4 TSI 122PS,M6,1390,Petrol,8.4,5.4,6.5,33.6,52.3,43.5,152,1667.91172413793,5,72,421,37,31,,
VOLKSWAGEN,Golf Plus,1.4 TSI 122PS 7 speed DSG,D7,1390,Petrol,8,5.3,6.3,35.3,53.3,44.8,146,1619.5125,5,70,215,38,32,,
VOLKSWAGEN,Golf Plus,1.4 TSI 160PS 7 speed DSG,D7,1390,Petrol,7.9,5.4,6.3,35.8,52.3,44.8,147,1619.5125,5,68,220,33,28,,
VOLKSWAGEN,Golf Plus,2.0 TDI 140PS,M6,1968,Diesel,6.5,4.4,5.1,43.5,64.2,55.4,135,1368.72346570397,5,72,409,,146,190,0.4
VOLKSWAGEN,Golf Plus,2.0 TDI 140PS DSG,D6,1968,Diesel,7.3,4.7,5.6,38.7,60.1,50.4,146,1504.50952380952,5,69,157,,146,160,0.2
VOLKSWAGEN,New Golf Plus,1.2 TSI 85PS,M5,1197,Petrol,7.2,4.9,5.8,39.2,57.6,48.7,136,1489.81848049281,5,71,316,30,25,,
VOLKSWAGEN,New Golf Plus,1.4 TSI 122PS,M6,1390,Petrol,8.4,5.4,6.5,33.6,52.3,43.5,152,1667.91172413793,5,72,421,37,31,,
VOLKSWAGEN,New Golf Plus,1.4 TSI 122PS 7speed DSG,D7,1390,Petrol,8,5.3,6.3,35.3,53.3,44.8,146,1619.5125,5,70,215,38,32,,
VOLKSWAGEN,New Golf Plus,1.6 TDI 90PS,M5,1598,Diesel,6,4.1,4.7,47.1,68.9,60.1,125,1261.68519134775,5,69,386,,158,207,0.4
VOLKSWAGEN,New Golf Plus,1.6 TDI 105PS BlueMotion Technology,M5,1598,Diesel,5.2,3.9,4.3,54.3,72.4,65.7,114,1154.14429223744,5,70,238,,121,147,0.1
VOLKSWAGEN,New Golf Plus,1.6 TDI 105PS BlueMotion Technology 7speed DSG,D7,1598,Diesel,5,4.1,4.4,56.5,68.9,64.2,115,1181.11028037383,5,70,238,,125,152,0.2
VOLKSWAGEN,New Golf Plus,1.6 TDI 105PS,M5,1598,Diesel,5.9,4.2,4.8,47.9,67.3,58.9,126,1287.39015280136,5,72,229,,162,191,0.6
VOLKSWAGEN,New Golf Plus,1.6 TDI 105PS 7speed DSG,D7,1598,Diesel,5.8,4.4,4.9,48.7,64.2,57.6,129,1316.44583333333,5,69,67,,138,160,0.8
VOLKSWAGEN,New Golf Plus,2.0 TDI 110PS,M5,1968,Diesel,6.6,4.4,5.1,42.8,64.2,55.4,134,1368.72346570397,5,71,303,,123,157,0.2
VOLKSWAGEN,New Golf Plus,2.0 TDI 140PS,M6,1968,Diesel,6.3,4.3,5.1,44.8,65.7,55.4,132,1368.72346570397,5,72,320,,122,155,0.7
VOLKSWAGEN,New Golf Plus,2.0 TDI 140PS DSG,D6,1968,Diesel,6.9,4.7,5.5,40.9,60.1,51.4,144,1475.23891050584,5,69,143,,154,167,0.4
VOLKSWAGEN,Golf Estate,1.2 TSI 105PS,M6,1197,Petrol,7.2,5,5.8,39.2,56.5,48.7,136,1489.81848049281,5,70,697,48,32,,
VOLKSWAGEN,Golf Estate,1.2 TSI 105PS with 7speed DSG,D7,1197,Petrol,7,5.2,5.9,40.4,54.3,47.9,136,1514.7006263048,5,70,244,23,19,,
VOLKSWAGEN,Golf Estate,1.4 TSI 122PS,M6,1390,Petrol,8.3,5.3,6.3,34,53.3,44.8,146,1619.5125,5,73,373,36,32,,
VOLKSWAGEN,Golf Estate,1.4 TSI 122PS with 7speed DSG,D7,1390,Petrol,7.7,5.1,6,36.7,55.4,47.1,139,1540.42802547771,5,70,264,29,25,,
VOLKSWAGEN,Golf Estate,1.6 TDI 90PS,M5,1595,Diesel,5.6,3.9,4.5,50.4,72.4,62.8,119,1207.44076433121,5,71,224,,113,138,0.4
VOLKSWAGEN,Golf Estate,1.6 TDI 105PS BlueMotion Technology,M5,1595,Diesel,5.2,3.6,4.2,54.3,78.5,67.3,109,1126.70549777117,5,71,174,,110,132,0
VOLKSWAGEN,Golf Estate,1.6 TDI 105PS BlueMotion Technology 7speed DSG,D7,1595,Diesel,4.9,4,4.3,57.6,70.6,65.7,113,1154.14429223744,5,69,191,,118,143,1.1
VOLKSWAGEN,Golf Estate,1.6 TDI 105PS,M5,1595,Diesel,5.7,3.9,4.5,49.6,72.4,62.8,119,1207.44076433121,5,69,224,,113,138,0.4
VOLKSWAGEN,Golf Estate,1.6 TDI 105PS with 7speed DSG,D7,1595,Diesel,5.7,4.2,4.8,49.6,67.3,58.9,125,1287.39015280136,5,71,274,,132,153,0.5
VOLKSWAGEN,Golf Estate,2.0 TDI 140PS,M6,1968,Diesel,6.5,4.1,5,43.5,68.9,56.5,132,1342.07575221239,5,73,409,,146,189,0.4
VOLKSWAGEN,Golf Estate,2.0 TDI 140PS with DSG,D6,1968,Diesel,7.1,4.5,5.5,39.8,62.8,51.4,144,1475.23891050584,5,69,147,,150,165,0.3
VOLKSWAGEN,Jetta,1.4 TSI 160PS,M6,1390,Petrol,8.1,5.2,6.3,34.9,54.3,44.8,145,1619.5125,5,72,228,33,28,,
VOLKSWAGEN,Jetta,1.4 TSI 160PS 7speed DSG,D7,1390,Petrol,7.5,5.2,6,37.7,54.3,47.1,139,1540.42802547771,5,70,260,31,26,,
VOLKSWAGEN,Jetta,1.6 TDI 105PS BlueMotion Technology,M5,1598,Diesel,5.2,3.6,4.2,54.3,78.5,67.3,109,1126.70549777117,5,69,177,,113,135,0
VOLKSWAGEN,Jetta,1.6 TDI 105PS 7speed DSG BlueMotion,D7,1598,Diesel,4.9,4,4.3,57.6,70.6,65.7,113,1154.14429223744,5,69,191,,118,143,1
VOLKSWAGEN,Jetta,2.0 TDI 140PS,M6,1968,Diesel,6.1,4.1,4.8,46.3,68.9,58.9,126,1287.39015280136,5,73,314,,141,187,0
VOLKSWAGEN,Jetta,2.0 TDI 140PS DSG,D6,1968,Diesel,6.7,4.5,5.3,42.2,62.8,53.3,138,1422.65065666041,5,71,134,,149,168,0
VOLKSWAGEN,Jetta,1.4 TSI 122PS,M6,1390,Petrol,8.2,5.1,6.2,34.4,55.4,45.6,144,1591.1,5,72,285,28,23,,
VOLKSWAGEN,Passat Saloon,1.4 TSI 122PS BlueMotion Technology,M6,1390,Petrol,7.8,4.9,5.9,36.2,57.6,47.9,138,1514.7006263048,5,71,356,38,29,,
VOLKSWAGEN,Passat Saloon,1.4 TSI 122PS BlueMotion Technology 7speed DSG,D7,1390,Petrol,7.3,5.2,6,38.7,54.3,47.1,138,1540.42802547771,5,69,352,56,43,,
VOLKSWAGEN,Passat Saloon,1.8 TSI 160PS,M6,1798,Petrol,9.6,5.3,6.9,29.4,53.3,40.9,160,1773.94034229829,5,71,154,41,29,,
VOLKSWAGEN,Passat Saloon,1.8 TSI 160PS 7speed DSG,D7,1798,Petrol,9.5,5.5,7,29.7,51.4,40.4,162,1795.89504950495,5,68,157,37,26,,
VOLKSWAGEN,Passat Saloon,2.0 TSI 210PS,M6,1984,Petrol,10,5.6,7.2,28.2,50.4,39.2,169,1850.87142857143,5,70,293,56,43,,
VOLKSWAGEN,Passat Saloon,2.0 TSI 210PS DSG,D6,1984,Petrol,10.8,5.9,7.7,26.2,47.9,36.7,180,1976.95258855586,5,71,322,75,60,,
VOLKSWAGEN,Passat Saloon,1.6 TDI 105PS BlueMotion Technology,M5,1598,Diesel,5.2,3.8,4.3,54.3,74.3,65.7,114,1154.14429223744,5,71,172,,110,138,0.2
VOLKSWAGEN,Passat Saloon,2.0 TDI 140PS BlueMotion Technology,M6,1968,Diesel,5.6,4,4.6,50.4,70.6,61.4,119,1234.97198697068,5,70,196,,94,125,0.3
VOLKSWAGEN,Passat Saloon,2.0 TDI 140PS BlueMotion Technology DSG,D6,1968,Diesel,6.3,4.5,5.2,44.8,62.8,54.3,135,1396.45082872928,5,69,128,,122,138,0.5
VOLKSWAGEN,Passat Saloon,2.0 TDI 170PS BlueMotion Technology,M6,1968,Diesel,5.4,4.1,4.6,52.3,68.9,61.4,120,1234.97198697068,5,73,273,,143,181,0.4
VOLKSWAGEN,Passat Saloon,2.0 TDI 170PS BlueMotion Technology DSG,D6,1968,Diesel,6.3,4.6,5.3,44.8,61.4,53.3,139,1422.65065666041,5,69,101,,152,169,0
VOLKSWAGEN,Passat Estate,1.4 TSI 122PS BlueMotion Technology,M6,1390,Petrol,8,5,6.1,35.3,56.5,46.3,142,1567.0444924406,5,71,356,38,29,,
VOLKSWAGEN,Passat Estate,1.4 TSI 122PS BlueMotion Technology 7speed DSG,D7,1390,Petrol,7.5,5.3,6.1,37.7,53.3,46.3,140,1567.0444924406,5,69,352,56,43,,
VOLKSWAGEN,Passat Estate,1.8 TSI 160PS,M6,1798,Petrol,9.6,5.3,6.9,29.4,53.3,40.9,160,1773.94034229829,5,71,154,41,29,,
VOLKSWAGEN,Passat Estate,1.8 TSI 160PS 7speed DSG,D7,1798,Petrol,9.8,5.6,7.1,28.8,50,39.8,165,1822.96884422111,5,68,157,37,26,,
VOLKSWAGEN,Passat Estate,2.0 TSI 210PS,M6,1984,Petrol,10,5.6,7.2,28.2,50.4,39.2,169,1850.87142857143,5,70,293,56,43,,
VOLKSWAGEN,Passat Estate,2.0 TSI 210PS DSG,D6,1984,Petrol,10.9,6.1,7.9,25.9,46.3,35.8,183,2026.65251396648,5,71,322,75,60,,
VOLKSWAGEN,Passat Estate,1.6 TDI 105PS BlueMotion Technology,M6,1968,Diesel,5.3,4,4.4,53.3,70.6,64.2,116,1181.11028037383,5,71,172,,110,138,0.2
VOLKSWAGEN,Passat Estate,2.0 TDI 140PS BlueMotion Technology,M6,1968,Diesel,5.6,4,4.6,50.4,70.6,61.4,120,1234.97198697068,5,70,196,,94,125,0.3
VOLKSWAGEN,Passat Estate,2.0 TDI 140PS BlueMotion Technology DSG,D6,1968,Diesel,6.3,4.5,5.2,44.8,62.8,54.3,135,1396.45082872928,5,69,128,,122,138,0.5
VOLKSWAGEN,Passat Estate,2.0 TDI 170PS BlueMotion Technology,M6,1968,Diesel,5.6,4.2,4.7,50.4,67.3,60.1,123,1261.68519134775,5,73,273,,143,181,0.4
VOLKSWAGEN,Passat Estate,2.0 TDI 170PS BlueMotion Technology DSG,D6,1968,Diesel,6.3,4.6,5.3,44.8,61.4,53.3,139,1422.65065666041,5,69,101,,152,169,0
VOLKSWAGEN,Passat CC,1.8 TSI 160PS,M6,1781,Petrol,9.5,5.5,7.1,29.7,51.4,39.8,165,1822.96884422111,5,71,347,52,40,,
VOLKSWAGEN,Passat CC,1.8 TSI 160PS 7 speed DSG ,D7,1984,Petrol,9.6,5.6,7.2,29.4,50.4,39.2,167,1850.87142857143,5,68,211,49,36,,
VOLKSWAGEN,Passat CC,2.0 TSI 210PS,M6,1984,Petrol,10.1,5.6,7.3,28,50.4,38.7,171,1874.78449612403,5,70,293,56,43,,
VOLKSWAGEN,Passat CC,2.0 TSI 210PS DSG,D6,1984,Petrol,11,6,7.8,25.7,47.1,36.2,182,2004.25856353591,5,71,332,75,60,,
VOLKSWAGEN,Passat CC,3.6 V6 300PS DSG,D6,3597,Petrol,13.2,7.3,9.5,21.4,38.7,29.7,219,2442.90101010101,5,72,465,59,46,,
VOLKSWAGEN,Passat CC,2.0 TDI CR 140PS BlueMotion Technology,M6,1968,Diesel,5.7,4.3,4.7,49.6,65.7,60.1,125,1261.68519134775,5,70,196,,94,125,0.3
VOLKSWAGEN,Passat CC,2.0 TDI CR 140PS DSG BlueMotion Technology,D6,1968,Diesel,6.4,4.7,5.3,44.1,60.1,53.3,139,1422.65065666041,5,69,155,,122,138,0.5
VOLKSWAGEN,Passat CC,2.0 TDI 170PS BlueMotion Technology,M6,1968,Diesel,5.8,4.4,4.9,48.7,64.2,57.6,129,1316.44583333333,5,73,273,,143,181,0.4
VOLKSWAGEN,Passat CC,2.0 TDI 170PS DSG BlueMotion Technology,D6,1968,Diesel,6.6,4.9,5.5,42.8,57.6,51.4,144,1475.23891050584,5,69,101,,152,169,0
VOLKSWAGEN,Scirocco,1.4 TSI 122PS ,M6,1390,Petrol,8.4,5.3,6.4,33.6,53.3,44.1,149,1645.21904761905,5,72,238,31,26,,
VOLKSWAGEN,Scirocco,1.4 TSI 160PS,M6,1390,Petrol,8.7,5.4,6.6,32.5,52.3,42.8,154,1695.19065420561,5,74,354,43,37,,
VOLKSWAGEN,Scirocco,1.4 TSI 160PS 7speed DSG,D7,1390,Petrol,8,5.4,6.3,35.3,52.3,44.8,147,1619.5125,5,71,245,35,30,,
VOLKSWAGEN,Scirocco,2.0 TSI 210PS,M6,1984,Petrol,10.1,5.9,7.4,28,47.9,38.2,172,1899.32356020942,5,75,320,51,51,,
VOLKSWAGEN,Scirocco,2.0 TSI 210PS DSG,D6,1984,Petrol,10,6,7.5,28.2,47.1,37.7,174,1924.51352785146,5,74,216,49,38,,
VOLKSWAGEN,Scirocco,R 2.0 TSI 265PS,M6,1984,Petrol,11.3,6.2,8.1,25,45.6,34.9,189,2078.91575931232,5,75,179,33,27,,
VOLKSWAGEN,Scirocco,R 2.0 TSI 265PS DSG,D6,1984,Petrol,10.9,6.3,8,25.9,44.8,35.3,187,2055.35864022663,5,73,172,38,30,,
VOLKSWAGEN,Scirocco,2.0 CR TDI 140PS Basis,M6,1968,Diesel,6.1,4.1,4.8,46.3,68.9,58.9,127,1287.39015280136,5,71,268,,134,162,0.4
VOLKSWAGEN,Scirocco,2.0 CR TDI 140PS GT,M6,1968,Diesel,6.6,4.2,5.1,42.8,67.3,55.4,134,1368.72346570397,5,72,314,,149,186,0.3
VOLKSWAGEN,Scirocco,2.0 CR TDI 140PS DSG Basis,D6,1968,Diesel,6.7,4.5,5.3,42.2,62.8,53.3,139,1422.65065666041,5,69,142,,114,135,0.2
VOLKSWAGEN,Scirocco,2.0 CR TDI 140PS DSG GT,D6,1968,Diesel,7.1,4.6,5.5,39.8,61.4,51.4,145,1475.23891050584,5,73,175,,121,138,0.3
VOLKSWAGEN,Scirocco,2.0 TDI 140PS BlueMotion Technology,M6,1968,Diesel,5.5,4,4.5,51.4,70.6,62.8,118,1207.44076433121,5,71,268,,134,162,0.4
VOLKSWAGEN,Scirocco,2.0 TDI 140PS DSG BlueMotion Technology ,D6,1968,Diesel,5.9,4.5,4.9,47.9,62.8,57.6,129,1316.44583333333,5,69,142,,114,135,0.2
VOLKSWAGEN,Scirocco,2.0 CR TDI 170PS,M6,1968,Diesel,6.5,4.3,5.1,43.5,65.7,55.4,134,1368.72346570397,5,72,118,,120,159,0.6
VOLKSWAGEN,Scirocco,2.0 CR TDI 170PS DSG,D6,1968,Diesel,7.1,4.6,5.5,39.8,61.4,51.4,144,1475.23891050584,5,69,195,,153,182,0
VOLKSWAGEN,Tiguan,1.4 TSI 150PS BlueMotion Technology,M6,1390,Petrol,8.5,5.7,6.7,33.2,49.6,42.2,156,1719.29289099526,5,72,437,45,35,,
VOLKSWAGEN,Tiguan,1.4 TSI 150PS,M6,1390,Petrol,9.4,6.2,7.4,30.1,45.6,38.2,171,1899.32356020942,5,72,226,32,39,,
VOLKSWAGEN,Tiguan,1.4 TSI 150PS 4MOTION,QM6,1390,Petrol,10.1,6.7,8,28,42.2,35.3,185,2055.35864022663,5,72,511,49,41,,
VOLKSWAGEN,Tiguan,2.0 TSI 170PS,QM6,1984,Petrol,11.6,6.7,8.5,24.4,42.2,33.2,199,2185.36626506024,5,73,266,55,45,,
VOLKSWAGEN,Tiguan,2.0 TSI 170PS 7speed DSG 4MOTION,QD7,1968,Petrol,11.8,6.7,8.6,23.9,42.2,32.8,199,2212.01707317073,5,73,205,54,34,,
VOLKSWAGEN,Tiguan,2.0 TSI 200PS 4WD,QM6,1984,Petrol,11.6,6.7,8.5,24.4,42.2,33.2,199,2185.36626506024,5,73,266,55,45,,
VOLKSWAGEN,Tiguan,2.0 TSI 200PS 7speed DSG 4MOTION,QD7,1984,Petrol,11.8,6.7,8.6,23.9,42.2,32.8,199,2212.01707317073,5,73,205,54,34,,
VOLKSWAGEN,Tiguan,2.0 TDI 140PS Tiptronic 2WD,A6,1968,Diesel,9.2,5.9,7.1,30.7,47.9,39.8,186,1905.20804020101,5,72,230,,118,133,0.3
VOLKSWAGEN,Tiguan,2.0 TDI CR 140PS 2WD with DPF,M6,1968,Diesel,7.6,5.3,6.2,37.2,53.3,45.6,155,1662.87894736842,5,75,363,,112,141,0.1
VOLKSWAGEN,Tiguan,2.0 TDI CR 140PS Tiptronic 4WD with DPF,QA6,1968,Diesel,9.2,5.9,7.1,30.7,47.9,39.8,186,1905.20804020101,5,72,230,,118,133,0.3
VOLKSWAGEN,Tiguan,2.0 CR TDI 140PS BlueMotion Technology,M6,1968,Diesel,6.3,4.8,5.3,44.8,58.9,53.3,139,1422.65065666041,5,71,279,,134,163,0.3
VOLKSWAGEN,Tiguan,2.0 CR TDI 140PS 4MOTION,QM6,1968,Diesel,7.7,5.5,6.3,36.7,51.4,44.8,164,1692.57321428571,5,71,418,,89,147,0
VOLKSWAGEN,Tiguan,2.0 CR TDI 140PS 7speed DSG 4MOTION,QD7,1968,Diesel,7.8,5.7,6.4,36.2,49.6,44.1,169,1719.43945578231,5,71,139,,112,131,0
VOLKSWAGEN,Tiguan,2.0 CR TDI 170PS 4MOTION,QM6,1968,Diesel,8.4,5.5,6.6,33.6,51.4,42.8,172,1771.66542056075,5,73,300,,158,196,0.3
VOLKSWAGEN,New Tiguan,1.4 TSI 160PS,M6,1390,Petrol,8.5,5.7,6.7,33.2,49.6,42.2,156,1719.29289099526,5,72,437,45,35,,
VOLKSWAGEN,New Tiguan,1.4 TSI 160PS 4MOTION,QM6,1390,Petrol,9.6,6.5,7.6,29.4,43.5,37.2,178,1950.38064516129,5,72,344,44,33,,
VOLKSWAGEN,New Tiguan,2.0 TSI 180PS 4MOTION,QM6,1984,Petrol,11.6,6.7,8.5,24.4,42.2,33.2,199,2185.36626506024,5,75,266,55,44,,
VOLKSWAGEN,New Tiguan,2.0 TSI 180PS 4MOTION 7speed DSG,QD7,1984,Petrol,11.8,6.7,8.6,23.9,42.2,32.8,199,2212.01707317073,5,71,205,54,34,,
VOLKSWAGEN,New Tiguan,2.0 TSI 210PS 4MOTION,QM6,1984,Petrol,11.6,6.7,8.5,24.4,42.2,33.2,199,2185.36626506024,5,74,266,55,44,,
VOLKSWAGEN,New Tiguan,2.0 TSI 210PS 4MOTION 7speed DSG,QD7,1984,Petrol,11.8,6.7,8.6,23.9,42.2,32.8,199,2212.01707317073,5,70,205,54,34,,
VOLKSWAGEN,New Tiguan,2.0 TDI CR 110PS,M6,1968,Diesel,6.3,4.8,5.3,44.8,58.9,53.3,139,1422.65065666041,5,72,267,,134,163,0
VOLKSWAGEN,New Tiguan,2.0 TDI CR 140PS,M6,1968,Diesel,6.3,4.8,5.3,44.8,58.9,53.3,139,1422.65065666041,5,71,267,,134,163,0
VOLKSWAGEN,New Tiguan,2.0 TDI CR 140PS 4MOTION,QM6,1968,Diesel,7.5,5.1,6,37.7,55.4,47.1,157,1609.92101910828,5,74,245,,124,159,0
VOLKSWAGEN,New Tiguan,2.0 TDI CR 140PS 4MOTION 7speed DSG,QD7,1968,Diesel,7.9,5.5,6.3,35.8,51.4,44.8,167,1692.57321428571,5,71,170,,123,150,1
VOLKSWAGEN,New Tiguan,2.0 TDI CR 170PS 4MOTION ,QM6,1968,Diesel,7.5,5.1,6,37.7,55.4,47.1,157,1609.92101910828,5,74,245,,124,159,0
VOLKSWAGEN,Eos,1.4 TSI 122PS BlueMotion Technology,M6,1390,Petrol,7.6,5.3,6.2,37.2,53.3,45.6,144,1591.1,5,71,460,32,27,,
VOLKSWAGEN,Eos,1.4 TSI 160PS BlueMotion Technology,M6,1390,Petrol,8.9,5.5,6.8,31.7,51.4,41.5,157,1748.29301204819,5,72,295,35,29,,
VOLKSWAGEN,Eos,2.0 TSI 210PS,M6,1984,Petrol,9.6,5.4,7.1,29.4,52.3,39.8,165,1822.96884422111,5,71,268,46,37,,
VOLKSWAGEN,Eos,2.0 TSI 210PS DSG,D6,1984,Petrol,10.2,5.9,7.5,27.7,47.9,37.7,174,1924.51352785146,5,72,239,40,32,,
VOLKSWAGEN,Eos,2.0 TDI CR 140PS BlueMotion Technology,M6,1968,Diesel,5.8,4.2,4.8,48.7,67.3,58.9,125,1287.39015280136,5,71,243,,117,148,0
VOLKSWAGEN,Eos,2.0 TDI CR 140PS DSG BlueMotion Technology,D6,1968,Diesel,6.5,4.6,5.3,43.5,61.4,53.3,139,1422.65065666041,5,70,121,,113,130,0
VOLKSWAGEN,Touran,1.2 TSI 105PS Bluemotion,M6,1197,Petrol,8,5.5,6.4,35.3,51.4,44.1,149,1645.21904761905,5,73,819,55,48,,
VOLKSWAGEN,Touran,1.2 TSI 105PS with Stop-Start Bluemotion,M6,1197,Petrol,7.2,5.2,5.9,39.2,54.3,47.9,139,1514.7006263048,5,73,680,45,37,,
VOLKSWAGEN,Touran,1.4 TSI 140PS,M6,1390,Petrol,8.9,5.6,6.8,31.7,50.4,41.5,159,1748.29301204819,5,72,520,41,32,,
VOLKSWAGEN,Touran,1.4 TSI 140PS 7speed DSG,D7,1390,Petrol,8.5,5.6,6.6,33.2,50.4,42.8,154,1695.19065420561,5,69,661,64,55,,
VOLKSWAGEN,Touran,1.6 TDI 90PS,M6,1598,Diesel,6.3,4.5,5.1,44.8,62.8,55.4,134,1368.72346570397,5,71,168,,137,181,0.1
VOLKSWAGEN,Touran,1.6 TDI 105PS Bluemotion,M6,1598,Diesel,6.3,4.5,5.1,44.8,62.8,55.4,134,1368.72346570397,5,71,153,,135,176,0
VOLKSWAGEN,Touran,1.6 TDI 105PS with Stop-Start Bluemotion,M6,1598,Diesel,5.5,4.1,4.6,51.4,68.9,61.4,121,1234.97198697068,5,71,110,,98,133,1
VOLKSWAGEN,Touran,1.6 TDI 105PS 7speed DSG Bluemotion,D7,1598,Diesel,6.1,4.5,5.1,46.3,62.8,55.4,134,1368.72346570397,5,69,189,,112,150,1
VOLKSWAGEN,Touran,2.0 TDI 140 PS BlueMotion Technology,M6,1968,Diesel,5.8,4.4,4.8,48.7,64.2,58.9,127,1287.39015280136,5,74,404,,123,190,1
VOLKSWAGEN,Touran,2.0 TDI 140PS,M6,1968,Diesel,6.6,4.6,5.3,42.8,61.4,53.3,140,1422.65065666041,5,74,241,,136,167,0.2
VOLKSWAGEN,Touran,2.0 TDI 140PS DSG,D6,1968,Diesel,7,5,5.7,40.4,56.5,49.6,149,1528.77580645161,5,70,226,,125,158,0
VOLKSWAGEN,Touran,2.0 TDI 170PS DSG,D6,1968,Diesel,7,5,5.7,40.4,56.5,49.6,151,1528.77580645161,5,68,166,,137,164,0.2
VOLKSWAGEN,Sharan,1.4 TSI 150PS with Stop-Start,M6,1390,Petrol,9.2,6.1,7.2,30.7,46.3,39.2,167,1850.87142857143,5,74,713,54,43,,
VOLKSWAGEN,Sharan,1.4 TSI 150PS DSG with Stop-Start,D6,1390,Petrol,9.4,6.6,7.6,30.1,42.8,37.2,178,1950.38064516129,5,70,685,56,44,,
VOLKSWAGEN,Sharan,2.0 TSI 200PS DSG with Stop-Start,D6,1984,Petrol,11.6,6.7,8.5,24.4,42.2,33.2,198,2185.36626506024,5,74,368,58,47,,
VOLKSWAGEN,Sharan,2.0 TDI 140PS with Stop-Start,M6,1968,Diesel,6.9,4.9,5.6,40.9,57.6,50.4,146,1504.50952380952,5,72,234,,138,163,0
VOLKSWAGEN,Sharan,2.0 TDI 140PS with Stop-Start ( 6 Seats ) Executive,M6,1968,Diesel,6.8,4.8,5.5,41.5,58.9,51.4,143,1475.23891050584,5,72,194,,141,163,0
VOLKSWAGEN,Sharan,2.0 TDI 140PS DSG with Stop-Start,D6,1968,Diesel,6.9,5,5.7,40.9,56.5,49.6,149,1528.77580645161,5,72,94,,134,143,0.7
VOLKSWAGEN,Sharan,2.0 TDI 170PS with Stop-Start,M6,1968,Diesel,7.3,5,5.8,38.7,56.5,48.7,152,1557.02833675565,5,72,265,,121,155,0
VOLKSWAGEN,Sharan,2.0 TDI 170PS DSG with Stop-Start,D6,1968,Diesel,6.7,5.4,5.9,42.2,52.3,47.9,154,1583.03298538622,5,69,101,,120,128,0
VOLKSWAGEN,Touareg,3.6 V6 TDI 280PS,A8,4134,Petrol,13.2,8,9.9,21.4,35.3,28.5,236,2545.76,5,76,374,38,33,,
VOLKSWAGEN,Touareg,3.0 V6 TSI Hybrid 333PS,A8,2995,Petrol Hybrid,8.7,7.9,8.2,32.5,35.8,34.4,193,1221.07674418605,5,75,220,49,45,,
VOLKSWAGEN,Touareg,3.0 V6 TDI 204PS SE,A8,2967,Diesel,8.2,6.3,7,34.4,44.8,40.4,184,1876.91287128713,5,72,305,,133,153,0.4
VOLKSWAGEN,Touareg,3.0 V6 TDI 204PS Altitude,A8,2967,Diesel,8.5,6.7,7.4,33.2,42.2,38.2,195,1985.00732984293,5,71,236,,146,168,0
VOLKSWAGEN,Touareg,3.0 V6 TDI 240PS,A8,2967,Diesel,8.4,6.5,7.2,33.6,43.5,39.2,189,1934.3693877551,5,73,303,,145,164,0.6
VOLKSWAGEN,Touareg,3.0 V6 TDI 240PS ( Off Road ),A8,2967,Diesel,8.5,6.6,7.3,33.2,42.8,38.7,193,1959.36124031008,5,73,258,,163,182,1.3
VOLKSWAGEN,Touareg,4.2 V8 TDI 340PS,A8,4134,Diesel,11.9,7.4,9.1,23.7,38.2,31,239,2446.04129032258,5,72,207,,171,195,0.6
VOLKSWAGEN,Phaeton,6.0 W12 450PS 4MOTION Tiptronic LWB,QA6,5998,Petrol,21.4,10.5,14.5,13.2,26.9,19.5,348,3720.72615384615,5,70,494,38,29,,
VOLKSWAGEN,Phaeton,3.0 V6 TDI 240PS 4MOTION Tiptronic with DPF ,QA6,2967,Diesel,11.6,6.7,8.5,24.4,42.2,33.2,224,2283.95421686747,5,70,237,,152,164,0.2
VOLKSWAGEN,Caravelle,2.0 TDI 140PS,M6,1968,Diesel,9.8,6.5,7.7,28.8,43.5,36.7,203,2066.13841961853,5,71,137,,199,241,0.6
VOLKSWAGEN,Caravelle,2.0 TDI 140PS 7speed DSG,D7,1968,Diesel,10.4,6.9,8.2,27.2,40.9,34.4,216,2204.28139534884,5,70,49,,258,274,0.4
