Manufacturer,Model,Description,Transmission,Engine Capacity,Fuel Type,Electric energy consumption Miles/kWh,wh/km,Maximum range (Km),Maximum range (Miles),Metric Urban (Cold),Metric Extra-Urban,Metric Combined,Imperial Urban (Cold),Imperial Extra-Urban,Imperial Combined,CO2 g/km,Fuel Cost 12000 Miles,Electricity cost,Total cost / 12000 miles,Euro Standard,Noise Level dB(A),Emissions CO [mg/km],THC Emissions [mg/km],Emissions NOx [mg/km],THC + NOx Emissions [mg/km],Particulates [No.] [mg/km],,,,,,,,,,
VAUXHALL,"Mokka, Model Year 2014","1.4i 140PS Exclusive Turbo FWD with 16'', 17'', 18'' and 19'' wheels",A6,1364,Petrol,,,,,8.7,5.7,6.8,32.5,49.6,41.5,123,"£1,472",,"£1,472",V,72.0,397,44,25,,,,,,,,,,,,
VAUXHALL,"Mokka, Model Year 2014","1.4i 140PS Exclusive Turbo Start/Stop FWD with 16'', 17'', 18'', and 19'' wheels",M6,1364,Petrol,,,,,7.6,5.1,6.0,37.2,55.4,47.1,139,"£1,297",,"£1,297",V,72.0,492,27,14,,,,,,,,,,,,
VAUXHALL,"Mokka, Model Year 2014","1.4i 165PS Turbo SE Start/Stop AWD with 16'', 17'', 18'' and 19'' wheels",M6,1364,Petrol,,,,,8.0,5.5,6.4,35.3,51.4,44.1,149,"£1,385",,"£1,385",V,72.2,634,37,10,,,,,,,,,,,,
VAUXHALL,"Mokka, Model Year 2014","1.6i 115PS SE Start/Stop with 16'', 17'', 18'' or 19'' wheels",M5,1598,Petrol,,,,,8.4,5.4,6.5,33.6,52.3,43.5,153,"£1,405",,"£1,405",V,73.5,598,24,8,,,,,,,,,,,,
VAUXHALL,"Mokka, Model Year 2014","1.7 CDTi 130PS Exclusive Start/Stop AWD with 16'', 17'' and 18'' wheels",M6,1686,Diesel,,,,,5.6,4.5,4.9,50.4,62.8,57.6,129,"£1,118",,"£1,118",V,73.1,166,,147,165,0.70,,,,,,,,,,
VAUXHALL,"Mokka, Model Year 2014","1.7 CDTi 130PS Exclusive Start/Stop with 16'', 17'', 18'' and 19'' wheels",M6,1686,Diesel,,,,,5.4,4.0,4.5,52.3,70.6,62.8,120,"£1,025",,"£1,025",V,72.8,129,,133,149,1.30,,,,,,,,,,
VAUXHALL,"Mokka, Model Year 2014","1.7 CDTi 130PS SE Start/Stop AWD with 16'', 17'', 18'' and 19'' wheels",M6,1686,Diesel,,,,,5.6,4.5,4.9,50.4,62.8,57.6,129,"£1,118",,"£1,118",V,73.1,166,,147,165,0.70,,,,,,,,,,
VAUXHALL,"Mokka, Model Year 2014","1.7 CDTi 130PS SE with 16"", 17"", 18"" and 19"" wheels",A6,1686,Diesel,,,,,6.4,4.6,5.3,44.1,61.4,53.3,139,"£1,208",,"£1,208",V,70.6,277,,126,148,1.40,,,,,,,,,,
VAUXHALL,"Mokka, Model Year 2014","1.7 CDTi 130PS Tech Line Start/Stop with 16'', 17'', 18'' and 19'' wheels",M6,1686,Diesel,,,,,5.4,4.0,4.5,52.3,70.6,62.8,120,"£1,025",,"£1,025",V,72.8,129,,133,149,1.30,,,,,,,,,,
VAUXHALL,"Mokka, Model Year 2015","1.4i 140PS Exclusiv Turbo Start/Stop AWD with 16'', 17'', 18'' and 19'' wheels",M6,1364,Petrol,,,,,8.0,5.5,6.4,35.3,51.4,44.1,149,"£1,385",,"£1,385",V,72.2,634,37,10,,,,,,,,,,,,
VAUXHALL,"Mokka, Model Year 2015","1.4i 140PS SE Turbo Start/Stop AWD with 16'', 17'', 18'' and 19'' wheels",M6,1364,Petrol,,,,,8.0,5.5,6.4,35.3,51.4,44.1,149,"£1,385",,"£1,385",V,72.2,634,37,10,,,,,,,,,,,,
VAUXHALL,"Mokka, Model Year 2015","1.6i 115PS Exclusiv Start/Stop with 16'', 17'', 18'' and 19'' wheels",M5,1598,Petrol,,,,,8.4,5.4,6.5,33.6,52.3,43.5,153,"£1,405",,"£1,405",V,73.5,598,24,8,,,,,,,,,,,,
VAUXHALL,"Mokka, Model Year 2015","1.6i 115PS SE Stop/Start with 16'', 17'', 18'' and 19'' wheels",M5,1598,Petrol,,,,,8.4,5.4,6.5,33.6,52.3,43.5,153,"£1,405",,"£1,405",V,73.5,598,24,8,,,,,,,,,,,,
VAUXHALL,"Mokka, Model Year 2015","1.6i 115PS Tech Line Start/Stop with 16'', 17'', 18'' and 19'' wheels",M5,1598,Petrol,,,,,8.4,5.4,6.5,33.6,52.3,43.5,153,"£1,405",,"£1,405",V,73.5,598,24,8,,,,,,,,,,,,
VAUXHALL,"Mokka, Model Year 2015","1.7 CDTi 130PS Tech Line AWD Stop/Start with 16'', 17'', 18'' and 19'' wheels",M6,1686,Diesel,,,,,5.6,4.5,4.9,50.4,62.8,57.6,129,"£1,118",,"£1,118",V,73.1,166,,147,165,0.70,,,,,,,,,,
VAUXHALL,"Mokka, Model Year 2015","1.7CDTi 130PS Exclusiv Start/Stop AWD with 16'', 17'', 18'' and 19'' wheels",M6,1686,Diesel,,,,,5.6,4.5,4.9,50.4,62.8,57.6,129,"£1,118",,"£1,118",V,73.1,166,,147,165,0.70,,,,,,,,,,
VAUXHALL,"Mokka, Model Year 2015",1.7CDTi 130PS Exclusiv Turbo Start/Stop with 16'' 17'' 18'' and 19'' wheels,M6,1686,Diesel,,,,,5.4,4.0,4.5,52.3,70.6,62.8,120,"£1,025",,"£1,025",V,72.8,129,,133,149,1.30,,,,,,,,,,
VAUXHALL,"Mokka, Model Year 2015","1.7CDTi 130PS SE Turbo Start/Stop AWD with 16'', 17'', 18'' and 19'' wheels",M6,1686,Diesel,,,,,5.6,4.5,4.9,50.4,62.8,57.6,129,"£1,118",,"£1,118",V,73.1,166,,147,165,0.70,,,,,,,,,,
VAUXHALL,"Zafira, Model Year 2014","1.7 CDTi 110PS Design NAV ecoFLEX with 16'', 17'', 18'' and 19'' wheels",M6,1686,Diesel,,,,,6.1,4.5,5.1,46.3,62.8,55.4,134,"£1,162",,"£1,162",V,72.0,296,,129,165,0.50,,,,,,,,,,
VAUXHALL,"Zafira, Model Year 2014","1.8i 120PS VVT 16v Exclusive with 15'', 16'', 17'' and 18'' wheels",M5,1796,Petrol,,,,,9.6,5.7,7.2,29.4,49.6,39.2,168,"£1,559",,"£1,559",V,73.0,288,22,43,,,,,,,,,,,,
VAUXHALL,"Zafira, Model Year 2014","1.8i 140PS 16v Tech Line with 16"" and 17"" wheels",M5,1796,Petrol,,,,,9.7,5.8,7.2,29.1,48.7,39.2,169,"£1,559",,"£1,559",V,72.0,555,32,15,,,,,,,,,,,,
VAUXHALL,"Zafira, Model Year 2014","2.0 CDTi 130PS SRi with 16"", 17"", 18"" and 19"" wheels",M6,1956,Diesel,,,,,6.2,4.4,5.1,45.6,64.2,55.4,134,"£1,162",,"£1,162",V,72.0,327,,124,155,0.10,,,,,,,,,,
VAUXHALL,"Zafira, Model Year 2014","2.0 CDTi 130PS Tech Line with 16'', 17'', 18'' and 19'' wheels",M6,1956,Diesel,,,,,6.2,4.4,5.1,45.6,64.2,55.4,134,"£1,162",,"£1,162",V,72.0,327,,124,155,0.10,,,,,,,,,,
VAUXHALL,"Zafira, Model Year 2014","2.0 CDTi 195PS SRi Bi-Turbo Start/Stop with 17'', 18'' and 19'' wheels",M6,1956,Diesel,,,,,6.7,5.0,5.6,42.2,56.5,50.4,149,"£1,277",,"£1,277",V,73.0,169,,146,162,0.30,,,,,,,,,,
VAUXHALL,"Zafira, Model Year 2015","1.4i 90PS Elite with 17'', 18'' and 19'' wheels",M5,1398,Petrol,,,,,6.5,4.3,5.1,43.5,65.7,55.4,120,"£1,103",,"£1,103",V,70.0,599,42,26,,,,,,,,,,,,
VAUXHALL,"Zafira, Model Year 2015","2.0 CDTi 165PS SRi with 17'', 18'' and 19'' wheels",A6,1956,Diesel,,,,,7.5,4.7,5.7,37.7,60.1,49.6,150,"£1,298",,"£1,298",V,72.0,238,,117,141,0.20,,,,,,,,,,
VAUXHALL,"Zafira, Model Year 2015","2.0i CDTi 130PS SE with 16'', 17'', 18'' and 19'' wheels",M6,1956,Diesel,,,,,6.2,4.4,5.1,45.6,64.2,55.4,134,"£1,162",,"£1,162",V,72.0,327,,124,155,0.10,,,,,,,,,,
VOLKSWAGEN,"Caddy Camper, Model Year 2013",1.6 CR TDI 102PS BlueMotion Technology,M5,1598,Diesel,,,,,6.0,4.8,5.2,47.1,58.9,54.3,136,"£1,185",,"£1,185",V,74.0,238,,106,151,0.20,,,,,,,,,,
VOLKSWAGEN,"Caddy Camper, Model Year 2013",1.6 CR TDI 102PS DSG BlueMotion Technology,D6,1598,Diesel,,,,,5.8,5.1,5.3,48.7,55.4,53.3,139,"£1,208",,"£1,208",V,73.0,90,,138,160,0.10,,,,,,,,,,
VOLKSWAGEN,"Caddy Camper, Model Year 2013",2.0 CR TDI 140PS BlueMotion Technology,M6,1968,Diesel,,,,,6.8,5.1,5.7,41.5,55.4,49.6,149,"£1,298",,"£1,298",V,73.0,191,,129,174,1.90,,,,,,,,,,
VOLKSWAGEN,"Caddy Camper, Model Year 2013",2.0 CR TDI 140PS DSG BlueMotion Technology,D6,1968,Diesel,,,,,6.6,5.5,5.9,42.8,51.4,47.9,155,"£1,344",,"£1,344",V,69.0,142,,141,159,0.10,,,,,,,,,,
VOLKSWAGEN,"Caravelle , Model Year 2010",2.0 TDI 140PS 7speed DSG LWB,D7,1968,Diesel,,,,,10.4,6.9,8.2,27.2,40.9,34.4,216,"£1,871",,"£1,871",V,70.0,49,,258,274,0.40,,,,,,,,,,
VOLKSWAGEN,"Caravelle , Model Year 2010",2.0 TDI 140PS 7speed DSG SWB,D7,1968,Diesel,,,,,10.4,6.9,8.2,27.2,40.9,34.4,216,"£1,871",,"£1,871",V,70.0,49,,258,274,0.40,,,,,,,,,,
VOLKSWAGEN,"Caravelle , Model Year 2010",2.0 TDI 140PS LWB,M6,1968,Diesel,,,,,9.8,6.5,7.7,28.8,43.5,36.7,203,"£1,754",,"£1,754",V,71.0,137,,199,232,0.30,,,,,,,,,,
VOLKSWAGEN,"Caravelle , Model Year 2010",2.0 TDI 140PS SWB,M6,1968,Diesel,,,,,9.8,6.5,7.7,28.8,43.5,36.7,203,"£1,754",,"£1,754",V,71.0,137,,199,241,0.60,,,,,,,,,,
VOLKSWAGEN,"Caravelle , Model Year 2010",2.0 TDI 180PS 4MOTION SWB,QM6,1968,Diesel,,,,,11.1,7.5,8.8,25.4,37.7,32.1,232,"£2,005",,"£2,005",V,74.0,149,,218,232,0.30,,,,,,,,,,
VOLKSWAGEN,"Caravelle , Model Year 2010",2.0 TDI 180PS 7speed DSG LWB,D7,1968,Diesel,,,,,10.0,6.7,7.9,28.2,42.2,35.8,208,"£1,798",,"£1,798",V,74.0,150,,219,233,0.30,,,,,,,,,,
VOLKSWAGEN,"Caravelle , Model Year 2010",2.0 TDI 180PS 7speed DSG SWB,D7,1968,Diesel,,,,,10.0,6.7,7.9,28.2,42.2,35.8,208,"£1,798",,"£1,798",V,74.0,149,,218,232,0.30,,,,,,,,,,
VOLKSWAGEN,"Caravelle , Model Year 2010",2.0 TDI 180PS LWB,M6,1968,Diesel,,,,,9.6,6.5,7.6,29.4,43.5,37.2,199,"£1,730",,"£1,730",V,74.0,149,,218,232,0.30,,,,,,,,,,
VOLKSWAGEN,"Caravelle , Model Year 2010",2.0 TDI 180PS SWB,M6,1968,Diesel,,,,,9.6,6.5,7.6,29.4,43.5,37.2,199,"£1,730",,"£1,730",V,74.0,150,,219,232,0.30,,,,,,,,,,
VOLKSWAGEN,CC,1.8 TSI 160PS,M6,1781,Petrol,,,,,9.5,5.5,7.1,29.7,51.4,39.8,165,"£1,535",,"£1,535",V,71.0,347,52,40,,,,,,,,,,,,
VOLKSWAGEN,CC,1.8 TSI 160PS 7speed DSG,D7,1984,Petrol,,,,,9.6,5.6,7.2,29.4,50.4,39.2,167,"£1,559",,"£1,559",V,68.0,211,49,36,,,,,,,,,,,,
VOLKSWAGEN,CC,2.0 TDI 177PS 7speed DSG BlueMotion Technology,D7,1968,Diesel,,,,,6.1,4.5,5.1,46.3,62.8,55.4,133,"£1,162",,"£1,162",V,70.0,102,,152,170,0.00,,,,,,,,,,
VOLKSWAGEN,CC,2.0 TDI 177PS BlueMotion Technology,M6,1968,Diesel,,,,,5.4,4.1,4.6,52.3,68.9,61.4,120,"£1,048",,"£1,048",V,72.0,273,,143,181,0.50,,,,,,,,,,
VOLKSWAGEN,CC,2.0 TDI CR 140PS BlueMotion Technology,M6,1968,Diesel,,,,,5.3,4.1,4.5,53.3,68.9,62.8,119,"£1,025",,"£1,025",V,70.0,229,,94,125,0.30,,,,,,,,,,
VOLKSWAGEN,CC,2.0 TDI CR 140PS DSG BlueMotion Technology,D6,1968,Diesel,,,,,5.9,4.4,5.0,47.9,64.2,56.5,131,"£1,139",,"£1,139",V,68.0,149,,122,138,0.60,,,,,,,,,,
VOLKSWAGEN,CC,2.0 TSI 210PS,M6,1984,Petrol,,,,,10.2,5.6,7.3,27.7,50.4,38.7,169,"£1,579",,"£1,579",V,70.0,293,56,43,,,,,,,,,,,,
VOLKSWAGEN,CC,2.0 TSI 210PS DSG,D6,1984,Petrol,,,,,10.8,5.9,7.7,26.2,47.9,36.7,179,"£1,665",,"£1,665",V,71.0,332,75,60,,,,,,,,,,,,
VOLKSWAGEN,CC,3.6 V6 300PS DSG GT,D6,3597,Petrol,,,,,13.2,7.3,9.5,21.4,38.7,29.7,219,"£2,057",,"£2,057",V,72.0,465,59,46,,,,,,,,,,,,
VOLKSWAGEN,Eos,1.4 TSI 122PS BlueMotion Technology,M6,1390,Petrol,,,,,7.6,5.3,6.2,37.2,53.3,45.6,144,"£1,340",,"£1,340",V,71.0,460,32,27,,,,,,,,,,,,
VOLKSWAGEN,Eos,1.4 TSI 160PS,M6,1390,Petrol,,,,,8.9,5.5,6.8,31.7,51.4,41.5,157,"£1,472",,"£1,472",V,72.0,295,35,29,,,,,,,,,,,,
VOLKSWAGEN,Eos,2.0 TDI CR 140PS BlueMotion Technology,M6,1968,Diesel,,,,,5.8,4.2,4.8,48.7,67.3,58.9,125,"£1,093",,"£1,093",V,71.0,125,,117,148,0.00,,,,,,,,,,
VOLKSWAGEN,Eos,2.0 TDI CR 140PS DSG BlueMotion Technology,D6,1968,Diesel,,,,,6.5,4.6,5.3,43.5,61.4,53.3,139,"£1,208",,"£1,208",V,70.0,121,,113,130,0.00,,,,,,,,,,
VOLKSWAGEN,Eos,2.0 TSI 210PS,M6,1984,Petrol,,,,,9.6,5.4,7.1,29.4,52.3,39.8,165,"£1,535",,"£1,535",V,71.0,268,46,37,,,,,,,,,,,,
VOLKSWAGEN,Eos,2.0 TSI 210PS DSG,D6,1984,Petrol,,,,,10.2,5.9,7.5,27.7,47.9,37.7,174,"£1,621",,"£1,621",V,72.0,239,40,32,,,,,,,,,,,,
VOLKSWAGEN,Golf,1.2 TSI 85PS 3/5 door S,M6,1197,Petrol,,,,,6.1,4.2,4.9,46.3,67.3,57.6,113,"£1,061",,"£1,061",V,70.0,237,27,24,,,,,,,,,,,,
VOLKSWAGEN,Golf Cabriolet,1.2 TSI 105PS,M6,1197,Petrol,,,,,7.3,5.1,5.9,38.7,55.4,47.9,139,"£1,276",,"£1,276",V,69.0,593,44,38,,,,,,,,,,,,
VOLKSWAGEN,Golf Cabriolet,1.4 TSI 122PS,M6,1390,Petrol,,,,,8.4,5.3,6.4,33.6,53.3,44.1,149,"£1,385",,"£1,385",V,71.0,210,32,19,,,,,,,,,,,,
VOLKSWAGEN,Golf Cabriolet,1.4 TSI 122PS 7speed DSG,D7,1390,Petrol,,,,,8.0,5.4,6.3,35.3,52.3,44.8,147,"£1,364",,"£1,364",V,68.0,489,51,23,,,,,,,,,,,,
VOLKSWAGEN,Golf Cabriolet,1.4 TSI 160PS 7speed DSG GT,D7,1390,Petrol,,,,,7.8,5.4,6.3,52.3,52.3,44.8,148,"£1,364",,"£1,364",V,68.0,220,32,27,,,,,,,,,,,,
VOLKSWAGEN,Golf Cabriolet,1.4 TSI 160PS GT,M6,1390,Petrol,,,,,8.3,5.4,6.4,34.0,52.3,44.1,150,"£1,385",,"£1,385",V,71.0,636,66,59,,,,,,,,,,,,
VOLKSWAGEN,Golf Cabriolet,1.6 TDI 105PS BlueMotion Technology,M5,1598,Diesel,,,,,5.2,4.1,4.4,54.3,68.9,64.2,117,"£1,003",,"£1,003",V,70.0,223,,114,151,0.00,,,,,,,,,,
VOLKSWAGEN,Golf Cabriolet,2.0 TDI 140PS BlueMotion Technology,M6,1968,Diesel,,,,,5.4,4.1,4.5,52.3,68.9,62.8,119,"£1,025",,"£1,025",V,70.0,265,,109,138,0.00,,,,,,,,,,
VOLKSWAGEN,Golf Cabriolet,2.0 TDI 140PS DSG BlueMotion Technology,D6,1968,Diesel,,,,,6.1,4.5,5.1,46.3,62.8,55.4,134,"£1,162",,"£1,162",V,69.0,163,,93,112,0.00,,,,,,,,,,
VOLKSWAGEN,Golf Cabriolet,2.0 TSI 210PS GTI,M6,1984,Petrol,,,,,10.4,6.0,7.6,27.2,47.1,37.2,177,"£1,642",,"£1,642",V,72.0,399,49,39,,,,,,,,,,,,
VOLKSWAGEN,Golf Cabriolet,2.0 TSI 210PS GTI DSG,D6,1984,Petrol,,,,,10.4,6.2,7.7,27.2,45.6,36.7,180,"£1,665",,"£1,665",V,73.0,357,69,55,,,,,,,,,,,,
VOLKSWAGEN,Golf Cabriolet,2.0 TSI 265PS DSG R,D6,1984,Petrol,,,,,11.0,6.5,8.2,25.7,43.5,34.4,180,"£1,776",,"£1,776",V,74.0,194,52,42,,,,,,,,,,,,
VOLKSWAGEN,Golf Estate,1.2 TSI 105PS,M6,1197,Petrol,,,,,6.0,4.4,5.0,47.1,64.2,56.5,117,"£1,081",,"£1,081",V,72.0,250,40,30,,,,,,,,,,,,
VOLKSWAGEN,Golf Estate,1.2 TSI 105PS 7speed DSG,D7,1197,Petrol,,,,,5.8,4.5,5.0,48.7,62.8,56.5,115,"£1,081",,"£1,081",V,71.0,394,71,42,,,,,,,,,,,,
VOLKSWAGEN,Golf Estate,1.2 TSI 85PS,M5,1197,Petrol,,,,,6.0,4.3,5.0,47.1,65.7,56.5,115,"£1,081",,"£1,081",V,71.0,241,33,31,,,,,,,,,,,,
VOLKSWAGEN,Golf Estate,1.4 TFSI 122PS,M6,1395,Petrol,,,,,6.9,4.4,5.3,40.9,64.2,53.3,124,"£1,146",,"£1,146",V,73.0,329,42,40,,,,,,,,,,,,
VOLKSWAGEN,Golf Estate,1.4 TSI 122PS 7speed DSG,D7,1395,Petrol,,,,,6.3,4.4,5.1,44.8,64.2,55.4,118,"£1,103",,"£1,103",V,72.0,278,41,27,,,,,,,,,,,,
VOLKSWAGEN,Golf Estate,1.4 TSI 140PS 7speed DSG GT,D7,1395,Petrol,,,,,6.1,4.4,5.0,46.3,64.2,56.5,116,"£1,081",,"£1,081",V,70.0,583,48,22,,,,,,,,,,,,
VOLKSWAGEN,Golf Estate,1.4 TSI 140PS GT,M6,1395,Petrol,,,,,6.6,4.5,5.3,42.8,62.8,53.3,121,"£1,146",,"£1,146",V,72.0,190,44,35,,,,,,,,,,,,
VOLKSWAGEN,Golf Estate,1.6 TDI 105PS,M5,1598,Diesel,,,,,4.9,3.3,3.9,57.6,85.6,72.4,102,£889,,£889,V,72.0,180,,127,165,0.00,,,,,,,,,,
VOLKSWAGEN,Golf Estate,1.6 TDI 105PS 7speed DSG,D7,1598,Diesel,,,,,4.8,3.5,4.0,58.9,80.7,70.6,104,£912,,£912,V,70.0,179,,153,187,0.10,,,,,,,,,,
VOLKSWAGEN,Golf Estate,1.6 TDI 90PS,M5,1598,Diesel,,,,,4.9,3.3,3.9,57.6,85.6,72.4,102,£889,,£889,V,70.0,180,,127,165,0.00,,,,,,,,,,
VOLKSWAGEN,Golf Estate,2.0 TDI 150PS,M6,1968,Diesel,,,,,5.1,3.7,4.2,55.4,76.3,67.3,108,£956,,£956,V,72.0,221,,142,167,0.00,,,,,,,,,,
VOLKSWAGEN,Golf Estate,2.0 TDI 150PS DSG,D6,1968,Diesel,,,,,5.4,4.1,4.5,52.3,68.9,62.8,119,"£1,025",,"£1,025",V,70.0,215,,136,161,0.10,,,,,,,,,,
VOLKSWAGEN,Golf SV,1.6 TDI 110PS BlueMotion Stop-Start,M6,1598,Diesel,,,,,4.1,3.4,3.6,68.9,83.1,78.5,95,£820,,£820,V,71.0,124,,83,110,0.00,,,,,,,,,,
VOLKSWAGEN,Jetta,1.4 TSI 122PS,M6,1390,Petrol,,,,,8.2,5.1,6.2,34.4,55.4,45.6,144,"£1,340",,"£1,340",V,72.0,285,28,23,,,,,,,,,,,,
VOLKSWAGEN,Jetta,1.4 TSI 160PS,M6,1390,Petrol,,,,,8.1,5.2,6.3,34.9,54.3,44.8,145,"£1,364",,"£1,364",V,72.0,228,33,28,,,,,,,,,,,,
VOLKSWAGEN,Jetta,1.4 TSI 160PS 7speed DSG,D7,1390,Petrol,,,,,7.5,5.2,6.0,37.7,54.3,47.1,139,"£1,297",,"£1,297",V,70.0,260,31,26,,,,,,,,,,,,
VOLKSWAGEN,Jetta,1.6 TDI 105PS 7speed DSG BlueMotion Technology,D7,1598,Diesel,,,,,4.9,4.0,4.3,57.6,70.6,65.7,113,£980,,£980,V,69.0,191,,118,143,1.00,,,,,,,,,,
VOLKSWAGEN,Jetta,1.6 TDI 105PS BlueMotion Technology,M5,1598,Diesel,,,,,5.2,3.6,4.2,54.3,78.5,67.3,109,£956,,£956,V,69.0,177,,113,135,0.00,,,,,,,,,,
VOLKSWAGEN,Jetta,2.0 TDI 140PS,M6,1968,Diesel,,,,,6.1,4.1,4.8,46.3,68.9,58.9,126,"£1,093",,"£1,093",V,73.0,314,,141,187,0.00,,,,,,,,,,
VOLKSWAGEN,Jetta,2.0 TDI 140PS DSG,D6,1968,Diesel,,,,,6.7,4.5,5.3,42.2,62.8,53.3,138,"£1,208",,"£1,208",V,71.0,134,,149,168,0.00,,,,,,,,,,
VOLKSWAGEN,New Beetle,1.2 TSI 105PS,M6,1197,Petrol,,,,,7.6,5.0,5.9,37.2,56.5,47.9,137,"£1,276",,"£1,276",V,72.0,377,36,24,,,,,,,,,,,,
VOLKSWAGEN,New Beetle,1.2 TSI 105PS DSG,D7,1197,Petrol,,,,,7.2,5.2,5.9,39.2,54.3,47.9,139,"£1,276",,"£1,276",V,69.0,349,39,20,,,,,,,,,,,,
VOLKSWAGEN,New Beetle,1.4 TSI 160PS,M6,1390,Petrol,,,,,8.7,5.3,6.6,32.5,53.3,42.8,153,"£1,428",,"£1,428",V,72.0,242,30,42,,,,,,,,,,,,
VOLKSWAGEN,New Beetle,1.6 TDI 105PS 7speed DSG BlueMotion Technology,D7,1598,Diesel,,,,,4.8,4.1,4.3,58.9,68.9,65.7,114,£980,,£980,V,69.0,386,,102,157,0.10,,,,,,,,,,
VOLKSWAGEN,New Beetle,1.6 TDI 105PS BlueMotion Technology,M5,1598,Diesel,,,,,5.1,3.9,4.3,55.4,72.4,65.7,113,£980,,£980,V,72.0,194,,120,143,0.30,,,,,,,,,,
VOLKSWAGEN,New Beetle,2.0 TDI 140PS,M5,1968,Diesel,,,,,6.3,4.2,4.9,44.8,67.3,57.6,129,"£1,118",,"£1,118",V,72.0,130,,125,165,0.20,,,,,,,,,,
VOLKSWAGEN,New Beetle,2.0 TDI 140PS DSG,D6,1968,Diesel,,,,,6.9,4.6,5.4,40.9,61.4,52.3,140,"£1,231",,"£1,231",V,69.0,96,,118,132,0.00,,,,,,,,,,
VOLKSWAGEN,New Beetle,2.0 TSI 210PS,M6,1984,Petrol,,,,,9.8,5.9,7.3,28.8,47.9,38.7,169,"£1,579",,"£1,579",V,71.0,248,27,23,,,,,,,,,,,,
VOLKSWAGEN,New Beetle,2.0 TSI 210PS DSG,D6,1984,Petrol,,,,,10.1,6.1,7.6,28.0,46.3,37.2,176,"£1,642",,"£1,642",V,74.0,273,56,32,,,,,,,,,,,,
VOLKSWAGEN,New Beetle Cabriolet,1.2 TSI 105PS,M6,1197,Petrol,,,,,7.8,5.2,6.1,36.2,54.3,46.3,142,"£1,320",,"£1,320",V,72.0,374,35,25,,,,,,,,,,,,
VOLKSWAGEN,New Beetle Cabriolet,1.2 TSI 105PS 7speed DSG,D7,1197,Petrol,,,,,7.3,5.2,5.9,38.7,54.3,47.9,139,"£1,276",,"£1,276",V,69.0,354,45,19,,,,,,,,,,,,
VOLKSWAGEN,New Beetle Cabriolet,1.4 TSI 160PS,M6,1390,Petrol,,,,,8.8,5.6,6.8,32.1,50.4,41.5,158,"£1,472",,"£1,472",V,72.0,283,29,27,,,,,,,,,,,,
VOLKSWAGEN,New Beetle Cabriolet,1.6 TDI 105PS 7speed DSG BlueMotion Technology,D7,1598,Diesel,,,,,4.9,4.3,4.5,57.6,65.7,62.8,119,"£1,025",,"£1,025",V,69.0,311,,117,173,0.00,,,,,,,,,,
VOLKSWAGEN,New Beetle Cabriolet,1.6 TDI 105PS BlueMotion Technology,M5,1598,Diesel,,,,,5.2,4.1,4.5,54.3,68.9,62.8,118,"£1,025",,"£1,025",V,72.0,182,,122,146,0.00,,,,,,,,,,
VOLKSWAGEN,New Beetle Cabriolet,2.0 TDI 140PS,M5,1968,Diesel,,,,,6.4,4.4,5.1,44.1,64.2,55.4,134,"£1,162",,"£1,162",V,72.0,128,,131,153,0.30,,,,,,,,,,
VOLKSWAGEN,New Beetle Cabriolet,2.0 TDI 140PS DSG,D6,1968,Diesel,,,,,7.0,4.8,5.6,40.4,58.9,50.4,145,"£1,277",,"£1,277",V,69.0,87,,118,128,0.10,,,,,,,,,,
VOLKSWAGEN,New Beetle Cabriolet,2.0 TSI 210PS,M6,1984,Petrol,,,,,10.0,6.1,7.5,28.2,46.3,37.7,174,"£1,621",,"£1,621",V,71.0,248,27,23,,,,,,,,,,,,
VOLKSWAGEN,New Beetle Cabriolet,2.0 TSI 210PS DSG,D6,1984,Petrol,,,,,10.3,6.3,7.8,27.4,44.8,36.2,180,"£1,688",,"£1,688",V,74.0,273,56,32,,,,,,,,,,,,
VOLKSWAGEN,New Jetta,1.4 TSI 125PS BlueMotion Technology,M6,1395,Petrol,,,,,6.9,4.5,5.4,40.9,62.8,52.3,125,"£1,168",,"£1,168",V,71.0,139,37,41,,,,,,,,,,,,
VOLKSWAGEN,Passat Estate,1.4 TSI 122PS BlueMotion Technology,M6,1390,Petrol,,,,,8.0,5.0,6.1,35.3,56.5,46.3,142,"£1,320",,"£1,320",V,71.0,356,38,29,,,,,,,,,,,,
VOLKSWAGEN,Passat Estate,1.4 TSI 122PS BlueMotion Technology 7speed DSG,D7,1390,Petrol,,,,,7.5,5.3,6.1,37.7,53.3,46.3,140,"£1,320",,"£1,320",V,69.0,352,56,43,,,,,,,,,,,,
VOLKSWAGEN,Passat Estate,1.4 TSI 160PS 7speed DSG Stop-Start,D7,1390,Petrol,,,,,7.8,5.3,6.2,36.2,53.3,45.6,144,"£1,340",,"£1,340",V,68.0,281,42,36,,,,,,,,,,,,
VOLKSWAGEN,Passat Estate,1.4 TSI 160PS Stop-Start,M6,1390,Petrol,,,,,8.2,5.0,6.2,34.4,56.5,45.6,144,"£1,340",,"£1,340",V,70.0,611,59,52,,,,,,,,,,,,
VOLKSWAGEN,Passat Estate,1.6 CR TDI 105PS BlueMotion,M6,1598,Diesel,,,,,5.2,3.8,4.3,54.3,74.3,65.7,113,£980,,£980,V,71.0,167,,104,135,0.00,,,,,,,,,,
