Manufacturer,Model,Description,Transmission,Engine Capacity,Fuel Type,Metric Urban (Cold),Metric Extra-Urban,Metric Combined,Imperial Urban (Cold),Imperial Extra-Urban,Imperial Combined,CO2 g/km,Fuel Cost 12000 Miles,Noise Level dB(A),Emissions CO,Emissions HC,Emissions NOx,Emissions HC+NOx,Emissions Particulates,Euro Standard,,,,,,
VAUXHALL,Astra MY2009 3 Door Hatchback,1.7CDTi 16v 100PS,M5,1686,Diesel,6.5,4.3,5.1,43.5,65.7,55.4,138,985,72.0,0.325,,0.199,0.226,0.012,IV,,,,,,
VAUXHALL,Astra MY2009 3 Door Hatchback,1.9CDTi 8v 120PS,M6,1910,Diesel,7.2,4.7,5.6,39.2,60.1,50.4,149,1082,74.0,0.124,,0.215,0.241,0.023,IV,,,,,,
VAUXHALL,Astra MY2009 3 Door Hatchback,1.9CDTi 16v 150PS,M6,1910,Diesel,7.2,4.7,5.6,39.2,60.1,50.4,149,1082,74.0,0.191,,0.196,0.226,0.017,IV,,,,,,
VAUXHALL,Astra MY2009 3 Door Hatchback,1.9CDTi 8v 120PS,A6,1910,Diesel,9.7,5.4,7.0,29.1,52.3,40.4,189,1350,75.0,0.067,,0.199,0.220,0.000,IV,,,,,,
VAUXHALL,Astra MY2009 3 Door Hatchback,1.4i 16v,M5,1364,Petrol,8.0,5.0,6.1,35.3,56.5,46.3,146,1037,71.0,0.192,0.057,0.053,,,IV,,,,,,
VAUXHALL,Astra MY2009 3 Door Hatchback,1.6i 16v VVT,MTA5,1598,Petrol,8.5,5.0,6.3,33.2,56.5,44.8,151,1072,69.0,0.361,0.080,0.054,,,IV,,,,,,
VAUXHALL,Astra MY2009 3 Door Hatchback,"1.6i 16v VVT with 15/16"" wheels",M5,1598,Petrol,8.7,5.2,6.5,32.5,54.3,43.5,155,1104,72.0,0.647,0.083,0.030,,,IV,,,,,,
VAUXHALL,Astra MY2009 3 Door Hatchback,"1.6i 16v VVT with 17/18"" wheels",M5,1598,Petrol,8.8,5.3,6.6,32.1,53.3,42.8,158,1122,72.0,0.647,0.083,0.030,,,IV,,,,,,
VAUXHALL,Astra MY2009 3 Door Hatchback,"1.8i 16v VVT with 15/16"" wheels",M5,1796,Petrol,9.7,5.6,7.1,29.1,50.4,39.8,169,1206,73.0,0.355,0.065,0.057,,,IV,,,,,,
VAUXHALL,Astra MY2009 3 Door Hatchback,"1.8i 16v VVT with 17/18"" wheels",M5,1796,Petrol,9.8,5.7,7.2,28.8,49.6,39.2,172,1225,73.0,0.355,0.065,0.057,,,IV,,,,,,
VAUXHALL,Astra MY2009 3 Door Hatchback,"1.8i 16v VVT with 15/16"" wheels",A4,1796,Petrol,10.4,6.1,7.7,27.2,46.3,36.7,184,1308,71.0,0.367,0.053,0.040,,,IV,,,,,,
VAUXHALL,Astra MY2009 3 Door Hatchback,1.6i 16v Turbo 180PS,M6,1598,Petrol,10.3,6.2,7.7,27.4,45.6,36.7,185,1308,74.0,0.349,0.068,0.051,,,IV,,,,,,
VAUXHALL,Astra MY2009 3 Door Hatchback,"1.8i 16v VVT with 17/18"" wheels",A4,1796,Petrol,10.5,6.2,7.8,26.9,45.6,36.2,186,1326,71.0,0.367,0.053,0.040,,,IV,,,,,,
VAUXHALL,Astra MY2009 3 Door Hatchback,2.0i 16v Turbo 240PS,M6,1998,Petrol,13.0,7.0,9.2,21.7,40.4,30.7,221,1564,75.0,0.414,0.064,0.040,,,IV,,,,,,
VAUXHALL,Astra MY2009 5 Door Estate,1.6i 16v VVT,M5,1598,Petrol,8.8,5.3,6.6,32.1,53.3,42.8,158,1122,72.0,0.647,0.083,0.030,,,IV,,,,,,
VAUXHALL,Astra MY2009 5 Door Hatchback,1.3CDTi 16v 90PS,M6,1248,Diesel,6.3,4.1,4.9,44.8,68.9,57.6,130,947,73.0,0.123,,0.215,0.229,0.022,IV,,,,,,
VAUXHALL,Astra MY2009 5 Door Hatchback,"1.7CDTi 16v 100PS with 15"" wheels",M5,1686,Diesel,6.4,4.2,5.0,44.1,67.3,56.5,135,966,72.0,0.325,,0.199,0.226,0.012,IV,,,,,,
VAUXHALL,Astra MY2009 5 Door Hatchback,"1.7CDTi 16v 100PS with 16/17/18"" wheels",M5,1686,Diesel,6.5,4.3,5.1,43.5,65.7,55.4,138,985,72.0,0.325,,0.199,0.226,0.012,IV,,,,,,
VAUXHALL,Astra MY2009 5 Door Hatchback,1.9CDTi 8v 120PS,M6,1910,Diesel,7.2,4.7,5.6,39.2,60.1,50.4,149,1082,74.0,0.124,,0.215,0.241,0.023,IV,,,,,,
VAUXHALL,Astra MY2009 5 Door Hatchback,1.9CDTi 16v 150PS,M6,1910,Diesel,7.2,4.7,5.6,39.2,60.1,50.4,149,1082,74.0,0.191,,0.196,0.226,0.017,IV,,,,,,
VAUXHALL,Astra MY2009 5 Door Hatchback,1.9CDTi 8v 120PS,A6,1910,Diesel,9.7,5.4,7.0,29.1,52.3,40.4,189,1350,75.0,0.067,,0.199,0.220,0.000,IV,,,,,,
VAUXHALL,Astra MY2009 5 Door Hatchback,1.4i 16v,M5,1364,Petrol,8.0,5.0,6.1,35.3,56.5,46.3,146,1037,71.0,0.192,0.057,0.053,,,IV,,,,,,
VAUXHALL,Astra MY2009 5 Door Hatchback,1.6i 16v VVT,MTA5,1598,Petrol,8.5,5.0,6.3,33.2,56.5,44.8,151,1072,69.0,0.361,0.080,0.054,,,IV,,,,,,
VAUXHALL,Astra MY2009 5 Door Hatchback,1.6i 16v VVT,M5,1598,Petrol,8.7,5.2,6.5,32.5,54.3,43.5,155,1104,72.0,0.647,0.083,0.030,,,IV,,,,,,
VAUXHALL,Astra MY2009 5 Door Hatchback,"1.8i 16v VVT with 15/16"" wheels",M5,1796,Petrol,9.7,5.6,7.1,29.1,50.4,39.8,169,1206,73.0,0.355,0.065,0.057,,,IV,,,,,,
VAUXHALL,Astra MY2009 5 Door Hatchback,"1.8i 16v VVT with 17"" wheels",M5,1796,Petrol,9.8,5.7,7.2,28.8,49.6,39.2,172,1225,73.0,0.355,0.065,0.057,,,IV,,,,,,
VAUXHALL,Astra MY2009 5 Door Hatchback,"1.8i 16v VVT with 15/16"" wheels",A4,1796,Petrol,10.5,6.2,7.8,26.9,45.6,36.2,186,1326,71.0,0.367,0.053,0.040,,,IV,,,,,,
VAUXHALL,Astra MY2009 5 Door Hatchback,"1.8i 16v VVT with 17"" wheels",A4,1796,Petrol,10.6,6.3,7.9,26.6,44.8,35.8,189,1341,71.0,0.367,0.053,0.040,,,IV,,,,,,
VAUXHALL,Astra TwinTop MY2008,"1.9CDTi 16v 150PS 2 Door with 16/17/18"" wheel",M6,1910,Diesel,7.6,5.1,6.0,37.2,55.4,47.1,160,1158,74.0,0.021,,0.170,0.184,0.001,IV,,,,,,
VAUXHALL,Astra TwinTop MY2008,"1.6i 16v VVT 2 Door with 16/17"" wheel",M5,1598,Petrol,9.1,5.6,6.9,31.0,50.4,40.9,166,1174,72.0,0.647,0.083,0.030,,,IV,,,,,,
VAUXHALL,Astra TwinTop MY2008,"1.8i 16v VVT 2 Door with 16/17/18"" wheel",M5,1796,Petrol,10.3,6.2,7.7,27.4,45.6,36.7,185,1308,73.0,0.355,0.065,0.057,,,IV,,,,,,
VAUXHALL,Astra TwinTop MY2008,"1.8i 16v VVT 2 Door with 16/17/18"" wheel",A4,1796,Petrol,10.8,6.5,8.1,26.2,43.5,34.9,194,1376,71.0,0.367,0.053,0.040,,,IV,,,,,,
VAUXHALL,Astra TwinTop MY2008,"2.0i 16v Turbo 200PS 2 Door with 17/18"" wheel",M6,1998,Petrol,13.3,7.3,9.5,21.2,38.7,29.7,228,1616,74.0,0.452,0.080,0.022,,,IV,,,,,,
VAUXHALL,Astra TwinTop MY2009,1.9CDTi 16v 150PS,M6,1910,Diesel,7.6,5.1,6.0,37.2,55.4,47.1,159,1158,74.0,0.021,,0.170,0.184,0.001,IV,,,,,,
VAUXHALL,Astra TwinTop MY2009,1.6i 16v VVT,M5,1598,Petrol,9.0,5.5,6.8,31.4,51.4,41.5,163,1157,72.0,0.647,0.083,0.030,,,IV,,,,,,
VAUXHALL,Astra TwinTop MY2009,1.8i 16v VVT,M5,1796,Petrol,10.0,5.9,7.4,28.2,47.9,38.2,177,1257,73.0,0.355,0.065,0.057,,,IV,,,,,,
VAUXHALL,Astra TwinTop MY2009,1.8i 16v VVT,A4,1796,Petrol,10.7,6.4,8.0,26.4,44.1,35.3,191,1360,71.0,0.367,0.053,0.040,,,IV,,,,,,
VAUXHALL,Astra TwinTop MY2009,2.0i 16v Turbo 200PS,M6,1998,Petrol,13.3,7.3,9.5,21.2,38.7,29.7,228,1616,74.0,0.452,0.080,0.022,,,IV,,,,,,
VAUXHALL,Combo MY2008,1.7CDTi 16v 2000 6 Door Crew Van,M5,1686,Diesel,6.6,4.4,5.2,42.8,64.2,54.3,140,1005,73.0,0.261,,0.218,0.244,0.017,IV,,,,,,
VAUXHALL,Corsa MY2008 3 Door Hatchback,1.3CDTi 16v 75PS,M5,1248,Diesel,5.7,3.8,4.5,49.6,74.3,62.8,119,869,72.0,0.232,,0.220,0.240,0.020,IV,,,,,,
VAUXHALL,Corsa MY2008 3 Door Hatchback,1.3CDTi 16v 90PS,M6,1248,Diesel,6.3,4.1,4.9,44.8,68.9,57.6,130,947,73.0,0.296,,0.207,0.250,0.022,IV,,,,,,
VAUXHALL,Corsa MY2008 3 Door Hatchback,1.7CDTi 16v 125PS,M6,1686,Diesel,6.2,4.0,4.8,45.6,70.6,58.9,130,926,72.0,0.173,,0.118,0.157,0.001,IV,,,,,,
VAUXHALL,Corsa MY2008 3 Door Hatchback,1.0i 12v,M5,998,Petrol,7.3,4.6,5.6,38.7,61.4,50.4,134,952,72.0,0.343,0.054,0.021,,,IV,,,,,,
VAUXHALL,Corsa MY2008 3 Door Hatchback,1.2i 16v,MTA,1229,Petrol,7.6,4.6,5.7,37.2,61.4,49.6,137,968,72.0,0.439,0.047,0.036,,,IV,,,,,,
VAUXHALL,Corsa MY2008 3 Door Hatchback,1.2i 16v excluding SXi,M5,1229,Petrol,7.7,4.7,5.8,36.7,60.1,48.7,139,986,71.0,0.357,0.057,0.014,,,IV,,,,,,
VAUXHALL,Corsa MY2008 3 Door Hatchback,1.2i 16v SXi,M5,1229,Petrol,8.0,5.0,6.1,35.3,56.5,46.3,146,1037,72.0,0.412,0.056,0.013,,,IV,,,,,,
VAUXHALL,Corsa MY2008 3 Door Hatchback,1.4i 16v,M5,1364,Petrol,8.1,5.1,6.2,34.9,55.4,45.6,149,1053,72.0,0.263,0.043,0.025,,,IV,,,,,,
VAUXHALL,Corsa MY2008 3 Door Hatchback,1.4i 16v,A4,1364,Petrol,8.7,5.7,6.8,32.5,49.6,41.5,163,1157,71.0,0.712,0.065,0.024,,,IV,,,,,,
VAUXHALL,Corsa MY2008 3 Door Hatchback,1.6i 16v Turbo 150PS,M6,1598,Petrol,10.5,6.4,7.9,26.9,44.1,35.8,189,1341,74.0,0.364,0.071,0.017,,,IV,,,,,,
VAUXHALL,Corsa MY2008 3 Door Hatchback,1.6i 16v Turbo 192PS VXR,M6,1598,Petrol,10.5,6.4,7.9,26.9,44.1,35.8,190,1341,75.0,0.364,0.071,0.017,,,IV,,,,,,
VAUXHALL,Corsa MY2008 5 Door Hatchback,1.3CDTi 16v 75PS,M5,1248,Diesel,5.7,3.8,4.5,49.6,74.3,62.8,119,869,72.0,0.232,,0.220,0.240,0.020,IV,,,,,,
VAUXHALL,Corsa MY2008 5 Door Hatchback,1.3CDTi 16v 90PS,M6,1248,Diesel,6.3,4.1,4.9,44.8,68.9,57.6,130,947,73.0,0.296,,0.207,0.250,0.022,IV,,,,,,
VAUXHALL,Corsa MY2008 5 Door Hatchback,1.7CDTi 16v 125PS,M6,1686,Diesel,6.3,4.1,4.9,44.8,68.9,57.6,132,947,72.0,0.173,,0.118,0.157,0.001,IV,,,,,,
VAUXHALL,Corsa MY2008 5 Door Hatchback,1.0i 12v,M5,998,Petrol,7.3,4.6,5.6,38.7,61.4,50.4,134,952,72.0,0.343,0.054,0.021,,,IV,,,,,,
VAUXHALL,Corsa MY2008 5 Door Hatchback,1.2i 16v,MTA,1229,Petrol,7.6,4.6,5.7,37.2,61.4,49.6,137,968,72.0,0.439,0.047,0.036,,,IV,,,,,,
VAUXHALL,Corsa MY2008 5 Door Hatchback,1.2i 16v excluding SXi,M5,1229,Petrol,7.7,4.7,5.8,36.7,60.1,48.7,139,986,71.0,0.357,0.057,0.014,,,IV,,,,,,
VAUXHALL,Corsa MY2008 5 Door Hatchback,1.2i 16v SXi,M5,1229,Petrol,8.0,5.0,6.1,35.3,56.5,46.3,146,1037,72.0,0.412,0.056,0.013,,,IV,,,,,,
VAUXHALL,Corsa MY2008 5 Door Hatchback,1.4i 16v,M5,1364,Petrol,8.1,5.1,6.2,34.9,55.4,45.6,149,1053,72.0,0.263,0.043,0.025,,,IV,,,,,,
VAUXHALL,Corsa MY2008 5 Door Hatchback,1.4i 16v,A4,1364,Petrol,8.8,5.8,6.9,32.1,48.7,40.9,166,1174,71.0,0.712,0.065,0.024,,,IV,,,,,,
VAUXHALL,Corsa MY2008 5 Door Hatchback,1.6i 16v Turbo 150PS,M6,1598,Petrol,10.5,6.4,7.9,26.9,44.1,35.8,189,1341,74.0,0.364,0.071,0.017,,,IV,,,,,,
VAUXHALL,Corsa MY2009 3 Door Hatchback,1.3CDTi 16v 75PS,M5,1248,Diesel,5.7,3.8,4.5,49.6,74.3,62.8,119,869,72.0,0.232,,0.220,0.240,0.020,IV,,,,,,
VAUXHALL,Corsa MY2009 3 Door Hatchback,1.3CDTi 16v 90PS,M6,1248,Diesel,6.2,4.0,4.8,45.6,70.6,58.9,127,926,73.0,0.296,,0.207,0.250,0.022,IV,,,,,,
VAUXHALL,Corsa MY2009 3 Door Hatchback,1.0i 12v,M5,998,Petrol,7.3,4.6,5.6,38.7,61.4,50.4,134,952,72.0,0.343,0.054,0.021,,,IV,,,,,,
VAUXHALL,Corsa MY2009 3 Door Hatchback,1.2i 16v,MTA5,1229,Petrol,7.6,4.6,5.7,37.2,61.4,49.6,137,968,72.0,0.439,0.047,0.036,,,IV,,,,,,
VAUXHALL,Corsa MY2009 3 Door Hatchback,1.2i 16v with wide ratio gearbox,M5,1229,Petrol,7.7,4.7,5.8,36.7,60.1,48.7,139,986,71.0,0.357,0.057,0.014,,,IV,,,,,,
VAUXHALL,Corsa MY2009 3 Door Hatchback,1.2i 16v with close ratio gearbox,M5,1229,Petrol,8.0,5.0,6.1,35.3,56.5,46.3,146,1037,72.0,0.412,0.056,0.013,,,IV,,,,,,
VAUXHALL,Corsa MY2009 3 Door Hatchback,1.4i 16v,M5,1364,Petrol,8.0,5.0,6.1,35.3,56.5,46.3,146,1037,72.0,0.263,0.043,0.025,,,IV,,,,,,
VAUXHALL,Corsa MY2009 3 Door Hatchback,1.4i 16v,A4,1364,Petrol,8.5,5.3,6.5,33.2,53.3,43.5,154,1104,71.0,0.712,0.065,0.024,,,IV,,,,,,
VAUXHALL,Corsa MY2009 3 Door Hatchback,1.6i 16v Turbo 150PS,M6,1598,Petrol,10.5,6.4,7.9,26.9,44.1,35.8,189,1341,74.0,0.364,0.071,0.017,,,IV,,,,,,
VAUXHALL,Corsa MY2009 3 Door Hatchback,1.6i 16v Turbo 192PS,M6,1598,Petrol,10.5,6.4,7.9,26.9,44.1,35.8,190,1341,75.0,0.364,0.071,0.017,,,IV,,,,,,
VAUXHALL,Corsa MY2009 5 Door Hatchback,1.3CDTi 16v 75PS,M5,1248,Diesel,5.7,3.8,4.5,49.6,74.3,62.8,119,869,72.0,0.232,,0.220,0.240,0.020,IV,,,,,,
VAUXHALL,Corsa MY2009 5 Door Hatchback,1.3CDTi 16v 90PS,M6,1248,Diesel,6.2,4.0,4.8,45.6,70.6,58.9,127,926,73.0,0.296,,0.207,0.250,0.022,IV,,,,,,
VAUXHALL,Corsa MY2009 5 Door Hatchback,1.0i 12v,M5,998,Petrol,7.3,4.6,5.6,38.7,61.4,50.4,134,952,72.0,0.343,0.054,0.021,,,IV,,,,,,
VAUXHALL,Corsa MY2009 5 Door Hatchback,1.2i 16v,MTA5,1229,Petrol,7.6,4.6,5.7,37.2,61.4,49.6,137,968,72.0,0.439,0.047,0.036,,,IV,,,,,,
VAUXHALL,Corsa MY2009 5 Door Hatchback,1.2i 16v with wide ratio gearbox,M5,1229,Petrol,7.7,4.7,5.8,36.7,60.1,48.7,139,986,71.0,0.357,0.057,0.014,,,IV,,,,,,
VAUXHALL,Corsa MY2009 5 Door Hatchback,1.2i 16v with close ratio gearbox,M5,1229,Petrol,8.0,5.0,6.1,35.3,56.5,46.3,146,1037,72.0,0.412,0.056,0.013,,,IV,,,,,,
VAUXHALL,Corsa MY2009 5 Door Hatchback,1.4i 16v,M5,1364,Petrol,8.0,5.0,6.1,35.3,56.5,46.3,146,1037,72.0,0.263,0.043,0.025,,,IV,,,,,,
VAUXHALL,Corsa MY2009 5 Door Hatchback,1.4i 16v,A4,1364,Petrol,8.6,5.4,6.6,32.8,52.3,42.8,158,1122,71.0,0.712,0.065,0.024,,,IV,,,,,,
VAUXHALL,Meriva MY2008,1.3CDTi 16v,M5,1248,Diesel,6.2,4.3,5.0,45.6,65.7,56.5,135,966,71.0,0.138,,0.177,0.195,0.000,IV,,,,,,
VAUXHALL,Meriva MY2008,1.7CDTi 16v,M5,1686,Diesel,6.6,4.4,5.2,42.8,64.2,54.3,140,1005,73.0,0.112,,0.183,0.198,0.020,IV,,,,,,
VAUXHALL,Meriva MY2008,1.4i 16v,M5,1364,Petrol,8.3,5.3,6.4,34.0,53.3,44.1,154,1089,72.0,0.278,0.041,0.018,,,IV,,,,,,
VAUXHALL,Meriva MY2008,1.6i 16v,M5,1598,Petrol,8.8,5.5,6.7,32.1,51.4,42.2,161,1138,71.0,0.310,0.036,0.033,,,IV,,,,,,
VAUXHALL,Meriva MY2008,1.6i 16v,MTA,1598,Petrol,8.9,5.4,6.7,31.7,52.3,42.2,161,1138,69.0,0.533,0.075,0.034,,,IV,,,,,,
VAUXHALL,Meriva MY2008,1.8i 16v,MTA,1796,Petrol,10.7,6.1,7.8,26.4,46.3,36.2,187,1326,72.0,0.474,0.017,0.016,,,IV,,,,,,
VAUXHALL,Meriva MY2008,1.6i 16v Turbo 180PS VXR,M6,1598,Petrol,10.4,6.3,7.8,27.2,44.8,36.2,187,1326,74.0,0.488,0.064,0.022,,,IV,,,,,,
VAUXHALL,Meriva MY2008,1.8i 16v,M5,1796,Petrol,10.9,6.1,7.9,25.9,46.3,35.8,190,1341,72.0,0.295,0.015,0.024,,,IV,,,,,,
VAUXHALL,Meriva MY2009,1.3CDTi 16v,M5,1248,Diesel,6.2,4.3,5.0,45.6,65.7,56.5,135,966,71.0,0.138,,0.177,0.195,0.000,IV,,,,,,
VAUXHALL,Meriva MY2009,1.7CDTi 16v,M5,1686,Diesel,6.6,4.4,5.2,42.8,64.2,54.3,139,1005,73.0,0.112,,0.183,0.198,0.020,IV,,,,,,
VAUXHALL,Meriva MY2009,1.7CDTi 16v,M6,1686,Diesel,6.8,4.6,5.4,41.5,61.4,52.3,146,1043,72.0,0.156,,0.172,0.206,0.001,IV,,,,,,
VAUXHALL,Meriva MY2009,1.4i 16v Twinport,M5,1364,Petrol,8.1,5.1,6.2,34.9,55.4,45.6,148,1053,72.0,0.278,0.041,0.018,,,IV,,,,,,
VAUXHALL,Meriva MY2009,1.6i 16v Twinport 105PS,M5,1598,Petrol,8.9,5.4,6.7,31.7,52.3,42.2,159,1138,71.0,0.310,0.036,0.033,,,IV,,,,,,
VAUXHALL,Meriva MY2009,1.6i 16v Twinport 105PS,MTA5,1598,Petrol,8.9,5.4,6.7,31.7,52.3,42.2,159,1138,69.0,0.533,0.075,0.034,,,IV,,,,,,
VAUXHALL,Meriva MY2009,1.8i 16v,M5,1796,Petrol,10.3,5.6,7.3,27.4,50.4,38.7,174,1240,72.0,0.295,0.015,0.024,,,IV,,,,,,
VAUXHALL,Meriva MY2009,1.8i 16v,MTA5,1796,Petrol,10.1,5.7,7.3,28.0,49.6,38.7,174,1240,72.0,0.474,0.017,0.016,,,IV,,,,,,
VAUXHALL,Meriva MY2009,1.6i 16v Twinport 180PS,M6,1598,Petrol,10.4,6.3,7.8,27.2,44.8,36.2,187,1326,74.0,0.488,0.064,0.022,,,IV,,,,,,
VAUXHALL,Signum MY2008,"1.9CDTi 8v 120PS with 16/17/18"" wheel",M6,1910,Diesel,7.6,4.9,5.9,37.2,57.6,47.9,159,1139,74.0,0.099,,0.173,0.184,0.001,IV,,,,,,
VAUXHALL,Signum MY2008,"1.9CDTi 16v 150PS with 16/17/18"" wheel",M6,1910,Diesel,7.6,4.9,5.9,37.2,57.6,47.9,159,1139,74.0,0.143,,0.183,0.198,0.002,IV,,,,,,
VAUXHALL,Signum MY2008,"1.9CDTi 16v 150PS with 19"" wheel",M6,1910,Diesel,7.7,5.0,6.0,36.7,56.5,47.1,162,1158,74.0,0.143,,0.183,0.198,0.002,IV,,,,,,
VAUXHALL,Signum MY2008,"1.9CDTi 16v 150PS with 16/17/18"" wheel",A6,1910,Diesel,9.6,5.5,7.0,29.4,51.4,40.4,189,1350,72.0,0.031,,0.221,0.229,0.001,IV,,,,,,
VAUXHALL,Signum MY2008,"3.0CDTi V6 24v with 16/17"" wheel",M6,2959,Diesel,9.9,5.3,7.0,28.5,53.3,40.4,189,1350,74.0,0.275,,0.235,0.265,0.000,IV,,,,,,
VAUXHALL,Signum MY2008,"1.9CDTi 16v 150PS with 19"" wheel",A6,1910,Diesel,9.7,5.6,7.1,29.1,50.4,39.8,192,1371,72.0,0.031,,0.221,0.229,0.001,IV,,,,,,
VAUXHALL,Signum MY2008,"3.0CDTi V6 24v with 16/17/18"" wheel",A6,2959,Diesel,10.3,5.4,7.2,27.4,52.3,39.2,194,1392,75.0,0.102,,237.000,0.250,0.000,IV,,,,,,
VAUXHALL,Signum MY2008,"1.8i 16v VVT with 16/17/18"" wheel",M5,1796,Petrol,10.3,5.9,7.5,27.4,47.9,37.7,180,1273,73.0,0.365,0.064,0.035,,,IV,,,,,,
VAUXHALL,Signum MY2008,"2.2i 16v Direct with 16/17/18"" wheel",M6,2198,Petrol,10.9,6.5,8.1,25.9,43.5,34.9,194,1376,74.0,0.478,0.068,0.021,,,IV,,,,,,
VAUXHALL,Signum MY2008,"2.2i 16v Direct with 19"" wheel",M6,2198,Petrol,11.0,6.6,8.2,25.7,42.8,34.4,197,1396,74.0,0.478,0.068,0.021,,,IV,,,,,,
VAUXHALL,Signum MY2008,"2.2i 16v Direct with 16/17/18"" wheel",A5,2198,Petrol,11.6,6.4,8.3,24.4,44.1,34.0,199,1412,74.0,0.440,0.071,0.027,,,IV,,,,,,
VAUXHALL,Signum MY2008,"2.2i 16v Direct with 19"" wheel",A5,2198,Petrol,11.7,6.5,8.4,24.1,43.5,33.6,202,1429,74.0,0.440,0.071,0.027,,,IV,,,,,,
VAUXHALL,Signum MY2008,"2.0i 16v Turbo with 17/18"" wheel",M6,1998,Petrol,12.8,6.6,8.9,22.1,42.8,31.7,214,1514,73.0,0.636,0.061,0.021,,,IV,,,,,,
VAUXHALL,Signum MY2008,"2.8i V6 24v Turbo with 16/17"" wheel",M6,2792,Petrol,15.7,7.6,10.6,18.0,37.2,26.6,254,1805,72.0,0.240,0.058,0.069,,,IV,,,,,,
VAUXHALL,Signum MY2008,"2.8i V6 24v Turbo with 19"" wheel",M6,2792,Petrol,15.8,7.7,10.7,17.9,36.7,26.4,257,1818,72.0,0.240,0.058,0.069,,,IV,,,,,,
VAUXHALL,Signum MY2008,"2.8i V6 24v Turbo with 16/17"" wheel",A6,2792,Petrol,17.4,7.6,11.2,16.2,37.2,25.2,269,1905,73.0,0.136,0.058,0.063,,,IV,,,,,,
VAUXHALL,Tigra MY2008,1.3CDTi 16v,M5,1248,Diesel,5.8,3.9,4.6,48.7,72.4,61.4,124,888,71.0,0.262,,0.235,0.256,0.016,IV,,,,,,
VAUXHALL,Tigra MY2008,1.4i 16v,MTA,1364,Petrol,8.0,4.9,6.0,35.3,57.6,47.1,144,1019,71.0,0.288,0.048,0.031,,,IV,,,,,,
VAUXHALL,Tigra MY2008,1.4i 16v,M5,1364,Petrol,8.1,5.0,6.1,34.9,56.5,46.3,146,1037,71.0,0.299,0.054,0.037,,,IV,,,,,,
VAUXHALL,Tigra MY2008,1.8i 16v,M5,1796,Petrol,10.9,5.8,7.7,25.9,48.7,36.7,185,1308,73.0,0.298,0.017,0.035,,,IV,,,,,,
VAUXHALL,Vectra MY2008 4 Door Saloon,"1.9CDTi 16v 150PS with 16/17/18"" wheel",M6,1910,Diesel,7.4,4.7,5.7,38.2,60.1,49.6,154,1100,74.0,0.098,,0.208,0.232,0.022,IV,,,,,,
VAUXHALL,Vectra MY2008 4 Door Saloon,"1.9CDTi 8v 120PS with 16/17/18"" wheel",M6,1910,Diesel,7.4,4.7,5.7,38.2,60.1,49.6,154,1100,74.0,0.151,,0.218,0.239,0.015,IV,,,,,,
VAUXHALL,Vectra MY2008 4 Door Saloon,"1.9CDTi 16v 150PS with 16/17/18"" wheel",A6,1910,Diesel,9.4,5.3,6.8,30.1,53.3,41.5,184,1315,72.0,0.031,,0.221,0.229,0.001,IV,,,,,,
VAUXHALL,Vectra MY2008 4 Door Saloon,"1.8i 16v VVT with 16/17/18"" wheel",M5,1796,Petrol,10.1,5.5,7.2,28.0,51.4,39.2,173,1225,73.0,0.365,0.064,0.035,,,IV,,,,,,
VAUXHALL,Vectra MY2008 4 Door Saloon,"2.2i 16v Direct with 16/17/18"" wheel",M6,2198,Petrol,10.3,5.9,7.5,27.4,47.9,37.7,180,1273,73.0,0.478,0.068,0.021,,,IV,,,,,,
VAUXHALL,Vectra MY2008 4 Door Saloon,"2.2i 16v Direct with 16/17/18"" wheel",A5,2198,Petrol,11.3,6.1,8.0,25.0,46.3,35.3,192,1360,74.0,0.227,0.045,0.006,,,IV,,,,,,
VAUXHALL,Vectra MY2008 5 Door Estate,"1.9CDTi 16v 150PS with 16/17/18"" wheel",M6,1910,Diesel,7.5,4.8,5.8,37.7,58.9,48.7,157,1120,74.0,0.143,,0.183,0.198,0.002,IV,,,,,,
VAUXHALL,Vectra MY2008 5 Door Estate,"1.9CDTi 8v 120PS with 16/17/18"" wheel",M6,1910,Diesel,7.5,4.8,5.8,37.7,58.9,48.7,157,1120,74.0,0.099,,0.173,0.184,0.001,IV,,,,,,
VAUXHALL,Vectra MY2008 5 Door Estate,"1.9CDTi 16v 150PS with 19"" wheel",M6,1910,Diesel,7.6,4.9,5.9,37.2,57.6,47.9,159,1139,74.0,0.143,,0.183,0.198,0.002,IV,,,,,,
VAUXHALL,Vectra MY2008 5 Door Estate,"1.9CDTi 8v 120PS with 19"" wheel",M6,1910,Diesel,7.6,4.9,5.9,37.2,57.6,47.9,159,1139,74.0,0.099,,0.173,0.184,0.001,IV,,,,,,
VAUXHALL,Vectra MY2008 5 Door Estate,"3.0CDTi V6 24v with 17/18"" wheel",M6,2959,Diesel,9.8,5.2,6.9,28.8,54.3,40.9,186,1334,74.0,0.275,,0.235,0.265,0.000,IV,,,,,,
VAUXHALL,Vectra MY2008 5 Door Estate,"1.9CDTi 16v 150PS with 16/17/18"" wheel",A6,1910,Diesel,9.6,5.5,7.0,29.4,51.4,40.4,189,1350,72.0,0.031,,0.221,0.229,0.001,IV,,,,,,
VAUXHALL,Vectra MY2008 5 Door Estate,"3.0CDTi V6 24v with 17/18"" wheel",A6,2959,Diesel,10.3,5.4,7.2,27.4,52.3,39.2,194,1392,75.0,0.102,,0.237,0.250,0.000,IV,,,,,,
