Manufacturers,Model,Description,Transmission,Engine Capacity,Fuel Type,Metric Urban (cold),Metric Extra-urban,Metric Combined,Imperial (cold),Imperial Extra-urban,Imperial Combined,CO2 g/km,Fuel Cost 6000 Miles,Euro Standard,Noise Level dB(A),Emissions CO,Emissions HC+NOx,Emissions HC,Emissions NOx,Emissions Particulates
HONDA,Civic 5 Door (2000 YM),1.6i VTEC SE Executive,A4,1590,Petrol,11.7,7.6,9.1,24.1,37.2,31.0,214,686,III,70,1.093,0,0.092,0.093,0
HONDA,Civic 5 Door (2000 YM),1.6i VTEC SE Executive Sport,M4,1590,Petrol,10.2,6.8,8.0,27.7,41.5,35.3,190,603,III,72,1.275,0,0.104,0.064,0
HONDA,Civic 5 Door (2000 YM),1.6i VTEC SE Executive Sport,A4,1590,Petrol,11.7,7.6,9.1,24.1,37.2,31.0,214,686,III,70,1.093,0,0.092,0.093,0
HONDA,Civic Aero Deck (2000 YM),1.6i VTEC SE,M5,1590,Petrol,10.2,6.8,8.0,27.7,41.5,35.3,190,603,III,72,1.275,0,0.104,0.064,0
HONDA,Civic Aero Deck (2000 YM),1.6i VTEC SE,A4,1590,Petrol,11.7,7.6,9.1,24.1,37.2,31.0,214,686,III,70,1.093,0,0.092,0.093,0
HONDA,Civic Aero Deck (2000 YM),1.6i VTEC SE Sport,M5,1590,Petrol,10.2,6.8,8.0,27.7,41.5,35.3,190,603,III,72,1.275,0,0.104,0.064,0
HONDA,Civic Aero Deck (2000 YM),1.6i VTEC SE Sport,A4,1590,Petrol,11.7,7.6,9.1,24.1,37.2,31.0,214,686,III,70,1.093,0,0.092,0.093,0
HONDA,Civic Aero Deck (2000 YM),1.6i VTEC SE Executive,M5,1590,Petrol,10.2,6.8,8.0,27.7,41.5,35.3,190,603,III,72,1.275,0,0.104,0.064,0
HONDA,Civic Aero Deck (2000 YM),1.6i VTEC SE Executive,A4,1590,Petrol,11.7,7.6,9.1,24.1,37.2,31.0,214,686,III,70,1.093,0,0.092,0.093,0
HONDA,Civic Aero Deck (2000 YM),1.6i VTEC SE Executive Sport,M5,1590,Petrol,10.2,6.8,8.0,27.7,41.5,35.3,190,603,III,72,1.275,0,0.104,0.064,0
HONDA,Civic Aero Deck (2000 YM),1.6i VTEC SE Executive Sport,A4,1590,Petrol,11.7,7.6,9.1,24.1,37.2,31.0,214,686,III,70,1.093,0,0.092,0.093,0
HONDA,Civic Coupé (2000 YM),1.6i Sport,M5,1590,Petrol,9.7,6.0,7.3,29.1,47.1,38.7,173,550,III,71.9,1.042,0,0.107,0.029,0
HONDA,Civic Coupé (2000 YM),1.6i Sport,A4,1590,Petrol,11.0,6.5,8.1,25.7,43.5,34.9,194,610,III,73,1.239,0,0.111,0.028,0
HONDA,CR-V (2000 YM),2.0i LS,M5,1973,Petrol,11.9,8.4,9.7,23.7,33.6,29.1,229,731,III,71.9,0.957,0,0.137,0.044,0
HONDA,CR-V (2000 YM),2.0i LS,A4,1973,Petrol,12.7,8.4,9.9,22.2,33.6,28.5,235,747,III,71.9,1.347,0,0.138,0.056,0
HONDA,CR-V (2000 YM),2.0i ES,M5,1973,Petrol,11.9,8.4,9.7,23.7,33.6,29.1,229,731,III,73.7,0.957,0,0.137,0.444,0
HONDA,CR-V (2000 YM),2.0i ES,A4,1973,Petrol,12.7,8.4,9.9,22.2,33.6,28.5,235,747,III,73.7,1.347,0,0.138,0.056,0
HONDA,HR-V (2000 YM),HR-V 2wd 3 door,M5,1590,Petrol,9.0,7.2,8.2,28.5,39.2,34.4,195,618,III,73,1.224,0,0.105,0.02,0
HONDA,HR-V (2000 YM),HR-V 4wd 3 door,M5,1590,Petrol,10.4,7.6,8.6,27.2,37.2,32.8,204,649,III,73,1.217,0,0.108,0.041,0
HONDA,HR-V (2000 YM),HR-V 4wd 3 door,CVT,1590,Petrol,9.9,7.6,8.4,28.5,37.2,33.6,201,633,III,71.2,1.262,0,0.113,0.047,0
HONDA,HR-V (2000 YM),HR-V 4wd VTEC 3 door,M5,1590,Petrol,10.4,7.6,8.6,27.2,37.2,32.8,205,649,III,71.7,1.141,0,0.12,0.062,0
HONDA,HR-V (2000 YM),HR-V 4wd 5 door,CVT,1590,Petrol,9.9,7.5,8.4,28.5,37.7,33.6,201,633,III,71.2,1.388,0,0.119,0.038,0
HONDA,HR-V (2000 YM),HR-V 4wd 5 door,M5,1590,Petrol,10.4,7.6,8.6,27.2,37.2,32.8,205,649,III,71.7,1.081,0,0.118,0.055,0
HONDA,HONDA S2000 (2000 YM),Convertible,M6,1997,Petrol,13.2,7.9,9.9,21.4,35.8,28.5,235,747,III,72.6,1.022,0,0.08,0.075,0
HONDA,Insight (2000 YM),Insight,M5,995,Petrol,4.1,3.0,3.4,68.9,94.2,83.1,80,256,III,69,0.179,0,0.084,0.032,0
HONDA,Legend (2000 YM),3.5 V6 (4 Door),A4,3474,Petrol,17.2,9.3,12.2,16.4,30.4,23.2,291,917,III,67.4,1.02,0,0.14,0.05,0
HONDA,NSX (2000 YM),Coupé,M6,3179,Petrol,16.8,9.0,11.9,16.8,31.4,23.7,285,898,III,72,0.74,0,0.087,0.053,0
HONDA,NSX (2000 YM),Targe (Open Top),M6,3179,Petrol,16.8,9.0,11.9,16.8,31.4,23.7,285,898,III,72,0.74,0,0.087,0.053,0
HONDA,NSX (2000 YM),Coupé,A4,2156,Petrol,17.1,8.7,11.8,16.5,32.5,23.9,281,890,III,73,1.009,0,0.096,0.037,0
HONDA,NSX (2000 YM),Targe (Open Top),A4,2156,Petrol,17.1,8.7,11.8,16.5,32.5,23.9,281,890,III,73,1.009,0,0.096,0.037,0
HYUNDAI,Accent,1.3 SOHC (2000MY),M5,1341,Petrol,8.3,5.3,6.4,34.0,53.3,44.1,154,482,III,70,0.49,0.047,0.037,0.01,0
HYUNDAI,Accent,1.3 SOHC (2000MY),A4,1341,Petrol,9.8,5.9,7.3,28.8,47.9,38.7,176,550,III,69,0.65,0.08,0.07,0.01,0
HYUNDAI,Accent,1.5 SOHC (2000MY),M5,1495,Petrol,9.4,5.5,6.9,30.1,51.4,40.9,166,520,III,71,0.2,0.038,0.018,0.02,0
HYUNDAI,Accent,1.5 SOHC (2000MY),A4,1495,Petrol,10.5,6.2,7.8,26.9,45.6,36.2,188,588,III,69,0.46,0.063,0.043,0.02,0
HYUNDAI,Trajet,2.0 DOHC,M5,1975,Petrol,12.9,7.2,9.3,21.9,39.2,30.4,223,700,III,73,0.41,0.13,0.09,0.05,0
HYUNDAI,Trajet,2.0 DOHC,A4,1975,Petrol,14.1,8.0,10.3,20.0,35.3,27.4,247,776,III,72,0.36,0.12,0.07,0.05,0
HYUNDAI,Trajet,2.7 DOHC,A4,2656,Petrol,15.8,8.7,11.3,17.9,32.5,25.0,271,851,III,73,0.37,0.068,0.056,0.012,0
LEXUS,All Models,IS200,M6,1988,Petrol,12.9,7.8,9.6,21.9,36.2,29.4,229,724,III,71,1.38,0,0.14,0.03,0
LEXUS,All Models,IS200,A4,1988,Petrol,13.5,7.6,9.7,20.9,37.2,29.1,232,731,III,69,0.4,0,0.15,0.03,0
MERCEDES-BENZ,SLK-Class (R170),SLK 200 Kompressor Coupé/Roadster,A5,1998,Petrol,13.3,6.9,9.2,21.2,40.9,30.7,225,693,III,71,0.112,0.036,0.005,0.031,0
MERCEDES-BENZ,SLK-Class (R170),SLK 200 Kompressor Coupé/Roadster,M6,1998,Petrol,13.8,7.2,9.6,20.5,39.2,29.4,231,724,III,74,0.096,0.057,0.004,0.053,0
MERCEDES-BENZ,SLK-Class (R170),SLK 230 Kompressor Coupé/Roadster,A5,2295,Petrol,13.5,7.0,9.4,20.9,40.3,30.1,225,707,III,73,0.037,0.019,0.006,0.013,0
MERCEDES-BENZ,SLK-Class (R170),SLK 230 Kompressor Coupé/Roadster,M6,2295,Petrol,14.1,7.3,9.8,20.0,38.7,28.8,237,739,III,74,0.72,0.037,0.006,0.031,0
MERCEDES-BENZ,SLK-Class (R170),SLK 320 Coupé/Roadster,A5,3199,Petrol,15.1,7.7,10.4,18.7,36.7,27.2,245,782,III,74,0.012,0.03,0.012,0.018,0
MERCEDES-BENZ,SLK-Class (R170),SLK 320 Coupé/Roadster,M6,3199,Petrol,16.4,8.0,11.1,17.2,35.3,25.4,267,838,III,75,0.001,0.049,0.043,0.006,0
METROCAB,TAXI TTT,2.4 Turbo,A4,2446,Diesel,12.5,9.8,10.8,22.6,28.9,26.2,284,833,III,74,0.032,0.7,0.005,0.695,0.081
METROCAB,TAXI TTT,2.4 Turbo,M5,2446,Diesel,11.2,8.9,9.8,25.3,31.9,29.0,257,752,III,73,0.086,0.676,0.018,0.658,0.042
NISSAN,Almera - N16 Series,"1.5 3, 5 door  E, S, SE",M5,1498,Petrol,8.6,5.5,6.6,32.8,51.4,42.8,158,497,III,70,0.504,0,0.087,0.084,0
NISSAN,Almera - N16 Series,"1.8 3, 5 door  Sport Plus, SE, Sport,SE Plus",M5,1769,Petrol,10.2,5.9,7.5,27.7,47.9,37.7,180,564,III,73,0.667,0,0.055,0.054,0
NISSAN,Almera - N16 Series,"1.8 3, 5 door  E, SE, SE Plus",A4,1769,Petrol,10.6,6.2,7.8,26.6,45.6,36.2,188,588,III,71,0.49,0,0.068,0.067,0
NISSAN,Almera - N16 Series,"2.2 3, 5 door  S, SE, Sport Plus",M5,2184,Diesel,7.5,4.7,5.7,37.7,60.1,49.6,152,440,III,73,0.02,0.41,0,0.38,0.04
NISSAN,Primera - P11 Series,"1.8 4, 5 door",M5,1769,Petrol,9.8,5.8,7.3,28.8,48.7,38.7,177,550,III,71,0.48,0,0.046,0.022,0
NISSAN,Primera - P11 Series,1.8 Estate,M5,1769,Petrol,9.9,6.0,7.4,28.5,47.1,38.2,183,557,III,71,0.48,0,0.046,0.022,0
NISSAN,Primera - P11 Series,"2.0 4, 5 door",M5,1998,Petrol,11.4,6.2,8.1,24.8,45.6,34.9,195,610,III,71,1.253,0,0.088,0.04,0
NISSAN,Primera - P11 Series,"2.0 4, 5 door",CVT,1998,Petrol,12.1,6.5,8.5,23.3,43.5,33.2,206,641,III,69,0.48,0,0.157,0.057,0
NISSAN,Primera - P11 Series,2.0 Estate,M5,1998,Petrol,11.4,6.5,8.3,24.8,43.5,34.0,200,626,III,71,1.253,0,0.088,0.048,0
NISSAN,Primera - P11 Series,"2.0 Estate S, SE, Sports Plus",CVT,1998,Petrol,12.2,6.7,8.7,23.2,42.2,32.5,211,655,III,69,0.48,0,0.157,0.057,0
NISSAN,Primera - P11 Series,2.0 Estate SE Plus,CVT,1998,Petrol,12.4,7.0,9.0,22.8,40.4,31.4,217,678,III,69,0.48,0,0.157,0.057,0
NISSAN,Maxima QX A33 Series,2.0 V6 Saloon,MT,1995,Petrol,12.3,7.3,9.2,23.0,38.7,30.7,220,693,III,70,0.664,0,0.144,0.056,0
NISSAN,Maxima QX A33 Series,2.0 V6 Saloon,AT,1995,Petrol,13.5,7.5,9.7,21.0,37.7,29.0,232,734,III,70.4,0.323,0,0.138,0.072,0
NISSAN,Maxima QX A33 Series,3.0 V6 Saloon,AT,2988,Petrol,15.1,7.8,10.5,19.0,36.2,27.0,252,788,III,69.5,0.421,0,0.122,0.05,0
PEUGEOT,607,2.2 160 bhp,M5,2230,Petrol,12.5,7.2,9.1,22.6,39.2,31.0,217,686,III,73.6,0.182,0,0.1,0.072,0
PEUGEOT,607,2.2 160 bhp,A4,2230,Petrol,13.5,7.5,9.7,20.9,37.7,29.1,231,731,III,72.3,0.496,0,0.131,0.103,0
PEUGEOT,607,3.0 V6 210 bhp,M5,2946,Petrol,13.9,7.4,9.8,20.3,38.2,28.8,234,739,III,73.8,0.48,0,0.124,0.037,0
PEUGEOT,607,3.0 V6 210 bhp,A4,2946,Petrol,14.4,7.8,10.2,19.6,36.2,27.7,245,768,III,72.9,0.343,0,0.132,0.016,0
PEUGEOT,607,2.2 Hdi 136 bhp,M5,2179,Diesel,9.3,5.3,6.8,30.4,53.3,41.5,180,526,III,72.7,0.258,0,0,0.465,0.006
PEUGEOT,806,2.0 139 bhp,M5,1997,Petrol,12.3,7.4,9.2,23.0,38.2,30.7,221,693,III,72.3,0.396,0,0.042,0.098,0
PEUGEOT,806,2.0 139 bhp,A4,1997,Petrol,13.6,7.6,9.7,20.7,37.2,29.1,232,731,III,73.6,0.497,0,0.079,0.035,0
PORSCHE,All Models,911 Carrera Coupé,M6,3387,Petrol,17.2,8.5,11.8,16.4,33.2,23.9,285,890,III,75,0.269,0.134,0.079,0.055,0
PORSCHE,All Models,911 Carrera Coupé Tiptronic S,A5,3387,Petrol,18.3,8.5,12.0,15.4,33.2,23.5,290,905,III,73,0.335,0.229,0.18,0.049,0
PORSCHE,All Models,911 Carrera 4 Coupé,M6,3387,Petrol,17.4,8.8,12.0,16.2,32.1,23.5,295,905,III,75,0.2,0.107,0.072,0.035,0
PORSCHE,All Models,911 Carrera 4 Coupé Tiptronic S,A5,3387,Petrol,18.6,8.8,12.4,15.2,32.1,22.8,304,933,III,73,0.505,0.244,0.178,0.066,0
PORSCHE,All Models,911 Carrera Cabriolet,M6,3387,Petrol,17.2,8.5,11.8,16.4,33.2,23.9,285,890,III,75,0.269,0.134,0.079,0.055,0
PORSCHE,All Models,911 Cabriolet Tiptronic S,A5,3387,Petrol,18.3,8.5,12.0,15.4,33.2,23.5,290,905,III,73,0.335,0.229,0.18,0.049,0
PORSCHE,All Models,911 Carrera 4 Cabriolet,M6,3387,Petrol,17.4,8.8,12.0,16.2,32.1,23.5,295,905,III,75,0.2,0.107,0.072,0.035,0
PORSCHE,All Models,911 Carrera 4 Cabriolet Tiptronic S,A5,3387,Petrol,18.6,8.8,12.4,15.2,32.1,22.8,304,933,III,73,0.505,0.244,0.178,0.066,0
PORSCHE,All Models,911 Turbo,M6,3600,Petrol,18.9,9.2,12.9,14.9,30.7,21.9,309,971,III,75,0.303,0.073,0.054,0.019,0
PORSCHE,All Models,911 Turbo Tiptronic S,A5,3600,Petrol,21.9,9.6,13.9,12.9,29.4,20.3,339,1048,III,73,0.404,0.12,0.088,0.032,0
PORSCHE,All Models,Boxster,M5,2687,Petrol,14.3,7.4,9.9,19.8,38.2,28.5,245,747,III,75,1.152,0.264,0.207,0.057,0
PORSCHE,All Models,Boxster Tiptronic S,A5,2687,Petrol,15.9,8.0,10.9,17.8,35.3,25.9,271,821,III,74,0.823,0.316,0.24,0.076,0
PORSCHE,All Models,Boxster S,M6,3179,Petrol,15.6,7.8,10.7,18.1,36.2,26.4,263,806,III,75,1.361,0.216,0.168,0.048,0
PORSCHE,All Models,Boxster S Tiptronic S,A5,3179,Petrol,17.2,8.2,11.3,16.4,34.4,25.0,281,851,III,74,1.098,0.232,0.192,0.04,0
RENAULT,Mégane Hatchback,1.9D   From VIN BA0R05,M5,1870,Diesel,8.4,4.8,6.1,33.6,58.9,46.3,163,471,III,73.7,0.358,0.396,0.03,0.366,0.042
RENAULT,New Scenic,1.9dCi   From VIN JA0505,M5,1870,Diesel,7.7,4.9,5.9,36.7,57.6,47.9,157,456,III,73.3,0.488,0.415,0.036,0.379,0.034
RENAULT,New Scenic RX4,2.0 16V RX4 From VIN JAAC0E,M5,1998,Petrol,11.8,8.2,9.5,23.9,34.4,29.7,224,716,III,72.5,0.492,0.101,0.077,0.024,0
RENAULT,Laguna,1.9dCi  From VIN  B56W05,M5,1872,Diesel,7.4,4.6,5.6,38.2,61.4,50.4,149,433,III,72.1,0.119,0.417,0.011,0.406,0.038
RENAULT,Laguna Estate,1.9dCi   From VIN K56W05,M5,1872,Diesel,7.6,4.8,5.8,37.2,58.9,48.7,154,448,III,72.1,0.119,0.417,0.011,0.406,0.038
ROVER GROUP LIMITED,MG F,1.8i,M5,1796,Petrol,10.8,5.8,7.6,26.2,49.0,37.1,182,573,III,74,0.799,0,0.101,0.079,0
ROVER GROUP LIMITED,MG F,1.8i,CVT,1796,Petrol,12.1,6.6,8.6,23.4,42.6,32.8,206,649,III,73,0.879,0,0.152,0.072,0
ROVER GROUP LIMITED,MG F,1.8 VVC,M5,1796,Petrol,11.3,5.9,7.9,25.0,47.6,35.7,189,596,III,74,0.742,0,0.102,0.102,0
ROVER GROUP LIMITED,Rover 25,1.4 84 PS,M5,1396,Petrol,9.1,5.5,6.8,31.1,51.1,41.3,164,515,III,70,0.372,0,0.092,0.047,0
ROVER GROUP LIMITED,Rover 25,1.4 103 PS,M5,1396,Petrol,9.1,5.5,6.8,31.1,51.1,41.3,164,515,III,73,0.372,0,0.092,0.047,0
ROVER GROUP LIMITED,Rover 25,1.6,M5,1588,Petrol,9.2,5.6,6.9,30.6,50.6,40.8,166,521,III,71,0.371,0,0.062,0.029,0
ROVER GROUP LIMITED,Rover 25,1.8,CVT,1796,Petrol,11.5,6.3,8.2,24.7,45.0,34.6,196,615,III,72,0.475,0,0.062,0.031,0
ROVER GROUP LIMITED,Rover 25,Gti,M5,1796,Petrol,10.4,5.8,7.5,27.2,48.7,37.7,179,564,III,73,0.761,0,0.118,0.097,0
ROVER GROUP LIMITED,Rover 25,2.0,M5,1994,Diesel,7.2,4.1,5.2,39.2,68.3,53.8,150,406,III,74,0.038,0.39,0,0.375,0.029
ROVER GROUP LIMITED,Rover 45,1.4,M5,1396,Petrol,9.3,5.7,7.0,30.4,49.9,40.3,168,528,III,73,0.258,0,0.08,0.033,0
ROVER GROUP LIMITED,Rover 45,1.6,M5,1588,Petrol,9.6,5.8,7.2,29.4,48.7,39.3,172,541,III,73,0.719,0,0.086,0.035,0
ROVER GROUP LIMITED,Rover 45,1.8,M5,1796,Petrol,9.7,5.8,7.3,29.2,48.3,38.9,174,547,III,74,0.342,0,0.06,0.028,0
ROVER GROUP LIMITED,Rover 45,1.8,CVT,1796,Petrol,11.9,6.5,8.5,23.8,43.2,33.3,203,639,III,72,0.509,0,0.084,0.04,0
ROVER GROUP LIMITED,Rover 45,2.0 V6,A5,1997,Petrol,13.9,6.7,9.3,20.3,42.2,30.2,224,704,III,72,0.375,0,0.118,0.069,0
ROVER GROUP LIMITED,Rover 45,2.0,M5,1994,Diesel,7.3,4.3,5.4,38.7,66.4,52.7,150,414,III,72,0.027,0.377,0,0.37,0.03
ROVER GROUP LIMITED,Rover 75,1.8,M5,1796,Petrol,11.2,6.2,8.1,25.3,45.3,35.0,193,608,III,73,0.484,0,0.059,0.048,0
ROVER GROUP LIMITED,Rover 75,1.8,A5,1796,Petrol,12.7,7.6,9.5,22.2,37.1,29.8,227,714,III,70,0.625,0,0.075,0.067,0
ROVER GROUP LIMITED,Rover 75,2.0 V6,M5,1997,Petrol,14.1,7.1,9.7,20.1,39.8,29.2,232,729,III,73,0.428,0,0.089,0.044,0
ROVER GROUP LIMITED,Rover 75,2.0 V6,A5,1997,Petrol,15.3,8.2,10.8,18.5,34.2,26.1,260,815,III,69,0.328,0,0.114,0.029,0
ROVER GROUP LIMITED,Rover 75,2.5 V6,M5,2497,Petrol,14.1,7.3,9.8,20.0,38.9,28.9,235,736,III,73,0.394,0,0.06,0.095,0
ROVER GROUP LIMITED,Rover 75,2.5 V6,A5,2497,Petrol,16.6,8.0,11.2,17.0,35.3,25.3,268,841,III,70,0.379,0,0.095,0.077,0
ROVER GROUP LIMITED,Rover 75,2.0 CDT,M5,1951,Diesel,7.7,4.7,5.8,36.5,60.7,48.8,163,447,III,74,0.22,0.46,0,0.41,0.05
SAAB,9-3 Series 3 Door Coupé & 5 Door,2.0 turbo Ecopower 150hp B205E,M5N,1985,Petrol,12.7,6.7,8.9,22.2,42.2,31.7,213,671,III,72,0.58,0,0.04,0.01,0
SAAB,9-3 Series 3 Door Coupé & 5 Door,2.0 turbo Ecopower 150hp B205E,A4L,1985,Petrol,14.8,7.5,10.2,19.1,37.7,27.7,243,768,III,72,0.61,0,0.05,0.01,0
SAAB,9-3 Series 3 Door Coupé & 5 Door,2.0 Turbo Ecopower 185hp B205L,M5N,1985,Petrol,12.6,6.6,8.8,22.4,42.8,32.1,210,663,III,73,0.048,0,0.04,0.01,0
SAAB,9-3 Series 3 Door Coupé & 5 Door,2.0 Turbo Ecopower 185hp B205L,A4L,1985,Petrol,14.6,7.4,10.1,19.3,38.2,28.0,240,760,III,71,0.43,0,0.04,0.01,0
SAAB,9-3 Series 3 Door Coupé & 5 Door,2.0 TURBO Ecopower 205hp B205R 'Aero',M5N,1985,Petrol,13.0,6.6,9.0,21.7,42.8,31.4,216,678,III,72,0.37,0,0.02,0.01,0
SAAB,9-3 Series 3 Door Coupé & 5 Door,2.0 TURBO Ecopower 205hp B205R 'Aero',A4L,1985,Petrol,14.8,7.1,10.0,19.1,39.8,28.2,240,754,III,72,0.46,0,0.06,0.01,0
SAAB,9-3 Series Convertible,2.0 turbo Ecopower 150hp B205E,M5N,1985,Petrol,12.7,6.7,8.9,22.2,42.2,31.7,213,671,III,72,0.58,0,0.04,0.01,0
SAAB,9-3 Series Convertible,2.0 turbo Ecopower 150hp B205E,A4L,1985,Petrol,14.8,7.5,10.2,19.1,37.7,27.7,243,768,III,72,0.61,0,0.05,0.01,0
SAAB,9-3 Series Convertible,2.0 Turbo Ecopower 185hp B205L,M5N,1985,Petrol,12.6,6.6,8.8,22.4,42.8,32.1,210,663,III,73,0.48,0,0.04,0.01,0
SAAB,9-3 Series Convertible,2.0 Turbo Ecopower 185hp B205L,A4L,1985,Petrol,14.6,7.4,10.1,19.3,38.2,28.0,240,760,III,71,0.43,0,0.04,0.01,0
SAAB,9-3 Series Convertible,2.0 TURBO Ecopower 205hp B205R 'Aero',M5N,1985,Petrol,13.2,6.7,9.1,21.4,42.2,31.0,217,686,III,72,0.37,0,0.02,0.01,0
SAAB,9-3 Series Convertible,2.0 TURBO Ecopower 205hp B205R 'Aero',A4L,1985,Petrol,14.8,7.1,10.0,19.1,39.8,28.2,240,754,III,72,0.46,0,0.06,0.01,0
SAAB,9-5 Series 4 Door Saloon,2.0 turbo Ecopower 150hp B205E,M5N,1985,Petrol,13.2,6.8,9.2,21.4,41.5,30.7,220,693,III,71,0.54,0,0.04,0.01,0
SAAB,9-5 Series 4 Door Saloon,2.0 turbo Ecopower 150hp B205E,A4L,1985,Petrol,15.1,7.6,10.4,18.7,37.2,27.2,247,782,III,70,0.47,0,0.06,0.02,0
SAAB,9-5 Series 4 Door Saloon,2.3 Turbo Ecopower 185hp B235E,M5N,2290,Petrol,13.5,6.9,9.3,20.9,40.9,30.4,222,700,III,72,0.55,0,0.04,0.01,0
SAAB,9-5 Series 4 Door Saloon,2.3 Turbo Ecopower 185hp B235E,A4L,2290,Petrol,15.2,7.5,10.4,18.6,37.7,27.2,248,782,III,71,0.55,0,0.06,0.01,0
SAAB,9-5 Series 4 Door Saloon,2.3 TURBO Ecopower 230hp B235R 'Aero',M5N,2290,Petrol,13.6,6.5,9.1,20.8,43.5,31.0,219,686,III,73,0.83,0,0.04,0.01,0
SAAB,9-5 Series 4 Door Saloon,2.3 TURBO Ecopower 230hp B235R 'Aero',A4L,2290,Petrol,15.0,6.9,9.9,18.8,40.9,28.5,237,747,III,72,0.76,0,0.05,0.01,0
SAAB,9-5 Series 4 Door Saloon,3.0 V6 Ecopower 200hp B308E,A4NE,2962,Petrol,16.0,8.1,11.1,17.7,34.9,25.4,264,838,III,72,1.84,0,0.14,0.04,0
SAAB,9-5 Series 5 Door Estate,2.0 turbo Ecopower 150hp B205E,M5N,1985,Petrol,13.3,7.0,9.3,21.2,40.4,30.4,223,700,III,71,0.54,0,0.04,0.01,0
SAAB,9-5 Series 5 Door Estate,2.0 turbo Ecopower 150hp B205E,A4L,1985,Petrol,15.7,7.9,10.8,18.0,35.8,26.2,257,812,III,70,0.47,0,0.06,0.02,0
SAAB,9-5 Series 5 Door Estate,2.3 Turbo Ecopower 185hp B235E,M5N,2290,Petrol,13.5,7.1,9.5,20.9,39.8,29.7,227,716,III,72,0.55,0,0.04,0.01,0
SAAB,9-5 Series 5 Door Estate,2.3 Turbo Ecopower 185hp B235E,A4L,2290,Petrol,15.5,7.9,10.7,18.2,35.8,26.4,256,806,III,71,0.55,0,0.06,0.01,0
SAAB,9-5 Series 5 Door Estate,2.3 TURBO Ecopower 230hp B235R 'Aero',M5N,2290,Petrol,13.6,6.8,9.3,20.8,41.5,30.4,223,700,III,73,0.83,0,0.04,0.01,0
SAAB,9-5 Series 5 Door Estate,2.3 TURBO Ecopower 230hp B235R 'Aero',A4L,2290,Petrol,15.1,7.2,10.1,18.7,39.2,28.0,243,760,III,72,0.76,0,0.05,0.01,0
SAAB,9-5 Series 5 Door Estate,3.0 V6 Ecopower 200hp B308E,A4NE,2962,Petrol,16.3,8.5,11.4,17.3,33.2,24.8,271,858,III,72,1.84,0,0.14,0.04,0
SEAT,Arosa SDI,1.7 SDI 60 bhp,M5,1716,Diesel,5.9,3.6,4.4,47.9,78.5,64.2,119,340,III,73,0.333,0.385,0,0.332,0.024
SEAT,Ibiza 3/5 Door,S 1.9 TDI 90 bhp,M5,1896,Diesel,6.4,4.1,5.0,44.1,68.9,56.5,135,386,III,71,0.122,0.444,0,0.424,0.027
SEAT,Ibiza 3/5 Door,1.9 TDI 110 bhp,M5,1896,Diesel,6.5,4.1,5.0,43.5,68.9,56.5,135,386,III,73,0.166,0.447,0,0.409,0.041
SEAT,Cordoba,S 1.9 TDI 90 bhp,M5,1896,Diesel,6.5,4.2,5.1,43.5,67.3,55.4,138,394,III,71,0.122,0.444,0,0.424,0.027
