Manufacturers,Model,Description,Transmission,Engine Capacity,Fuel Type,Metric Urban (cold),Metric Extra-urban,Metric Combined,Imperial (cold),Imperial Extra-urban,Imperial Combined,CO2 g/km,Fuel Cost 6000 Miles,Euro Standard,Noise Level dB(A),Emissions CO,Emissions HC+NOx,Emissions HC,Emissions NOx,Emissions Particulates
BMW,3 Series E46,330 Ci Coupé,M5,2979,Petrol,12.8,6.9,9.1,22.1,40.9,31.0,218,686,III,75,0.269,0,0.048,0.009,0
BMW,3 Series E46,330 Ci Coupé,A5,2979,Petrol,14.5,7.3,9.9,19.5,38.7,28.5,238,747,III,74,0.447,0,0.062,0.013,0
BMW,3 Series E46,323 Ci Convertible,M5,2494,Petrol,13.4,7.5,9.7,21.1,37.7,29.1,232,731,III,74,0.633,0,0.153,0.086,0
BMW,3 Series E46,323 Ci Convertible,A5,2494,Petrol,15.2,7.9,10.6,18.6,35.8,26.6,254,800,III,73,0.611,0,0.184,0.089,0
BMW,3 Series E46,330 Ci Convertible,M5,2979,Petrol,13.9,7.6,9.9,20.3,37.2,28.5,237,747,III,75,0.269,0,0.048,0.009,0
BMW,3 Series E46,330 Ci Convertible,A5,2979,Petrol,15.5,7.8,10.6,18.2,36.2,26.6,254,800,III,74,0.447,0,0.062,0.013,0
BMW,3 Series E46,316i Saloon,M5,1895,Petrol,11.3,5.7,7.8,25.0,49.6,36.2,187,588,III,73,0.722,0,0.095,0.047,0
BMW,3 Series E46,316i Saloon,A4,1895,Petrol,12.3,6.9,8.9,23.0,40.9,31.7,213,671,III,70,0.412,0,0.139,0.094,0
BMW,3 Series E46,318i Saloon,M5,1895,Petrol,11.0,6.1,7.9,25.7,46.3,35.8,188,594,III,72,1.16,0,0.122,0.069,0
BMW,3 Series E46,318i Saloon,A4,1895,Petrol,12.7,6.9,9.1,22.2,40.9,31.0,216,686,III,70,0.814,0,0.111,0.098,0
BMW,3 Series E46,320d Saloon,M5,1951,Diesel,7.4,4.7,5.7,38.2,60.1,49.6,152,440,III,73,0.245,0.46,0,0.411,0.035
BMW,3 Series E46,323i Saloon,M5,2494,Petrol,12.7,6.9,9.0,22.2,40.9,31.4,215,678,III,74,0.905,0,0.187,0.078,0
BMW,3 Series E46,323i Saloon,A5,2494,Petrol,14.9,7.2,10.0,19.0,39.2,28.2,239,754,III,73,0.633,0,0.153,0.086,0
BMW,3 Series E46,328i Saloon,M5,2793,Petrol,12.5,7.0,9.1,22.6,40.4,31.0,216,686,III,71,0.891,0,0.134,0.095,0
BMW,3 Series E46,328i Saloon,A5,2793,Petrol,15.3,7.1,10.1,18.5,39.8,28.0,241,760,III,70,0.981,0,0.169,0.118,0
BMW,3 Series E46,330i Saloon,M5,2979,Petrol,12.8,6.9,9.1,22.1,40.9,31.0,218,686,III,75,0.269,0,0.048,0.009,0
BMW,3 Series E46,330i Saloon,A5,2979,Petrol,14.5,7.3,9.9,19.5,38.7,28.5,238,747,III,74,0.447,0,0.062,0.013,0
BMW,3 Series E46,330d Saloon,M5,2926,Diesel,9.3,5.4,6.8,30.4,52.3,41.5,181,526,III,73,0.323,0.492,0,0.437,0.033
BMW,3 Series E46,330d Saloon,A5,2926,Diesel,11.2,6.2,8.0,25.2,45.6,35.3,213,618,III,73,0.114,0.483,0,0.464,0.03
BMW,3 Series E46,318i Touring,M5,1895,Petrol,11.4,6.2,8.1,24.8,45.6,34.9,194,610,III,72,1.16,0,0.122,0.069,0
BMW,3 Series E46,318i Touring,A4,1895,Petrol,13.3,7.0,9.3,21.2,40.4,30.4,223,700,III,70,0.814,0,0.111,0.098,0
BMW,3 Series E46,320d Touring,M5,1951,Diesel,7.7,4.8,5.9,36.7,58.9,47.9,156,456,III,73,0.245,0.46,0,0.411,0.035
BMW,3 Series E46,328i Touring,M5,2793,Petrol,13.1,7.1,9.3,21.6,39.8,30.4,223,700,III,71,0.891,0,0.134,0.095,0
BMW,3 Series E46,328i Touring,A5,2793,Petrol,15.3,7.4,10.3,18.5,38.2,27.4,247,776,III,70,0.981,0,0.169,0.118,0
BMW,3 Series E46,330i Touring,M5,2979,Petrol,13.1,7.2,9.4,21.6,39.2,30.1,225,707,III,75,0.269,0,0.048,0.009,0
BMW,3 Series E46,330i Touring,A5,2979,Petrol,14.8,7.5,10.2,19.1,37.7,27.7,244,768,III,74,0.447,0,0.062,0.013,0
BMW,3 Series E46,330d Touring,M5,2926,Diesel,9.5,5.6,7.0,29.7,50.4,40.4,186,540,III,73,0.323,0.492,0,0.437,0.033
BMW,3 Series E46,330d Touring,A5,2926,Diesel,11.3,6.3,8.1,25.0,44.8,34.9,216,625,III,73,0.114,0.483,0,0.464,0.03
BMW,5 Series E39,523i Saloon,M5,2494,Petrol,13.1,7.2,9.4,21.6,39.2,30.1,225,707,III,74,0.905,0,0.187,0.078,0
BMW,5 Series E39,523i Saloon,A5,2494,Petrol,15.0,7.5,10.3,18.8,37.7,27.4,245,776,III,72,0.633,0,0.153,0.086,0
BMW,5 Series E39,528i Saloon,M5,2793,Petrol,13.6,7.2,9.5,20.8,39.2,29.7,228,716,III,74,0.891,0,0.134,0.095,0
BMW,5 Series E39,528i Saloon,A5,2793,Petrol,15.6,7.6,10.5,18.1,37.2,26.9,252,791,III,72,0.981,0,0.169,0.118,0
BMW,5 Series E39,530d Saloon,M5,2926,Diesel,9.7,5.6,7.1,29.1,50.4,39.8,189,548,III,74,0.075,0.463,0,0.436,0.036
BMW,5 Series E39,530d Saloon,A5,2926,Diesel,11.7,6.4,8.3,24.1,44.1,34.0,221,642,III,71,0.263,0.456,0,0.414,0.033
BMW,5 Series E39,535i Saloon,M5,3498,Petrol,16.9,8.5,11.6,16.7,33.2,24.4,279,872,III,74,0.486,0,0.125,0.052,0
BMW,5 Series E39,535i Saloon,A5,3498,Petrol,16.7,8.8,11.7,16.9,32.1,24.1,282,883,III,71,0.374,0,0.135,0.089,0
BMW,5 Series E39,540i Saloon,M6,4398,Petrol,17.7,8.9,12.1,16.0,31.7,23.3,292,913,III,73,0.657,0,0.073,0.058,0
BMW,5 Series E39,540i Saloon,A5,4398,Petrol,17.2,9.2,12.1,16.4,30.7,23.3,292,913,III,73,0.45,0,0.108,0.084,0
BMW,5 Series E39,M5 Saloon,M6,4941,Petrol,21.1,9.8,13.9,13.4,28.8,20.3,336,1048,III,75,1.248,0,0.108,0.104,0
BMW,5 Series E39,523i Touring,M5,2494,Petrol,13.4,7.7,9.8,21.1,36.7,28.8,235,739,III,74,0.905,0,0.187,0.078,0
BMW,5 Series E39,523i Touring,A5,2494,Petrol,15.6,7.9,10.7,18.1,35.8,26.4,256,806,III,72,0.633,0,0.153,0.086,0
BMW,5 Series E39,528i Touring,M5,2793,Petrol,13.8,7.5,9.8,20.5,37.7,28.8,235,739,III,74,0.891,0,0.134,0.095,0
BMW,5 Series E39,528i Touring,A5,2793,Petrol,15.5,8.0,10.7,18.2,35.3,26.4,257,806,III,72,0.981,0,0.169,0.118,0
BMW,5 Series E39,530d Touring,M5,2926,Diesel,9.8,5.8,7.3,28.8,48.7,38.7,194,564,III,74,0.075,0.463,0,0.436,0.036
BMW,5 Series E39,530d Touring,A5,2926,Diesel,11.9,6.6,8.5,23.7,42.8,33.2,227,657,III,71,0.263,0.456,0,0.414,0.033
BMW,5 Series E39,540i Touring,M6,4398,Petrol,18.0,9.1,12.4,15.7,31.0,22.8,299,933,III,73,0.657,0,0.073,0.058,0
BMW,5 Series E39,540i Touring,A5,4398,Petrol,17.6,9.7,12.6,16.1,29.1,22.4,304,950,III,73,0.45,0,0.108,0.084,0
BMW,X5 Series E53,X5 4.4i,A5,4398,Petrol,18.8,11.1,13.9,15.0,25.4,20.3,335,1048,III,75,0.806,0,0.127,0.088,0
BMW,7 Series E38,728i Saloon,A5,2793,Petrol,16.5,8.0,11.1,17.1,35.3,25.4,267,838,III,73,0.981,0,0.169,0.118,0
BMW,7 Series E38,735i Saloon,A5,3498,Petrol,17.2,9.1,12.1,16.4,31.0,23.3,291,913,III,73,0.374,0,0.135,0.089,0
BMW,7 Series E38,740i Saloon,A5,4398,Petrol,18.1,9.2,12.5,15.6,30.7,22.6,301,941,III,72,0.45,0,0.108,0.084,0
BMW,7 Series E38,740iL Saloon,A5,4398,Petrol,18.6,9.4,12.8,15.2,30.1,22.1,306,963,III,72,0.45,0,0.108,0.084,0
BMW,7 Series E38,750i Saloon,A5,5379,Petrol,19.6,10.1,13.6,14.4,28.0,20.8,327,1023,III,72,1.549,0,0.095,0.055,0
BMW,7 Series E38,750iL Saloon,A5,5379,Petrol,19.7,10.4,13.8,14.3,27.2,20.5,332,1038,III,72,1.549,0,0.095,0.055,0
BMW,Z8 Series E52,Z8,M6,4941,Petrol,21.1,10.6,14.5,13.4,26.6,19.5,349,1091,III,75,1.249,0,0.108,0.104,0
CHRYSLER JEEP,Jeep Wrangler (00 Model Year),4.0L,M5,3960,Petrol,18.8,9.8,13.1,15.0,28.8,21.6,311,985,III,74,1.09,0.18,0.11,0.07,0
CHRYSLER JEEP,Jeep Wrangler (00 Model Year),4.0L,A3,3960,Petrol,19.0,10.6,13.7,14.9,26.6,20.6,325,1033,III,72,1.01,0.23,0.12,0.11,0
CHRYSLER JEEP,Jeep Cherokee (00 Model Year),4.0L,A4,3960,Petrol,20.3,11.0,14.4,13.9,25.7,19.6,341,1085,III,74,1.18,0.22,0.13,0.09,0
CHRYSLER JEEP,Jeep Grand Cherokee (00 Model Year),4.0L,A4,3956,Petrol,21.3,12.0,15.4,13.3,23.5,18.3,366,1163,III,71,1.653,0.27,0.156,0.114,0
CHRYSLER JEEP,Jeep Grand Cherokee (00 Model Year),4.7L,A4,4701,Petrol,22.3,13.0,16.4,12.7,21.7,17.2,390,1237,III,73,1.569,0.159,0.135,0.024,0
CHRYSLER JEEP,Jeep Grand Cherokee (00 Model Year),3.1Td,A4,3124,Diesel,14.9,9.7,11.7,19.0,29.1,24.1,308,905,III,75,0.042,1.023,0.01,1.013,0.077
CHRYSLER JEEP,Chrysler Neon (00 Model Year),2.0L SOHC,A3,1996,Petrol,11.6,6.9,8.6,24.4,40.9,32.8,202,649,III,71,1.09,0.198,0.12,0.078,0
CHRYSLER JEEP,Chrysler Neon (00 Model Year),2.0L SOHC,M5,1996,Petrol,10.7,6.3,7.9,26.4,44.8,35.8,185,594,III,71,0.933,0.184,0.126,0.058,0
CHRYSLER JEEP,Chrysler PT Cruiser (01 Model Year),2.0L DOHC,M5,1996,Petrol,11.5,7.0,8.7,24.6,40.4,32.5,205,655,III,73,1.097,0.102,0.078,0.024,0
CHRYSLER JEEP,Chrysler PT Cruiser (01 Model Year),2.0L DOHC,A4,1996,Petrol,13.1,7.9,9.8,21.6,35.8,28.8,232,739,III,72,1.05,0.13,0.095,0.035,0
CITROEN,Xsara Picasso,Picasso 1.6i (VIN Code CHNFVB),M5,1587,Petrol,10.0,6.1,7.5,28.2,46.3,37.7,178,564,III,74,0.935,0.146,0.121,0.025,0
CITROEN,Xsara Picasso,Picasso 2.0 HDi (VIN Code CHRHYB),M5,1997,Diesel,7.0,4.6,5.5,40.4,61.4,51.4,147,425,III,72,0.419,0.375,0,0.339,0.032
CITROEN,Synergie,Synergie 2.0i 16v,M5,1997,Petrol,12.3,7.4,9.2,23.0,38.2,30.7,221,693,III,72.3,0.396,0.14,0.042,0.098,0
CITROEN,Synergie,Synergie 2.0i 16v,A4,1997,Petrol,13.6,7.6,9.7,20.9,37.2,29.1,232,731,III,73.6,0.497,0.114,0.079,0.035,0
FORD,Ka,1.3 EFi (13 inch tyre),M5,1299,Petrol,8.8,5.5,6.7,32.1,51.4,42.2,163,504,III,72,0.395,0,0.061,0.103,0
FORD,Ka,1.3 EFi (14 inch tyre),M5,1299,Petrol,8.9,5.6,6.8,31.7,50.4,41.5,165,513,III,72,0.395,0,0.061,0.103,0
FORD,Fiesta,1.3 EFi (13 inch tyre),M5,1299,Petrol,8.7,5.9,6.9,32.5,47.9,40.9,161,520,III,72,0.66,0,0.11,0.095,0
FORD,Fiesta,1.3 EFi (14inch tyre),M5,1299,Petrol,9.2,6.2,7.3,30.7,45.6,38.7,171,550,III,72,0.66,0,0.11,0.095,0
FORD,Fiesta,1.25i 16V (13 inch tyre),A,1242,Petrol,9.3,5.8,7.1,30.4,48.7,39.8,167,535,III,71,0.623,0,0.084,0.029,0
FORD,Fiesta,1.25i 16V (14 inch tyre),A,1242,Petrol,9.4,6.0,7.3,30.1,47.1,38.7,171,550,III,71,0.623,0,0.084,0.029,0
FORD,Fiesta,1.8 Turbo Diesel,M5,1753,Diesel,7.0,4.3,5.3,40.4,65.7,53.3,144,409,III,71,0.157,0.48,0,0.454,0.049
FORD,Courier,1.3 EFi,M5,1299,Petrol,9.3,7.0,7.8,30.4,40.4,36.2,180,588,III,71,0.66,0,0.11,0.095,0
FORD,Puma,1.7i 16V,M5,1676,Petrol,9.7,6.1,7.4,29.1,46.3,38.2,178,557,III,74,0.656,0,0.066,0.083,0
FORD,Focus,1.4i 16V 3/5 Door Saloon (14 inch tyre),M5,1388,Petrol,8.8,5.4,6.6,32.1,52.3,42.8,158,497,III,71,0.662,0,0.137,0.052,0
FORD,Focus,1.4i 16V 3 Door Saloon (15 inch tyre),M5,1388,Petrol,8.9,5.6,6.8,31.7,50.4,41.5,162,513,III,71,0.662,0,0.137,0.052,0
FORD,Focus,1.6i 16V 4/5 Door Saloon/Estate (14 inch tyre),M5,1596,Petrol,9.4,5.6,7.0,30.1,50.4,40.4,167,527,III,69,0.224,0,0.052,0.048,0
FORD,Focus,1.6i 16V 3/4/5 Door Saloon/Estate (15 inch tyre),M5,1596,Petrol,9.4,5.7,7.1,30.1,49.6,39.8,169,535,III,69,0.224,0,0.052,0.048,0
FORD,Focus,1.6i 16V 4 Door Saloon (14 inch tyre),A4,1596,Petrol,10.9,6.0,7.8,25.9,47.1,36.2,186,588,III,70,0.518,0,0.115,0.059,0
FORD,Focus,1.6i 16V 5 Door Saloon (14 inch tyre),A4,1596,Petrol,10.9,6.1,7.8,25.9,46.3,36.2,188,588,III,70,0.518,0,0.115,0.059,0
FORD,Focus,1.6i 16V Estate (14 inch tyre),A4,1596,Petrol,11.3,6.4,8.2,25.0,44.1,34.4,196,618,III,70,0.518,0,0.115,0.059,0
FORD,Focus,1.6i 16V 3/4/5 Door Saloon (15 inch tyre),A4,1596,Petrol,11.6,6.6,8.4,24.4,42.8,33.6,200,633,III,70,0.518,0,0.115,0.059,0
FORD,Focus,1.6i 16V Estate (15 inch tyre),A4,1596,Petrol,11.2,6.4,8.1,25.2,44.1,34.9,195,610,III,70,0.518,0,0.115,0.059,0
FORD,Focus,1.8i 16V 5 Door Saloon (14 inch tyre),M5,1796,Petrol,10.4,5.9,7.6,27.2,47.9,37.2,181,572,III,71,0.895,0,0.091,0.043,0
FORD,Focus,1.8i 16V 4 Door Saloon (14 inch tyre),M5,1796,Petrol,10.3,5.9,7.5,27.4,47.9,37.7,179,564,III,71,0.895,0,0.091,0.043,0
FORD,Focus,1.8i 16V Estate (14 inch tyre),M5,1796,Petrol,10.5,6.0,7.6,26.9,47.1,37.2,181,572,III,71,0.895,0,0.091,0.043,0
FORD,Focus,1.8i 16V 4 Door Saloon (15 inch tyre),M5,1796,Petrol,10.3,6.0,7.5,27.4,47.1,37.7,179,564,III,71,0.895,0,0.091,0.043,0
FORD,Focus,1.8i 16V 3/5 Door Saloon (15 inch tyre),M5,1796,Petrol,10.3,6.0,7.6,27.4,47.1,37.2,181,572,III,71,0.895,0,0.091,0.043,0
FORD,Focus,1.8i 16V Estate (15 inch tyre),M5,1796,Petrol,10.4,6.1,7.7,27.2,46.3,36.7,184,580,III,71,0.895,0,0.091,0.043,0
FORD,Focus,2.0i 16V 5 Door Saloon (15 inch tyre),M5,1988,Petrol,11.7,6.9,8.7,24.1,40.9,32.5,207,655,III,74,0.71,0,0.047,0.053,0
FORD,Focus,2.0i 16V 4 Door Saloon/Estate (15 inch tyre),M5,1988,Petrol,11.7,6.9,8.6,24.1,40.9,32.8,205,649,III,74,0.71,0,0.047,0.053,0
FORD,Focus,2.0i 16V 3 Door Saloon (16 inch tyre),M5,1988,Petrol,11.7,6.9,8.6,24.1,40.9,32.8,204,649,III,74,0.71,0,0.047,0.053,0
FORD,Focus,2.0i 16V 5 Door Saloon (16 inch tyre),M5,1988,Petrol,11.8,7.0,8.7,23.7,40.4,32.5,209,655,III,74,0.71,0,0.047,0.053,0
FORD,Focus,2.0i 16V Estate (16 inch tyre),M5,1988,Petrol,11.8,7.0,8.7,23.7,40.4,32.5,207,655,III,74,0.71,0,0.047,0.053,0
FORD,Focus,1.8 TCi Diesel 4 Door Saloon (14 inch tyre),M5,1753,Diesel,7.1,4.2,5.4,39.8,67.3,52.3,142,417,III,71,0.109,0.507,0,0.489,0.044
FORD,Focus,1.8 TCi Diesel 5 Door Saloon/Estate (14 inch tyre),M5,1753,Diesel,7.2,4.4,5.4,39.2,64.2,52.3,143,417,III,71,0.109,0.507,0,0.489,0.044
FORD,Focus,1.8 TCi Diesel 4 Door Saloon (15 inch tyre),M5,1753,Diesel,7.2,4.4,5.4,39.2,64.2,52.3,144,417,III,71,0.109,0.507,0,0.489,0.044
FORD,Focus,1.8 TCi Diesel 5 Door Saloon (15 inch tyre),M5,1753,Diesel,7.2,4.5,5.5,39.2,62.8,51.4,145,425,III,71,0.109,0.507,0,0.489,0.044
FORD,Cougar,2.0i 16V (15 inch tyre),M5,1988,Petrol,12.2,6.5,8.6,23.2,43.5,32.8,206,649,III,71,0.422,0,0.073,0.056,0
FORD,Cougar,2.0i 16V (16 inch tyre),M5,1988,Petrol,12.1,6.4,8.5,23.3,44.1,33.2,204,641,III,71,0.422,0,0.073,0.056,0
FORD,Cougar,2.5i V6 24V,M5,2495,Petrol,14.6,7.6,10.2,19.3,37.2,27.7,245,768,III,72,0.578,0,0.084,0.011,0
FORD,Cougar,2.5i V6 24V,A4,2495,Petrol,15.1,7.7,10.4,18.7,36.7,27.2,250,782,III,73,0.333,0,0.108,0.014,0
FORD,Cougar,2.5i V6 24V ST200,M5,2495,Petrol,14.6,7.6,10.2,19.3,37.2,27.7,245,768,III,71,0.989,0,0.027,0.038,0
FORD,New Galaxy,2.3i 16V,M5,2295,Petrol,14.0,7.8,10.1,20.2,36.2,28.0,242,760,III,74,0.559,0,0.128,0.078,0
FORD,New Galaxy,2.3i 16V,A4,2295,Petrol,15.1,8.6,11.0,18.7,32.8,25.7,264,828,III,72,0.341,0,0.106,0.084,0
FORD,New Galaxy,1.9 Turbo Diesel (90PS),M6,1896,Diesel,8.3,5.5,6.5,34.0,51.4,43.5,176,502,III,73,0.081,0.411,0,0.387,0.025
FORD,New Galaxy,1.9 Turbo Diesel (115PS),M6,1896,Diesel,8.6,5.5,6.6,32.8,51.4,42.8,178,510,III,74,0.463,0.464,0,0.387,0.035
FORD,New Galaxy,1.9 Turbo Diesel (115PS),A5,1896,Diesel,9.9,6.5,7.8,28.5,43.5,36.2,211,603,III,73,0.159,0.484,0,0.457,0.026
FORD,New Transit RWD,2.3-DOHC 4.88/5.13 FDR,M5,2295,Petrol,14.6,8.7,11.0,19.3,32.5,25.7,262,828,III,74,0.988,0,0.077,0.047,0
FORD,New Transit RWD,2.3-DOHC 4.56/4.63 FDR,M5,2295,Petrol,14.1,8.5,10.6,20.0,33.2,26.6,254,800,III,74,1.14,0,0.092,0.036,0
FORD,New Transit RWD,2.4 Diesel (75PS) 4.55/4.56/4.63 FDR,M5,2402,Diesel,10.2,7.2,8.3,27.7,39.2,34.0,221,642,III,74,0.688,0.714,0,0.643,0.074
FORD,New Transit RWD,2.4 Diesel (75PS) 4.88/4.90/5.13 FDR,M5,2402,Diesel,11.3,7.9,9.1,25.0,35.8,31.0,242,704,III,74,0.62,0.779,0,0.705,0.06
FORD,New Transit RWD,2.4 Diesel (90PS) 4.55/4.56/4.63 FDR,M5,2402,Diesel,10.4,7.3,8.4,27.2,38.7,33.6,222,649,III,74,0.651,0.686,0,0.616,0.058
FORD,New Transit RWD,2.4 Diesel (90PS) 4.88/4.90/5.13 FDR,M5,2402,Diesel,11.3,7.6,9.0,25.0,37.2,31.4,237,695,III,74,0.599,0.702,0,0.624,0.058
FORD,New Transit RWD,2.4 Diesel (120PS) 4.55/4.56/4.63 FDR,M5,2402,Diesel,10.8,7.2,8.5,26.2,39.2,33.2,224,657,III,75,0.329,0.708,0,0.671,0.071
FORD,New Transit RWD,2.4 Diesel (120PS) 4.88/4.90/5.13 FDR,M5,2402,Diesel,11.4,7.7,9.1,24.8,36.7,31.0,239,704,III,75,0.283,0.726,0,0.689,0.089
FORD,New Transit RWD,2.4 Diesel (125PS) 4.55/4.63 FDR,M5,2402,Diesel,10.3,7.0,8.2,27.4,40.4,34.4,216,634,III,75,0.684,0.696,0,0.628,0.049
FORD,New Transit RWD,2.4 Diesel (125PS) 4.90/5.13 FDR,M5,2402,Diesel,11.2,7.6,9.0,25.2,37.2,31.4,236,695,III,75,0.703,0.743,0,0.667,0.076
FORD,New Transit FWD,2.0 Diesel (75PS) 4.23 FDR,M5,1998,Diesel,8.6,6.2,7.1,32.8,45.6,39.8,186,548,III,72,0.162,0.789,0,0.775,0.07
FORD,New Transit FWD,2.0 Diesel (75PS) 4.54 FDR,M5,1998,Diesel,9.1,6.4,7.4,31.0,44.1,38.2,196,571,III,72,0.278,0.722,0,0.695,0.081
FORD,New Transit FWD,2.0 Diesel (100PS) 4.23 FDR,M5,1998,Diesel,8.9,6.5,7.4,31.7,43.5,38.2,194,571,III,75,0.252,0.713,0,0.676,0.068
FORD,New Transit FWD,2.0 Diesel (100PS) 4.54 FDR,M5,1998,Diesel,9.4,6.6,7.6,30.1,42.8,37.2,200,587,III,75,0.243,0.634,0,0.591,0.079
HONDA,Accord 4 Door (2000 YM),2.0i VTEC SE,M5,1997,Petrol,11.4,6.9,8.6,24.8,40.9,32.8,204,649,III,72,0.517,0,0.058,0.057,0
HONDA,Accord 4 Door (2000 YM),2.0i VTEC SE,4SS,1997,Petrol,12.6,7.0,9.0,22.4,40.4,31.4,215,678,III,70,0.194,0,0.027,0.059,0
HONDA,Accord 4 Door (2000 YM),2.0i VTEC SE Sport,M5,1997,Petrol,11.4,6.9,8.6,24.8,40.9,32.8,204,649,III,72,0.517,0,0.058,0.057,0
HONDA,Accord 4 Door (2000 YM),2.0i VTEC SE Sport,4SS,1997,Petrol,12.6,7.0,9.0,22.4,40.4,31.4,215,678,III,70,0.194,0,0.027,0.059,0
HONDA,Accord 4 Door (2000 YM),2.0i VTEC SE Executive,M5,1997,Petrol,11.4,6.9,8.6,24.8,40.9,32.8,204,649,III,72,0.517,0,0.058,0.057,0
HONDA,Accord 4 Door (2000 YM),2.0i VTEC SE Executive,4SS,1997,Petrol,12.7,7.1,9.1,22.2,39.8,31.0,217,686,III,70,0.768,0,0.108,0.042,0
HONDA,Accord 4 Door (2000 YM),2.0i VTEC SE Executive Sport,M5,1997,Petrol,11.4,6.9,8.6,24.8,40.9,32.8,204,649,III,72,0.517,0,0.058,0.057,0
HONDA,Accord 4 Door (2000 YM),2.0i VTEC SE Executive Sport,4SS,1997,Petrol,12.7,7.1,9.1,22.2,39.8,31.0,217,686,III,70,0.768,0,0.108,0.042,0
HONDA,Accord 4 Door (2000 YM),2.2i Type - R,M5,2157,Petrol,12.9,7.8,9.6,21.9,36.2,29.4,229,724,III,72,0.704,0,0.108,0.076,0
HONDA,Accord 5 Door (2000 YM),2.0i VTEC SE,M5,1997,Petrol,11.4,6.9,8.6,24.8,40.9,32.8,204,649,III,72,0.517,0,0.058,0.057,0
HONDA,Accord 5 Door (2000 YM),2.0i VTEC SE,4SS,1997,Petrol,12.7,7.1,9.1,22.2,39.8,31.0,217,686,III,70,0.768,0,0.108,0.042,0
HONDA,Accord 5 Door (2000 YM),2.0i VTEC SE Sport,M5,1997,Petrol,11.4,6.9,8.6,24.8,40.9,32.8,204,649,III,72,0.517,0,0.058,0.057,0
HONDA,Accord 5 Door (2000 YM),2.0i VTEC SE Sport,4SS,1997,Petrol,12.7,7.1,9.1,22.2,39.8,31.0,217,686,III,70,0.768,0,0.108,0.042,0
HONDA,Accord 5 Door (2000 YM),2.0i VTEC SE Executive,M5,1997,Petrol,11.8,7.0,8.8,23.9,40.4,32.1,209,663,III,72,0.642,0,0.085,0.039,0
HONDA,Accord 5 Door (2000 YM),2.0i VTEC SE Executive,4SS,1997,Petrol,12.7,7.1,9.1,22.2,39.8,31.0,217,686,III,70,0.768,0,0.108,0.042,0
HONDA,Accord 5 Door (2000 YM),2.0i VTEC SE Executive Sport,M5,1997,Petrol,11.8,7.0,8.8,23.9,40.4,32.1,209,663,III,72,0.642,0,0.085,0.039,0
HONDA,Accord 5 Door (2000 YM),2.0i VTEC SE Executive Sport,4SS,1997,Petrol,12.7,7.1,9.1,22.2,39.8,31.0,217,686,III,70,0.768,0,0.108,0.042,0
HONDA,Accord 5 Door (2000 YM),2.0i Type - V,M5,1997,Petrol,11.8,7.0,8.8,23.9,40.4,32.1,209,663,III,72,0.642,0,0.085,0.039,0
HONDA,Accord 5 Door (2000 YM),2.0i Type - V,4SS,1997,Petrol,12.7,7.1,9.1,22.2,39.8,31.0,217,686,III,70,0.768,0,0.108,0.042,0
HONDA,Accord Coupé (2000 YM),2.0i ES Coupé,M5,1997,Petrol,12.3,7.2,9.1,23.0,39.2,31.0,215,686,III,72.2,1.108,0,0.119,0.037,0
HONDA,Accord Coupé (2000 YM),2.0i ES Coupé,A4,1997,Petrol,14.0,7.6,10.0,20.2,37.2,28.2,235,754,III,72.2,1.268,0,0.129,0.039,0
HONDA,Civic 3 Door (2000 YM),1.4i Sport,M5,1396,Petrol,8.8,5.7,6.8,32.1,49.6,41.5,161,513,III,71.5,1.035,0,0.129,0.045,0
HONDA,Civic 3 Door (2000 YM),1.4i SE,M5,1396,Petrol,8.8,5.7,6.8,32.1,49.6,41.5,161,513,III,71.5,1.035,0,0.129,0.045,0
HONDA,Civic 3 Door (2000 YM),1.4i SE,A4,1396,Petrol,10.4,6.2,7.7,27.2,45.6,36.7,183,580,III,70.9,1.506,0,0.125,0.036,0
HONDA,Civic 5 Door (2000 YM),1.4i,M5,1396,Petrol,9.5,6.7,7.7,29.7,42.2,36.7,181,580,III,72,0.97,0,0.134,0.034,0
HONDA,Civic 5 Door (2000 YM),1.4i S,M5,1396,Petrol,9.5,6.7,7.7,29.7,42.2,36.7,181,580,III,72,0.97,0,0.134,0.034,0
HONDA,Civic 5 Door (2000 YM),1.4i S,A4,1396,Petrol,11.2,6.8,8.4,25.2,41.5,33.6,198,633,III,71,0.965,0,0.12,0.04,0
HONDA,Civic 5 Door (2000 YM),1.4i Sport,M5,1396,Petrol,9.5,6.7,7.7,29.7,42.2,36.7,181,580,III,72,0.97,0,0.134,0.04,0
HONDA,Civic 5 Door (2000 YM),1.6i VTEC SE,M5,1590,Petrol,10.2,6.8,8.0,27.7,41.5,35.3,190,603,III,72,1.275,0,0.104,0.064,0
HONDA,Civic 5 Door (2000 YM),1.6i VTEC SE,A4,1590,Petrol,11.7,7.6,9.1,24.1,37.2,31.0,214,686,III,70,1.093,0,0.092,0.093,0
HONDA,Civic 5 Door (2000 YM),1.6i VTEC SE Sport,M5,1590,Petrol,10.2,6.8,8.0,27.7,41.5,35.3,190,603,III,72,1.275,0,0.104,0.064,0
HONDA,Civic 5 Door (2000 YM),1.6i VTEC SE Sport,A4,1590,Petrol,11.7,7.6,9.1,24.1,37.2,31.0,214,686,III,70,1.093,0,0.092,0.093,0
HONDA,Civic 5 Door (2000 YM),1.6i VTEC SE Executive,M5,1590,Petrol,10.2,6.8,8.0,27.7,41.5,35.3,190,603,III,72,1.275,0,0.104,0.064,0
