Manufacturers,Model,Description,Transmission,Engine Capacity,Fuel Type,Metric Urban (cold),Metric Extra-urban,Metric Combined,Imperial (cold),Imperial Extra-urban,Imperial Combined,CO2 g/km,Fuel Cost 6000 Miles,Euro Standard,Noise Level dB(A),Emissions CO,Emissions HC+NOx,Emissions HC,Emissions NOx,Emissions Particulates
JAGUAR CARS,XJ Executive,4.0,A5,3996,Petrol,17.3,8.8,11.9,16.3,32.2,23.8,285,894,II,72.9,0.049,0.11,0,0,0
JAGUAR CARS,XJ Executive,4.0 L.W.B.,A5,3996,Petrol,17.3,8.8,11.9,16.3,32.2,23.8,285,894,II,72.9,0.049,0.11,0,0,0
JAGUAR CARS,XJ Sport,3.2,A5,3248,Petrol,17.1,9.1,12.0,16.5,31.0,23.5,288,905,II,69.2,0.326,0.221,0,0,0
JAGUAR CARS,XJ Sport,4.0,A5,3996,Petrol,17.3,8.8,11.9,16.3,32.2,23.8,285,894,II,72.9,0.049,0.11,0,0,0
JAGUAR CARS,Jaguar XJ8,3.2,A5,3248,Petrol,17.1,9.1,12.0,16.5,31.0,23.5,288,905,II,69.2,0.326,0.221,0,0,0
JAGUAR CARS,Jaguar XJ8,3.2 L.W.B.,A5,3248,Petrol,17.1,9.1,12.0,16.5,31.0,23.5,288,905,II,69.2,0.326,0.221,0,0,0
JAGUAR CARS,Jaguar XJ8,4.0,A5,3996,Petrol,17.3,8.8,11.9,16.3,32.2,23.8,285,894,II,72.9,0.049,0.11,0,0,0
JAGUAR CARS,Jaguar XJ8,4.0 L.W.B.,A5,3996,Petrol,17.3,8.8,11.9,16.3,32.2,23.8,285,894,II,72.9,0.049,0.11,0,0,0
JAGUAR CARS,Jaguar XK8,Convertible,A5,3996,Petrol,17.7,8.4,11.8,15.9,33.4,23.9,284,890,II,72.1,0.139,0.112,0,0,0
JAGUAR CARS,Jaguar XK8,Coupé,A5,3996,Petrol,17.4,8.7,11.9,16.2,32.6,23.8,284,894,II,72.1,0.139,0.112,0,0,0
JAGUAR CARS,Jaguar XKR,Convertible,A5,3996,Petrol,17.7,9.5,12.5,16.0,29.7,22.6,299,941,II,73,0.148,0.106,0,0,0
JAGUAR CARS,Jaguar XKR,Coupé,A5,3996,Petrol,17.5,9.2,12.2,16.1,30.6,23.1,293,921,II,73,0.148,0.106,0,0,0
JAGUAR CARS,Jaguar XJR,4.0,A5,3996,Petrol,18.6,9.7,12.9,15.2,29.2,21.9,309,971,II,72.4,0.141,0.107,0,0,0
KIA,Mentor II,1.5 S/SX,M5,1498,Petrol,10.5,6.3,7.9,26.9,44.8,35.8,185,594,II,73.1,0.67,0.33,0,0,0
KIA,Mentor II,1.5 S/SX,A4,1498,Petrol,12.8,6.8,9.0,22.1,41.5,31.4,211,678,II,70.6,0.83,0.37,0,0,0
KIA,Shuma,1.5 S/SX,M5,1498,Petrol,10.5,6.3,7.9,26.9,44.8,35.8,185,594,II,73.4,0.67,0.33,0,0,0
KIA,Shuma,1.5 SX,A4,1498,Petrol,12.8,6.8,9.0,22.1,41.5,31.4,211,678,II,71.1,0.83,0.37,0,0,0
KIA,Shuma,1.8 GSX,M5,1793,Petrol,12.6,7.0,9.1,22.4,40.4,31.0,216,686,II,73.2,0.24,0.29,0,0,0
KIA,Shuma,1.8 GSX,A4,1793,Petrol,13.5,7.2,9.5,20.9,39.2,29.7,225,716,II,71.9,0.32,0.21,0,0,0
KIA,Carens,1.8 SX/GSX,M5,1793,Petrol,10.9,7.1,8.6,25.8,39.5,33.0,202,645,II,73.7,0.636,0.258,0,0,0
KIA,Clarus,1.8 SX,M5,1793,Petrol,12.1,7.8,9.3,23.3,36.2,30.4,220,700,II,73.4,0.996,0.362,0,0,0
KIA,Clarus,1.8 SX,A4,1793,Petrol,15.0,8.7,10.9,18.8,32.5,25.9,258,821,II,71.6,0.756,0.271,0,0,0
KIA,Clarus,2.0 GSX/Executive,M5,1998,Petrol,13.9,8.1,10.3,20.3,34.9,27.4,244,776,II,73.7,0.71,0.32,0,0,0
KIA,Clarus,2.0 GSX/Executive,A4,1998,Petrol,15.6,8.6,11.1,18.1,32.8,25.4,264,838,II,71.9,0.97,0.4,0,0,0
KIA,Sportage,2.0 Petrol 4WD S/SX/GSX,M5x2,1998,Petrol,14.6,9.0,11.0,19.3,31.4,25.7,275,828,II,73.8,0.66,0.29,0,0,0
KIA,Sedona,2.9 TDI S/SX/GSX/Executive,M5,2902,Diesel,10.9,6.8,8.3,25.9,41.5,34.0,222,642,II,75,0.67,1.17,0,0,0.104
KIA,Sedona,2.9 TDI S/SX/GSX/Executive,A4,2902,Diesel,12.4,7.2,9.1,22.8,39.2,31.0,240,704,II,73,0.62,1.3,0,0,0.122
KIA,Sedona,2.5 V6 S/SX/GSX/Executive,M5,2497,Petrol,15.3,8.9,11.3,18.5,31.7,25.0,265,851,II,72,0.89,0.309,0,0,0
KIA,Sedona,2.5 V6 S/SX/GSX/Executive,A4,2497,Petrol,15.6,9.1,11.5,18.1,31.0,24.6,269,865,II,70,0.82,0.348,0,0,0
LAMBORGHINI,Diablo Model Year 1997,Diablo 132,M5,5707,Petrol,39.0,16.5,24.8,7.3,17.2,11.5,575,1850,II,74.5,0.95,0.26,0,0,0
LAMBORGHINI,Diablo Model Year 1997,Diablo 132 SE,M5,5707,Petrol,41.2,16.2,25.4,6.8,17.5,11.0,590,1934,II,75,1.02,0.12,0,0,0
LAMBORGHINI,Diablo Model Year 1997,Diablo Roadster L144,M5,5707,Petrol,39.0,16.5,24.8,7.3,17.2,11.5,575,1850,II,74.5,0.95,0.26,0,0,0
LAMBORGHINI,Diablo Model Year 1998/1999,Diablo 132,M5,5707,Petrol,37.9,17.3,24.9,7.4,16.3,11.3,575,1883,II,75,0.43,0.18,0,0,0
LAMBORGHINI,Diablo Model Year 1998/1999,Diablo 132 SE,M5,5707,Petrol,37.9,17.3,24.9,7.4,16.3,11.3,575,1883,II,75,0.43,0.18,0,0,0
LAMBORGHINI,Diablo Model Year 1998/1999,Diablo Roadster L144,M5,5707,Petrol,37.9,17.3,24.9,7.4,16.3,11.3,575,1883,II,75,0.43,0.18,0,0,0
LAMBORGHINI,Diablo Model Year 1998/1999,Diablo 132 SE (GT),M5,5992,Petrol,31.8,16.6,22.1,8.9,16.8,11.9,530,1788,II,73.9,0.647,0.166,0,0,0
LAMBORGHINI,Diablo Model Year 2000,Diablo 132,M5,5992,Petrol,34.7,15.5,22.5,8.1,18.2,12.6,539,1689,II,74.4,0.876,0.167,0,0,0
LAMBORGHINI,Diablo Model Year 2000,Diablo 132 SE,M5,5992,Petrol,34.7,15.5,22.5,8.1,18.2,12.6,539,1689,II,74.4,0.876,0.167,0,0,0
LAMBORGHINI,Diablo Model Year 2000,Diablo L144,M5,5992,Petrol,34.7,15.5,22.5,8.1,18.2,12.6,539,1689,II,74.4,0.876,0.167,0,0,0
LAND ROVER,Defender Station Wagon,"TD5 Diesel 90""",M5,2495,Diesel,12.1,9.0,10.1,23.3,31.4,27.9,282,782,II,75,1.001,1.165,0,0,0.08
LAND ROVER,Defender Station Wagon,"TD5 Diesel 110""",M5,2495,Diesel,12.7,9.7,10.8,22.2,29.1,26.1,299,836,II,75,0.868,1.328,0,0,0.084
LAND ROVER,Freelander,1.8,M5,1796,Petrol,13.0,8.6,10.2,21.7,32.7,27.6,248,771,II,74,1.264,0.33,0,0,0
LAND ROVER,Freelander,2.0,M5,1994,Diesel,9.6,6.7,7.7,29.6,42.4,36.6,208,596,II,74.1,0.573,0.846,0,0,0.088
LAND ROVER,Discovery Series II,TD5,M5,2495,Diesel,11.5,8.2,9.4,24.6,34.4,30.1,262,725,II,76,0.631,1.38,0,0,0.08
LAND ROVER,Discovery Series II,TD5,A4,2495,Diesel,12.7,9.0,10.3,22.2,31.4,27.4,284,796,II,76,0.563,1.337,0,0,0.096
LAND ROVER,Discovery Series II,4.0 V8,M5,3950,Petrol,23.3,12.7,16.6,12.1,22.2,17.0,397,1251,II,74,0.799,0.163,0,0,0
LAND ROVER,Discovery Series II,4.0 V8,A4,3950,Petrol,22.9,13.1,16.7,12.3,21.6,16.9,397,1259,II,75,0.505,0.192,0,0,0
LAND ROVER,Range Rover,2.5,M5,2497,Diesel,13.4,8.9,10.6,21.1,31.6,26.7,289,817,II,75,0.098,0.793,0,0,0.121
LAND ROVER,Range Rover,2.5,A4,2497,Diesel,14.5,9.6,11.4,19.5,29.5,24.9,304,876,II,74,0.08,0.75,0,0,0.14
LAND ROVER,Range Rover,4.0 V8,A4,3950,Petrol,21.7,11.5,15.2,13.0,24.5,18.5,385,1150,II,74,0.698,0.182,0,0,0
LAND ROVER,Range Rover,4.6 V8,A4,4554,Petrol,23.9,12.2,16.4,11.8,23.2,17.2,398,1237,II,74.8,0.374,0.518,0,0,0
LEXUS,All Models,GS300,A5,2997,Petrol,16.0,8.8,11.4,17.7,32.1,24.8,278,858,II,73,0.52,0.33,0,0,0
LEXUS,All Models,LS400,A5,3969,Petrol,17.5,9.3,12.3,16.1,30.4,23.0,292,925,II,73,0.12,0.28,0,0,0
LOTUS,Elise,Elise,M5,1796,Petrol,9.6,5.7,7.1,29.5,50.0,40.0,168,532,II,74,0.36,0.22,0,0,0
LOTUS,Elise,Elise 111 S,M5,1796,Petrol,9.9,5.9,7.3,28.5,47.8,38.6,174,551,II,74,0.72,0.22,0,0,0
LOTUS,Elise,Elise 340 R,M5,1796,Petrol,14.0,6.9,8.5,20.2,40.9,29.7,225,716,II,74,0.78,0.33,0,0,0
LOTUS,Elise,Elise Sport 160,M5,1796,Petrol,13.4,6.8,9.2,21.1,41.5,30.7,218,693,II,72,0.6,0.201,0,0,0
LOTUS,Esprit,Esprit S4 GT3,M5,2174,Petrol,19.0,8.6,12.5,14.9,32.8,22.6,294,941,II,72,1.4,0.39,0,0,0
LOTUS,Esprit,Esprit V8,M5,3506,Petrol,20.8,9.7,13.8,13.6,29.1,20.5,328,1038,II,74,0.56,0.39,0,0,0
LOTUS,Esprit,Esprit V8 GT,M5,3506,Petrol,20.8,9.7,13.8,13.6,29.1,20.5,328,1038,II,74,0.56,0.39,0,0,0
LOTUS,Esprit,Esprit Sport 350,M5,3506,Petrol,20.8,9.7,13.8,13.6,29.1,20.5,328,1038,II,74,0.56,0.39,0,0,0
LTI,Taxi - TXI - EGR,2.7 Taxi/Hirecar,A4,2664,Diesel,10.9,8.2,9.2,26.0,34.3,30.7,244,711,II,73.1,0.39,1.11,0,0,0.09
LTI,Taxi - TXI - EGR,2.7 Taxi/Hirecar,M5,2664,Diesel,10.7,7.1,8.4,26.5,39.7,33.5,223,651,II,74,0.58,1,0,0,0.07
MASERATI,All Models,Quattroporte V6 Evoluzione,M6,2790,Petrol,25.4,12.1,16.9,11.1,23.4,16.6,395,1282,II,74,1.281,0.268,0,0,0
MASERATI,All Models,Quattroporte V6 Evoluzione,A4,2790,Petrol,25.6,12.4,17.3,11.1,22.8,16.3,403,1305,II,70,1.053,0.12,0,0,0
MASERATI,All Models,Quattroporte V8 Evoluzione,M6,3217,Petrol,29.5,13.2,19.1,9.6,21.5,14.8,447,1438,II,73,0.678,0.197,0,0,0
MASERATI,All Models,Quattroporte V8 Evoluzione,A4,3217,Petrol,27.3,12.4,17.9,10.4,22.9,15.8,418,1347,II,71,0.333,0.197,0,0,0
MASERATI,All Models,3200 GT Coupé,M6,3217,Petrol,25.3,11.6,16.6,11.2,24.3,17.0,388,1251,II,74,0.655,0.177,0,0,0
MASERATI,All Models,3200 GT Coupé,A4,3217,Petrol,26.4,13.2,18.1,10.7,21.4,15.6,422,1364,II,74,0.419,0.114,0,0,0
MAZDA,121,1.25,M5,1242,Petrol,8.8,5.6,6.8,32.1,50.4,41.5,160,513,II,73,0.576,0.126,0,0,0
MAZDA,121,1.3,M5,1299,Petrol,8.7,5.9,6.9,32.5,47.9,40.9,161,520,II,72,0.563,0.187,0,0,0
MAZDA,Demio,1.3,M5,1324,Petrol,8.7,6.0,7.0,32.5,47.1,40.3,169,528,II,72,0.737,0.339,0,0,0
MAZDA,Demio,1.5,M5,1498,Petrol,9.2,6.2,7.3,30.7,45.6,38.7,176,550,II,71,0.175,0.033,0,0,0
MAZDA,Demio,1.5,A4,1498,Petrol,10.2,6.6,7.9,27.7,42.8,35.8,190,594,II,71,0.164,0.037,0,0,0
MAZDA,323,1.3,M5,1324,Petrol,9.3,6.2,7.3,30.4,45.6,38.7,177,550,II,72,0.487,0.271,0,0,0
MAZDA,323,1.5,M5,1498,Petrol,9.5,6.3,7.5,29.7,44.8,37.7,181,564,II,73,0.211,0.219,0,0,0
MAZDA,323,1.5,A4,1498,Petrol,10.7,6.8,8.2,26.4,41.5,34.5,197,617,II,72,0.482,0.214,0,0,0
MAZDA,323,1.8,M5,1840,Petrol,10.7,6.7,8.2,26.4,42.2,34.4,197,618,II,73,0.583,0.239,0,0,0
MAZDA,323,1.8,A4,1840,Petrol,12.2,7.1,9.0,23.2,39.8,31.4,216,678,II,72,0.622,0.295,0,0,0
MAZDA,323,2.0 Turbo-Diesel,M5,1998,Diesel,6.4,4.4,5.1,44.1,64.2,55.4,149,394,II,74,0.904,0.768,0,0,0.062
MAZDA,Premacy,1.8 74kW (100ps),M5,1840,Petrol,10.7,6.9,8.3,26.4,40.9,34.0,198,626,II,71.3,0.347,0.212,0,0,0
MAZDA,Premacy,1.8 84kW (115ps),M5,1840,Petrol,10.7,7.0,8.4,26.4,40.3,33.6,201,633,II,71.4,0.342,0.612,0,0,0
MAZDA,Premacy,1.8 84kW (115ps),A4,1840,Petrol,12.2,7.4,9.2,23.2,38.2,30.7,220,693,II,69.9,0.612,0.338,0,0,0
MAZDA,Premacy,2.0 Turbo Diesel,M5,1998,Diesel,7.1,4.9,5.7,39.8,57.6,49.5,158,441,II,72.3,0.781,0.81,0,0,0.073
MAZDA,626,1.8i,M5,1840,Petrol,10.1,6.2,7.6,28.0,45.6,37.2,184,572,II,68,0.333,0.097,0,0,0
MAZDA,626,2.0 85kW (115ps),M5,1991,Petrol,10.6,6.4,7.9,26.6,44.1,35.8,189,594,II,70,0.206,0.109,0,0,0
MAZDA,626,2.0 85kW (115ps),A4,1991,Petrol,11.5,6.8,8.5,24.6,41.5,33.2,205,641,II,68,0.393,0.301,0,0,0
MAZDA,626,2.0 100kW (136ps),M5,1991,Petrol,10.8,6.5,8.1,26.2,43.5,34.9,195,610,II,71,0.355,0.14,0,0,0
MAZDA,626,2.0 100kW (136ps),A4,1991,Petrol,12.1,7.1,8.9,23.3,39.8,31.7,214,671,II,68,0.506,0.22,0,0,0
MAZDA,626,2.0 Turbo Diesel,M5,1998,Diesel,6.4,4.5,5.2,44.1,62.8,54.3,152,402,II,73,0.876,0.705,0,0,0.51
MAZDA,626,2.0 Estate 85kW (115ps),M5,1991,Petrol,10.8,6.7,8.2,26.2,42.2,34.5,196,617,II,72,0.55,0.243,0,0,0
MAZDA,626,2.0 Estate 100kW (136ps),M5,1991,Petrol,10.9,6.7,8.3,25.9,42.2,34.0,198,626,II,71,0.353,0.133,0,0,0
MAZDA,626,2.0 EstateTurbo Diesel,M5,1998,Diesel,6.8,4.7,5.5,41.5,60.1,51.4,158,425,II,73,0.815,0.742,0,0,0.57
MAZDA,MPV,2.0,M5,1991,Petrol,12.6,8.6,10.1,22.4,32.9,28.0,242,760,II,72,0.762,0.257,0,0,0
MAZDA,MX - 5,1.6,M5,1598,Petrol,10.6,6.6,8.1,26.6,42.8,34.9,211,610,II,74,0.531,0.243,0,0,0
MAZDA,MX - 5,1.8 5 Speed,M5,1840,Petrol,11.2,7.0,8.5,25.2,40.4,33.2,218,641,II,74,0.701,0.297,0,0,0
MAZDA,MX - 5,1.8 6 Speed,M6,1840,Petrol,11.7,7.1,8.8,24.1,39.8,32.1,232,663,II,72,0.573,0.268,0,0,0
MAZDA,Xedos 9,2.3 Supercharged Miller,A4,2255,Petrol,14.0,7.7,10.9,20.2,36.7,28.2,245,754,II,71,0.259,0.328,0,0,0
MICRO COMPACT CAR MCC,MCC Smart City Coupe,Smart and Pure Hatchback,SM6,599,Petrol,5.8,4.2,4.8,48.7,67.3,58.8,115,362,II,73,0.461,0.139,0,0,0
MICRO COMPACT CAR MCC,MCC Smart City Coupe,Smart and Pure Hatchback,A6,599,Petrol,6.0,4.6,5.1,47.1,61.4,55.4,122,384,II,68,0.319,0.136,0,0,0
MICRO COMPACT CAR MCC,MCC Smart City Coupe,Smart and Pulse Hatchback,SM6,599,Petrol,5.8,4.2,4.8,48.7,67.3,58.8,115,362,II,73,0.474,0.144,0,0,0
MICRO COMPACT CAR MCC,MCC Smart City Coupe,Smart and Pulse Hatchback,A6,599,Petrol,5.8,4.5,5.0,48.7,62.8,56.5,119,377,II,67,0.894,0.14,0,0,0
MICRO COMPACT CAR MCC,MCC Smart City Coupe,Smart and Passion Hatchback,SM6,599,Petrol,5.8,4.2,4.8,48.7,67.3,58.8,115,362,II,73,0.474,0.144,0,0,0
MICRO COMPACT CAR MCC,MCC Smart City Coupe,Smart and Passion Hatchback,A6,599,Petrol,5.8,4.5,5.0,48.7,62.8,56.5,119,377,II,67,0.895,0.14,0,0,0
MICRO COMPACT CAR MCC,MCC Smart City Coupe,Smart CDI Hatchback,SM6,799,Diesel,3.8,3.2,3.4,74.3,88.3,83.1,90,263,II,75,0.201,0.406,0,0,0.036
MICRO COMPACT CAR MCC,MCC Smart City Coupe,Smart CDI Hatchback,A6,799,Diesel,3.8,3.2,3.4,74.3,88.3,83.1,90,263,II,69,0.201,0.406,0,0,0.036
MICRO COMPACT CAR MCC,MCC Smart Cabrio,Smart Cabrio and Pulse Hatchback,SM6,599,Petrol,5.8,4.2,4.8,48.7,67.3,58.8,115,362,II,73,0.474,0.144,0,0,0
MICRO COMPACT CAR MCC,MCC Smart Cabrio,Smart Cabrio and Pulse Hatchback,A6,599,Petrol,5.8,4.5,5.0,48.7,62.8,56.5,119,377,II,67,0.894,0.14,0,0,0
MICRO COMPACT CAR MCC,MCC Smart Cabrio,Smart Cabrio and Passion Hatchback,SM6,599,Petrol,5.8,4.2,4.8,48.7,67.3,58.8,115,362,II,73,0.474,0.144,0,0,0
MICRO COMPACT CAR MCC,MCC Smart Cabrio,Smart Cabrio and Passion Hatchback,A6,599,Petrol,5.8,4.5,5.0,48.7,62.8,56.5,119,377,II,67,0.895,0.14,0,0,0
MERCEDES-BENZ,A-Class (W168),A 140 Hatchback,M5,1397,Petrol,9.9,5.9,7.4,28.5,47.9,38.2,171,557,II,72,0.659,0.185,0,0,0
MERCEDES-BENZ,A-Class (W168),A 140 Hatchback,M5/s,1397,Petrol,9.9,5.9,7.4,28.5,47.9,38.2,171,557,II,72,0.61,0.15,0,0,0
MERCEDES-BENZ,A-Class (W168),A 140 Hatchback,A5,1397,Petrol,10.2,6.1,7.6,27.7,46.3,37.2,182,572,II,72,0.5,0.13,0,0,0
MERCEDES-BENZ,A-Class (W168),A 140 Automatic Hatchback,A5,1397,Petrol,10.4,5.9,7.5,27.2,47.9,37.7,180,564,II,72,0.038,0.034,0,0,0
MERCEDES-BENZ,A-Class (W168),A 160 Hatchback,M5,1598,Petrol,10.3,5.8,7.5,27.4,48.7,37.7,172,564,II,74,0.577,0.152,0,0,0
MERCEDES-BENZ,A-Class (W168),A 160 Hatchback,M5/s,1598,Petrol,10.1,6.1,7.5,28.0,46.3,37.7,172,564,II,74,0.623,0.158,0,0,0
MERCEDES-BENZ,A-Class (W168),A 160 Hatchback,A5,1598,Petrol,10.4,6.1,7.7,27.2,46.3,36.7,183,580,II,73,0.46,0.116,0,0,0
MERCEDES-BENZ,A-Class (W168),A 190 Hatchback,M5/s,1898,Petrol,10.6,6.0,7.7,26.6,47.1,36.7,185,580,II,73,0.43,0.086,0,0,0
MERCEDES-BENZ,A-Class (W168),A 190 Hatchback,A5,1898,Petrol,11.3,6.3,8.2,25.0,44.8,34.4,196,618,II,71,0.4,0.085,0,0,0
MERCEDES-BENZ,A-Class (W168),A 170 CDI Hatchback,M5,1689,Diesel,6.2,4.2,4.9,45.6,67.3,57.7,131,378,II,74,0.2,0.436,0,0,0.046
MERCEDES-BENZ,A-Class (W168),A 170 CDI Hatchback,A5,1689,Diesel,7.9,4.6,5.8,35.8,61.4,48.7,156,448,II,71,0.17,0.504,0,0,0.047
MERCEDES-BENZ,C-Class (W202),C 180 Saloon,M5,1799,Petrol,12.7,7.2,9.2,22.2,39.2,30.7,218,693,II,73,0.56,0.18,0,0,0
MERCEDES-BENZ,C-Class (W202),C 180 Saloon,A5,1799,Petrol,12.8,7.3,9.3,22.1,38.7,30.4,221,700,II,72,0.56,0.16,0,0,0
MERCEDES-BENZ,C-Class (W202),C 200 Saloon,M5,1998,Petrol,13.1,7.2,9.4,21.6,39.2,30.1,222,707,II,73,0.61,0.14,0,0,0
MERCEDES-BENZ,C-Class (W202),C 200 Saloon,A5,1998,Petrol,13.2,7.3,9.5,21.4,38.7,29.7,225,716,II,70,0.42,0.15,0,0,0
MERCEDES-BENZ,C-Class (W202),C 230 Kompressor Saloon,M5,2295,Petrol,13.8,7.4,9.8,20.5,38.2,28.8,233,739,II,74,1.19,0.17,0,0,0
MERCEDES-BENZ,C-Class (W202),C 230 Kompressor Saloon,A5,2295,Petrol,13.9,7.6,9.9,20.3,37.2,28.5,237,747,II,74,0.46,0.2,0,0,0
MERCEDES-BENZ,C-Class (W202),C 240 Saloon,A5,2397,Petrol,15.0,7.7,10.4,18.8,36.7,27.2,250,782,II,69,0.35,0.119,0,0,0
MERCEDES-BENZ,C-Class (W202),C 280 Saloon,A5,2799,Petrol,14.3,7.8,10.2,19.7,36.2,27.7,245,768,II,70,0.4,0.16,0,0,0
MERCEDES-BENZ,C-Class (W202),C 43 AMG Saloon,A5,4266,Petrol,16.5,9.0,11.7,17.1,31.4,24.1,280,883,II,74,0.12,0.17,0,0,0
MERCEDES-BENZ,C-Class (W202),C 220 CDI Saloon,M5,2151,Diesel,8.2,5.0,6.1,34.5,56.5,46.3,161,471,II,71,0.488,0.52,0,0,0.036
MERCEDES-BENZ,C-Class (W202),C 220 CDI Saloon,A5,2151,Diesel,9.2,5.3,6.7,30.7,53.3,42.2,178,517,II,67,0.198,0.488,0,0,0.038
MERCEDES-BENZ,New C-Class (W 203),C 200 Kompressor Saloon,M6,1998,Petrol,13.9,6.9,9.5,20.3,40.9,29.7,228,716,II,74,0.326,0.054,0,0,0
MERCEDES-BENZ,New C-Class (W 203),C 200 Kompressor Saloon,A5,1998,Petrol,13.4,7.0,9.2,21.1,40.3,30.7,222,693,II,72,0.342,0.056,0,0,0
MERCEDES-BENZ,New C-Class (W 203),C 240 Saloon,M6,2597,Petrol,16.0,7.8,10.8,17.7,36.2,26.2,259,812,II,72,0.001,0.035,0,0,0
MERCEDES-BENZ,New C-Class (W 203),C 240 Saloon,A5,2597,Petrol,15.0,7.7,10.4,18.8,36.7,27.2,250,782,II,70,0.014,0.03,0,0,0
MERCEDES-BENZ,New C-Class (W 203),C 320 Saloon,A5,3199,Petrol,15.4,7.6,10.5,18.3,37.2,26.9,252,791,II,71,0.002,0.031,0,0,0
MERCEDES-BENZ,New C-Class (W 203),C 220 CDI Saloon,M6,2148,Diesel,8.8,4.7,6.2,32.1,60.1,45.6,163,479,II,71,0.523,0.402,0,0,0.038
MERCEDES-BENZ,New C-Class (W 203),C 220 CDI Saloon,A5,2148,Diesel,9.4,5.1,6.7,30.0,55.4,42.2,177,517,II,68,0.079,0.431,0,0,0.036
MERCEDES-BENZ,C-Class (S202),C 200 Kompressor Estate,M6,1998,Petrol,13.2,7.2,9.4,21.4,39.2,30.1,226,707,II,73,0.175,0.044,0,0,0
MERCEDES-BENZ,C-Class (S202),C 200 Kompressor Estate,A5,1998,Petrol,13.7,7.2,9.5,20.6,39.2,29.7,228,716,II,73,0.128,0.042,0,0,0
MERCEDES-BENZ,C-Class (S202),C 240 Estate,M6,2597,Petrol,15.8,8.1,10.9,17.9,34.9,25.9,262,821,II,74,0.006,0.03,0,0,0
MERCEDES-BENZ,C-Class (S202),C 240 Estate,A5,2597,Petrol,14.4,7.8,10.2,19.6,36.2,27.8,245,765,II,72,0.008,0.031,0,0,0
MERCEDES-BENZ,C-Class (S202),C 280 Estate,M6,2799,Petrol,15.9,8.0,11.0,17.8,35.3,25.7,254,828,II,74,0.005,0.054,0,0,0
MERCEDES-BENZ,C-Class (S202),C 280 Estate,A5,2799,Petrol,14.5,7.8,10.2,19.5,36.2,27.7,245,768,II,70,0.008,0.028,0,0,0
MERCEDES-BENZ,C-Class (S202),C 220 CDI Estate,M5,2151,Diesel,8.2,5.1,6.2,34.5,55.4,45.6,164,479,II,71,0.488,0.52,0,0,0.036
MERCEDES-BENZ,C-Class (S202),C 220 CDI Estate,A5,2151,Diesel,9.4,5.3,6.8,30.0,53.3,41.5,181,526,II,67,0.198,0.488,0,0,0.038
MERCEDES-BENZ,E-Class (W210),E 200 Kompressor Saloon,M6,1998,Petrol,12.4,6.9,8.9,22.8,40.9,31.7,213,671,II,72,0.353,0.037,0,0,0
MERCEDES-BENZ,E-Class (W210),E 200 Kompressor Saloon,A5,1998,Petrol,13.6,7.3,9.6,20.8,38.7,29.4,230,724,II,72,0.355,0.049,0,0,0
MERCEDES-BENZ,E-Class (W210),E 240 Saloon,M6,2597,Petrol,15.9,7.9,10.8,17.8,35.8,26.2,262,812,II,74,0.041,0.028,0,0,0
MERCEDES-BENZ,E-Class (W210),E 240 Saloon,A5,2597,Petrol,15.2,7.4,10.3,18.6,38.2,27.4,247,776,II,71,0.001,0.019,0,0,0
MERCEDES-BENZ,E-Class (W210),E 280 Saloon,M6,2799,Petrol,15.9,7.9,10.8,17.8,35.8,26.2,259,812,II,74,0.001,0.034,0,0,0
MERCEDES-BENZ,E-Class (W210),E 280 Saloon,A5,2799,Petrol,15.6,7.9,10.7,18.1,35.8,26.4,257,806,II,71,0.005,0.022,0,0,0
MERCEDES-BENZ,E-Class (W210),E 320 Saloon,A5,3199,Petrol,15.0,7.6,10.3,18.8,37.2,27.4,247,776,II,71,0.001,0.042,0,0,0
MERCEDES-BENZ,E-Class (W210),E 430 Saloon,A5,4266,Petrol,15.5,8.2,10.8,18.2,34.4,26.2,259,812,II,69,0.011,0.016,0,0,0
MERCEDES-BENZ,E-Class (W210),E 55 AMG Saloon,A5,5439,Petrol,18.3,8.7,12.2,15.4,32.5,23.1,293,921,II,73,0.196,0.014,0,0,0
MERCEDES-BENZ,E-Class (W210),E 220 CDI Saloon,M6,2148,Diesel,8.5,4.8,6.2,33.2,58.8,45.6,164,479,II,73,0.417,0.427,0,0,0.036
MERCEDES-BENZ,E-Class (W210),E 220 CDI Saloon,A5,2148,Diesel,9.1,5.3,6.7,31.0,53.3,42.2,177,517,II,70,0.098,0.488,0,0,0.041
MERCEDES-BENZ,E-Class (W210),E 320 CDI Saloon,A5,3199,Diesel,11.1,5.9,7.8,25.5,47.9,36.2,207,603,II,72,0.354,0.387,0,0,0.036
MERCEDES-BENZ,E-Class (S210),E 200 Kompressor Estate,M6,1998,Petrol,12.9,7.1,9.3,21.9,39.8,30.4,223,700,II,73,0.318,0.088,0,0,0
MERCEDES-BENZ,E-Class (S210),E 200 Kompressor Estate,A5,1998,Petrol,13.8,7.6,9.8,20.5,37.2,28.8,235,739,II,71,0.313,0.058,0,0,0
MERCEDES-BENZ,E-Class (S210),E 240 Estate,M6,2597,Petrol,16.3,8.5,11.2,17.3,33.2,25.2,269,844,II,74,0.014,0.028,0,0,0
MERCEDES-BENZ,E-Class (S210),E 240 Estate,A5,2597,Petrol,15.1,7.9,10.6,18.7,35.8,26.6,254,800,II,71,0.001,0.016,0,0,0
