Manufacturers,Model,Description,Transmission,Engine Capacity,Fuel Type,Metric Urban (cold),Metric Extra-urban,Metric Combined,Imperial (cold),Imperial Extra-urban,Imperial Combined,CO2 g/km,Fuel Cost 6000 Miles,Euro Standard,Noise Level dB(A),Emissions CO,Emissions HC+NOx,Emissions HC,Emissions NOx,Emissions Particulates
MERCEDES-BENZ,E-Class (S210),E 280 Estate,M6,2799,Petrol,16.3,8.3,11.3,17.3,34.0,25.0,271,851,II,72,0,0.034,0,0,0
MERCEDES-BENZ,E-Class (S210),E 280 Estate,A5,2799,Petrol,16.0,8.5,11.2,17.6,33.2,25.2,269,844,II,72,0.002,0.037,0,0,0
MERCEDES-BENZ,E-Class (S210),E 320 Estate,A5,3199,Petrol,15.4,7.9,10.6,18.3,25.8,26.7,254,797,II,71,0,0.026,0,0,0
MERCEDES-BENZ,E-Class (S210),E 430 Estate,A5,4266,Petrol,16.4,8.5,11.4,17.2,33.2,24.8,273,858,II,68,0.095,0.018,0,0,0
MERCEDES-BENZ,E-Class (S210),E 55 AMG Estate,A5,5439,Petrol,18.3,9.4,12.6,15.4,30.1,22.4,300,950,II,73,0.366,0.022,0,0,0
MERCEDES-BENZ,E-Class (S210),E 320 CDI Estate,A5,3222,Diesel,11.3,5.9,7.9,25.0,47.9,35.8,209,610,II,72,0.307,0.397,0,0,0.036
MERCEDES-BENZ,S-Class (W220),S 280 Saloon,A5,2799,Petrol,17.1,8.2,11.5,16.5,34.5,24.6,276,865,II,70,0.001,0.022,0,0,0
MERCEDES-BENZ,S-Class (W220),S 320 Saloon,A5,3199,Petrol,17.1,8.2,11.5,16.5,34.5,24.6,276,865,II,71,0,0.018,0,0,0
MERCEDES-BENZ,S-Class (W220),S 430 Saloon,A5,4266,Petrol,17.7,9.2,12.3,16.0,30.7,23.0,294,925,II,71,0.001,0.018,0,0,0
MERCEDES-BENZ,S-Class (W220),S 500 Saloon,A5,4966,Petrol,19.4,9.9,13.4,14.6,28.5,21.1,320,1008,II,72,0.013,0.03,0,0,0
MERCEDES-BENZ,S-Class (W220),S 500 (ZEV) Saloon,A5,4966,Petrol,18.9,8.9,12.5,14.9,31.7,22.6,299,941,II,72,0.001,0.02,0,0,0
MERCEDES-BENZ,S-Class (W220),S 55 AMG Saloon,A5,5496,Petrol,19.8,9.5,13.4,14.3,29.7,21.1,308,1008,II,73,0.005,0.017,0,0,0
MERCEDES-BENZ,S-Class (W220),S 320 CDI Saloon,A5,3226,Diesel,11.4,6.0,8.0,24.8,47.1,35.3,212,618,II,71,0.1,0.401,0,0,0.041
MERCEDES-BENZ,S-Class (W220),S 400 CDI Saloon,A5,3996,Diesel,14.2,7.0,9.6,19.9,40.3,29.4,253,742,II,72,0.363,0.488,0,0,0.036
MERCEDES-BENZ,S-Class (V220),S 320 Limousine,A5,3199,Petrol,17.1,8.2,11.5,16.5,34.4,24.6,276,865,II,71,0,0.018,0,0,0
MERCEDES-BENZ,S-Class (V220),S 430 Limousine,A5,4266,Petrol,17.7,9.2,12.3,16.0,30.7,23.0,294,925,II,71,0.055,0.02,0,0,0
MERCEDES-BENZ,S-Class (V220),S 500 Limousine,A5,4966,Petrol,19.4,9.9,13.4,14.6,28.5,21.1,320,1008,II,72,0.013,0.017,0,0,0
MERCEDES-BENZ,S-Class (V220),S 500 (ZEV) Limousine,A5,4966,Petrol,18.9,8.9,12.5,14.9,31.7,22.6,299,941,II,72,0.001,0.02,0,0,0
MERCEDES-BENZ,S-Class (V220),S 55 AMG Limousine,A5,5496,Petrol,19.8,9.5,13.4,14.2,29.7,21.1,308,1008,II,73,0.005,0.017,0,0,0
MERCEDES-BENZ,S-Class (V220),S 600 Limousine,A5,5786,Petrol,19.9,9.5,13.4,14.2,29.7,21.1,321,1008,II,74,0.359,0.034,0,0,0
MERCEDES-BENZ,S-Class (V220),S 400 CDI Limousine,A5,3996,Diesel,14.6,7.4,10.0,19.3,38.2,28.2,253,774,II,72,0.307,0.549,0,0,0.041
MERCEDES-BENZ,V-Class (W638),V 230  Estate,M5,2295,Petrol,16.5,8.7,11.6,17.1,32.5,24.3,274,876,II,74,0.359,0.25,0,0,0
MERCEDES-BENZ,V-Class (W638),V 230  Estate,A4,2295,Petrol,15.6,9.4,11.7,18.1,30.0,24.1,279,883,II,73,1.03,0.2,0,0,0
MERCEDES-BENZ,V-Class (W638),V 280  Estate,A4,2792,Petrol,18.6,11.0,13.8,15.2,25.7,20.5,330,1038,II,72,0.58,0.09,0,0,0
MERCEDES-BENZ,V-Class (W638),V 220 CDI  Estate,M5,2151,Diesel,9.6,6.3,7.5,29.4,44.8,37.7,199,579,II,74,1.1,1,0,0,1.2
MERCEDES-BENZ,V-Class (W638),V 220 CDI  Estate,A4,2151,Diesel,10.6,6.6,8.0,26.7,42.8,35.3,213,618,II,74,1.1,1,0,0,1.2
MERCEDES-BENZ,M-Class (W163),ML 320 Estate,A5,3199,Petrol,18.2,11.2,13.8,15.5,25.2,20.5,330,1038,II,74,0.92,0.16,0,0,0
MERCEDES-BENZ,M-Class (W163),ML 430 Estate,A5,4266,Petrol,18.8,11.0,13.9,15.0,25.7,20.3,334,1048,II,72,0.089,0.074,0,0,0
MERCEDES-BENZ,M-Class (W163),ML 55 AMG Estate,A5,5439,Petrol,19.7,11.4,14.4,14.3,24.8,19.6,345,1085,II,74,0.088,0.026,0,0,0
MERCEDES-BENZ,M-Class (W163),ML 270 CDI Estate,M6,2688,Diesel,12.4,7.7,9.4,22.8,36.7,30.1,248,725,II,74,1.1,1,0,0,1.2
MERCEDES-BENZ,M-Class (W163),ML 270 CDI Estate,A5,2688,Diesel,12.2,8.0,9.5,23.1,35.3,29.7,254,735,II,72,1.1,1,0,0,1.2
MERCEDES-BENZ,CLK-Class (C208),CLK 200 Kompressor Coupé,M6,1998,Petrol,13.6,7.0,9.4,20.8,40.3,30.1,226,707,II,73,0.148,0.054,0,0,0
MERCEDES-BENZ,CLK-Class (C208),CLK 200 Kompressor Coupé,A5,1998,Petrol,13.4,7.0,9.3,21.1,40.3,30.4,223,700,II,73,0.175,0.048,0,0,0
MERCEDES-BENZ,CLK-Class (C208),CLK 230 Kompressor Coupé,M5,2295,Petrol,14.1,7.3,9.8,20.0,38.7,28.8,233,739,II,74,1.19,0.175,0,0,0
MERCEDES-BENZ,CLK-Class (C208),CLK 230 Kompressor Coupé,A5,2295,Petrol,14.2,7.4,9.9,19.9,38.2,28.5,237,747,II,74,0.46,0.199,0,0,0
MERCEDES-BENZ,CLK-Class (C208),CLK 320 Coupé,A5,3199,Petrol,15.0,7.2,10.1,18.8,39.2,28.0,242,760,II,73,0.34,0.193,0,0,0
MERCEDES-BENZ,CLK-Class (C208),CLK 430 Coupé,A5,4266,Petrol,16.5,8.5,11.4,17.1,33.2,24.8,272,858,II,74,0.42,0.114,0,0,0
MERCEDES-BENZ,CLK-Class (C208),CLK 55 AMG Coupé,A5,5439,Petrol,17.2,8.5,11.7,16.4,33.2,24.1,281,883,II,74,0.002,0.42,0,0,0
MERCEDES-BENZ,CLK (A208),CLK 200 Kompressor Cabriolet,M6,1998,Petrol,13.7,7.2,9.5,20.6,39.2,29.7,228,716,II,73,0.148,0.031,0,0,0
MERCEDES-BENZ,CLK (A208),CLK 200 Kompressor Cabriolet,A5,1998,Petrol,13.6,7.0,9.4,20.8,40.3,30.1,225,707,II,73,0.146,0.04,0,0,0
MERCEDES-BENZ,CLK (A208),CLK 230 Kompressor Cabriolet,M5,2295,Petrol,14.9,7.3,10.1,18.9,38.7,27.9,240,763,II,74,0.684,0.185,0,0,0
MERCEDES-BENZ,CLK (A208),CLK 230 Kompressor Cabriolet,A5,2295,Petrol,15.1,7.6,10.3,18.7,37.2,27.4,245,776,II,74,0.876,0.168,0,0,0
MERCEDES-BENZ,CLK (A208),CLK 320 Cabriolet,A5,3199,Petrol,16.0,7.9,10.9,17.6,35.8,25.9,262,821,II,73,0.46,0.147,0,0,0
MERCEDES-BENZ,CLK (A208),CLK 430 Elegance Cabriolet,A5,4266,Petrol,17.7,9.0,12.2,15.9,23.1,17.8,281,1195,II,73,0.002,0.042,0,0,0
MERCEDES-BENZ,CL-Class (C215),CL 500 Coupé,A5,4966,Petrol,19.4,9.9,13.4,14.6,28.5,21.1,320,1008,II,72,0.013,0.03,0,0,0
MERCEDES-BENZ,CL-Class (C215),CL 500 (ZEV) Coupé,A5,4966,Petrol,18.9,8.9,12.5,14.9,31.7,22.6,299,941,II,72,0.484,0.068,0,0,0
MERCEDES-BENZ,CL-Class (C215),CL 55 AMG Coupe,A5,5439,Petrol,19.8,9.5,13.4,14.2,29.7,21.1,308,1008,II,73,0.022,0.033,0,0,0
MERCEDES-BENZ,CL-Class (C215),CL 600  Coupé,A5,5786,Petrol,19.9,9.5,13.4,14.2,29.7,21.1,321,1008,II,72,0.309,0.022,0,0,0
MERCEDES-BENZ,SL-Class (R129),SL 280 Coupé/Roadster,A5,2799,Petrol,16.0,8.6,11.3,17.6,32.8,25.0,270,851,II,74,0.38,0.219,0,0,0
MERCEDES-BENZ,SL-Class (R129),SL 320 Coupé/Roadster,A5,3199,Petrol,16.3,8.8,11.5,17.3,32.1,24.6,274,865,II,73,0.28,0.177,0,0,0
MERCEDES-BENZ,SL-Class (R129),SL 500 Coupé/Roadster,A5,4966,Petrol,17.9,9.6,12.7,15.8,29.4,22.2,300,958,II,73,0.312,0.116,0,0,0
METROCAB,Taxi - Series III,2.5 DI Taxi,A4,2496,Diesel,10.9,7.7,8.9,25.8,36.7,31.8,236,686,II,75,1.185,1.037,0,0,0.178
METROCAB,Taxi - Series III,2.5 DI Taxi,M5,2496,Diesel,10.2,6.9,8.1,27.6,40.8,34.7,214,629,II,74.7,1.052,0.905,0,0,0.131
MITSUBISHI,Colt,1.3 GL,M5,1299,Petrol,9.2,5.5,6.9,30.7,51.4,40.9,161,520,II,73,0.715,0.262,0,0,0
MITSUBISHI,Colt,1.3 GLX,M5,1299,Petrol,9.2,5.5,6.9,30.7,51.4,40.9,161,520,II,73,0.715,0.262,0,0,0
MITSUBISHI,Colt,1.3 GLX,A4,1299,Petrol,10.6,6.5,8.0,26.6,43.5,35.3,188,603,II,72,0.536,0.214,0,0,0
MITSUBISHI,Colt,1.3 Resolution,M5,1299,Petrol,9.2,5.5,6.9,30.7,51.4,40.9,161,520,II,73,0.715,0.262,0,0,0
MITSUBISHI,Colt,1.6 GLX,M5,1597,Petrol,10.0,5.9,7.4,28.2,47.9,38.2,174,557,II,72,0.802,0.206,0,0,0
MITSUBISHI,Colt,1.6 GLX,A4,1597,Petrol,11.0,6.9,8.4,25.7,40.9,33.6,197,633,II,71,0.739,0.329,0,0,0
MITSUBISHI,Colt,1.6 GLS,M5,1597,Petrol,10.0,5.9,7.4,28.2,47.9,38.2,174,557,II,72,0.802,0.206,0,0,0
MITSUBISHI,Colt,1.6 GLS,A4,1597,Petrol,11.0,6.9,8.4,25.7,40.9,33.6,197,633,II,71,0.802,0.206,0,0,0
MITSUBISHI,Colt Space Star,1.3i,M5,1299,Petrol,9.0,5.6,6.8,31.4,50.4,41.5,164,513,II,72,0.822,0.258,0,0,0
MITSUBISHI,Colt Space Star,1.3 GL,M5,1299,Petrol,9.0,5.6,6.8,31.4,50.4,41.5,164,513,II,72,0.822,0.258,0,0,0
MITSUBISHI,Colt Space Star,1.3 GLX,M5,1299,Petrol,9.0,5.6,6.8,31.4,50.4,41.5,164,513,II,72,0.822,0.258,0,0,0
MITSUBISHI,Colt Space Star,1.3 Resolution,M5,1299,Petrol,9.0,5.6,6.8,31.4,50.4,41.5,164,513,II,72,0.822,0.258,0,0,0
MITSUBISHI,Colt Space Star,1.8 GDI GLX,M5,1834,Petrol,9.0,5.9,7.0,31.4,47.9,40.4,168,527,II,72,0.102,0.117,0,0,0
MITSUBISHI,Colt Space Star,1.8 GDI GLS,M5,1834,Petrol,9.0,5.9,7.0,31.4,47.9,40.4,168,527,II,72,0.102,0.117,0,0,0
MITSUBISHI,Carisma Saloon/Hatchback,1.6i,M5,1597,Petrol,9.9,5.8,7.3,28.5,48.7,38.7,174,550,II,73,0.925,0.266,0,0,0
MITSUBISHI,Carisma Saloon/Hatchback,1.6 Classic,M5,1597,Petrol,9.9,5.8,7.3,28.5,48.7,38.7,174,550,II,73,0.925,0.266,0,0,0
MITSUBISHI,Carisma Saloon/Hatchback,1.6 Equippe,M5,1597,Petrol,9.9,5.8,7.3,28.5,48.7,38.7,174,550,II,73,0.925,0.266,0,0,0
MITSUBISHI,Carisma Saloon/Hatchback,1.6 Equippe,A4,1597,Petrol,12.0,6.5,8.4,23.5,43.5,33.6,198,633,II,71,0.626,0.299,0,0,0
MITSUBISHI,Carisma Saloon/Hatchback,1.8 GDI Equippe,M5,1834,Petrol,9.1,5.5,6.8,31.0,51.4,41.5,164,513,II,72,0.036,0.111,0,0,0
MITSUBISHI,Carisma Saloon/Hatchback,1.8 GDI Equippe,A4,1834,Petrol,10.2,6.1,7.6,27.7,46.3,37.2,183,572,II,74,0.071,0.16,0,0,0
MITSUBISHI,Carisma Saloon/Hatchback,1.8 GDI Sport,M5,1834,Petrol,9.1,5.5,6.8,31.0,51.4,41.5,164,513,II,72,0.036,0.111,0,0,0
MITSUBISHI,Carisma Saloon/Hatchback,1.8 GDI Elegance,M5,1834,Petrol,9.1,5.5,6.8,31.0,51.4,41.5,164,513,II,72,0.036,0.111,0,0,0
MITSUBISHI,Carisma Saloon/Hatchback,1.8 GDI Elegance,A4,1834,Petrol,10.2,6.1,7.6,27.7,46.3,37.2,183,572,II,74,0.071,0.16,0,0,0
MITSUBISHI,Carisma Saloon/Hatchback,1.9 TD Classic,M5,1870,Diesel,8.2,4.9,6.1,34.4,57.6,46.3,160,471,II,73,0.624,0.533,0,0,0.03
MITSUBISHI,Carisma Saloon/Hatchback,1.9 TD Equippe,M5,1870,Diesel,8.2,4.9,6.1,34.4,57.6,46.3,160,471,II,73,0.624,0.533,0,0,0.03
MITSUBISHI,Lancer Estate,1.6 GLX Estate,M5,1597,Petrol,10.6,6.6,8.1,26.6,42.8,34.9,188,610,II,72,1.022,0.245,0,0,0
MITSUBISHI,3000GT,3000GT,M6,2972,Petrol,17.4,9.5,12.4,16.2,29.7,22.8,289,933,II,71,1.277,0.289,0,0,0
MITSUBISHI,Galant - Saloon,2.0 16v GLX,M5,1997,Petrol,11.5,6.4,8.3,24.6,44.1,34.0,196,626,II,71,0.91,0.295,0,0,0
MITSUBISHI,Galant - Saloon,2.0 16v GLS,M5,1997,Petrol,11.5,6.4,8.3,24.6,44.1,34.0,196,626,II,71,0.91,0.295,0,0,0
MITSUBISHI,Galant - Saloon,2.0 16v GLS,A4,1997,Petrol,12.7,7.1,9.2,22.2,39.8,30.7,217,693,II,72,0.634,0.293,0,0,0
MITSUBISHI,Galant - Saloon,2.4 GDI,M5,2351,Petrol,11.5,6.3,8.2,24.6,44.8,34.4,196,618,II,71,0.475,0.174,0,0,0
MITSUBISHI,Galant - Saloon,2.4 GDI,A4,2351,Petrol,12.1,6.7,8.7,23.3,42.2,32.5,208,655,II,70,0.478,0.22,0,0,0
MITSUBISHI,Galant - Saloon,2.5 V6-24V,M5,2498,Petrol,13.1,6.8,9.1,21.6,41.5,31.0,214,686,II,72,0.658,0.176,0,0,0
MITSUBISHI,Galant - Saloon,2.5 V6-24V,A4,2498,Petrol,13.5,7.3,9.5,20.9,38.7,29.7,224,716,II,71,0.464,0.256,0,0,0
MITSUBISHI,Galant - Saloon,2.5 V6-24V Sport,M5,2498,Petrol,13.1,6.8,9.1,21.6,41.5,31.0,214,686,II,72,0.658,0.176,0,0,0
MITSUBISHI,Galant - Saloon,2.5 V6-24V Sport,A4,2498,Petrol,13.5,7.3,9.5,20.9,38.7,29.7,224,716,II,71,0.464,0.256,0,0,0
MITSUBISHI,Galant - Estate,2.0 16V GLX,M5,1997,Petrol,11.7,6.7,8.6,24.1,42.2,32.8,202,649,II,71,0.91,0.295,0,0,0
MITSUBISHI,Galant - Estate,2.0 16V GLS,M5,1997,Petrol,11.7,6.7,8.6,24.1,42.2,32.8,202,649,II,71,0.91,0.295,0,0,0
MITSUBISHI,Galant - Estate,2.0 16V GLS,A4,1997,Petrol,13.2,7.3,9.5,21.4,38.7,29.7,224,716,II,72,0.634,0.293,0,0,0
MITSUBISHI,Galant - Estate,2.4 GDI,M5,2351,Petrol,11.5,6.4,8.3,24.6,44.1,34.0,199,626,II,71,0.475,0.174,0,0,0
MITSUBISHI,Galant - Estate,2.4 GDI,A4,2351,Petrol,12.3,6.9,8.9,23.0,40.9,31.7,213,671,II,70,0.478,0.22,0,0,0
MITSUBISHI,Galant - Estate,2.5 V6-24V,M5,2498,Petrol,13.2,7.0,9.3,21.4,40.4,30.4,219,700,II,72,0.658,0.176,0,0,0
MITSUBISHI,Galant - Estate,2.5 V6-24V,A4,2498,Petrol,14.0,7.5,9.9,20.2,37.7,28.5,232,747,II,71,0.464,0.256,0,0,0
MITSUBISHI,Galant - Estate,2.5 V6-24V Sport,M5,2498,Petrol,13.2,7.0,9.3,21.4,40.4,30.4,219,700,II,72,0.658,0.176,0,0,0
MITSUBISHI,Galant - Estate,2.5 V6-24V Sport,A4,2498,Petrol,14.0,7.5,9.9,20.2,37.7,28.5,232,747,II,71,0.464,0.256,0,0,0
MITSUBISHI,Space Wagon,2.4 GDI GL,M5,2351,Petrol,12.2,7.6,9.3,23.2,37.2,30.4,222,700,II,70,0.094,0.119,0,0,0
MITSUBISHI,Space Wagon,2.4 GDI GLX,M5,2351,Petrol,12.2,7.6,9.3,23.2,37.2,30.4,222,700,II,70,0.094,0.119,0,0,0
MITSUBISHI,Space Wagon,2.4 GDI GLX,A4,2351,Petrol,13.0,8.0,9.8,21.7,35.3,28.8,235,739,II,67,0.145,0.178,0,0,0
MITSUBISHI,Space Wagon,2.4 GDI GLS,A4,2351,Petrol,13.0,8.0,9.8,21.7,35.3,28.8,235,739,II,67,0.145,0.178,0,0,0
MITSUBISHI,Shogun Sport,2.5 TD GLX,M5,2477,Diesel,12.6,8.5,10.0,22.4,33.2,28.2,266,774,II,72,0.527,0.804,0.051,0,0.051
MITSUBISHI,Shogun Sport,2.5 TD GLS,M5,2477,Diesel,13.6,9.5,11.0,20.8,29.7,25.7,292,849,II,74,0.661,0.778,0.06,0,0.06
MITSUBISHI,Shogun Sport,3.0 V6 GLS,M5,2972,Petrol,16.2,10.0,12.3,17.4,28.2,23.0,294,925,II,75,0.589,0.158,0,0,0
MITSUBISHI,Shogun Sport,3.0 V6 GLS,A4,2972,Petrol,17.1,11.0,13.2,16.5,25.7,21.4,313,994,II,70,0.407,0.109,0,0,0
MITSUBISHI,Shogun,3.2 DID GLS SWB,M5,3200,Diesel,12.4,8.1,9.7,22.8,34.9,29.1,256,750,II,75,0.99,0.847,0,0,0.034
MITSUBISHI,Shogun,3.2 DID GLS LWB,M5,3200,Diesel,12.4,8.1,9.7,22.8,34.9,29.1,256,750,II,74,0.99,0.847,0,0,0.034
MITSUBISHI,Shogun,3.2 DID GLS LWB,A4,3200,Diesel,14.0,8.7,10.7,20.2,32.5,26.4,284,827,II,71,0.578,0.726,0,0,0.084
MITSUBISHI,Shogun,3.5 V6 GDI GLS SWB,A4,3497,Petrol,17.5,10.8,13.2,16.1,26.2,21.4,316,994,II,72,0.527,0.293,0,0,0
MITSUBISHI,Shogun,3.5 V6 GDI GLS LWB,A4,3497,Petrol,17.5,10.8,13.2,16.1,26.2,21.4,316,994,II,72,0.527,0.293,0,0,0
MITSUBISHI,Shogun Pinin,1.8 GDI,M5,1834,Petrol,11.2,7.8,9.0,25.2,36.2,31.4,217,678,II,74,0.139,0.278,0,0,0
MITSUBISHI,Shogun Pinin,1.8 GDI,A4,1834,Petrol,11.7,8.2,9.5,24.1,34.4,29.7,228,716,II,72,0.107,0.256,0,0,0
NISSAN,Micra - K11 Series,1.0 Hatchback,M5,998,Petrol,7.1,5.3,6.0,39.8,53.3,47.1,152,452,II,73.1,1.043,0.235,0,0,0
NISSAN,Micra - K11 Series,1.0 Hatchback,CVT,998,Petrol,7.3,5.4,6.1,38.7,52.3,46.3,154,460,II,72.3,1.012,0.285,0,0,0
NISSAN,Micra - K11 Series,1.3 Hatchback,M5,1275,Petrol,7.8,5.1,6.1,36.2,55.4,46.3,151,460,II,72.4,0.41,0.234,0,0,0
NISSAN,Micra - K11 Series,1.3 Hatchback,CVT,1275,Petrol,7.8,5.3,6.2,36.2,53.3,45.6,155,467,II,72.4,1.048,0.248,0,0,0
NISSAN,Primera - P11 Series,"1.6 4, 5 door",M5,1597,Petrol,9.6,5.9,7.2,29.4,47.9,39.2,186,543,II,70.5,1.407,0.286,0,0,0
NISSAN,Primera - P11 Series,1.6 Estate,M5,1597,Petrol,9.9,6.2,7.5,28.5,45.6,37.7,194,564,II,70.5,1.407,0.286,0,0,0
NISSAN,Primera - P11 Series,"2.0 Turbo Diesel 4, 5 door",M5,1974,Diesel,8.4,5.5,6.5,33.6,51.4,43.5,179,502,II,70.9,0.374,0.594,0,0,0.032
NISSAN,Primera - P11 Series,2.0 Turbo Diesel Estate,M5,1974,Diesel,8.6,5.7,6.7,32.8,49.6,42.2,186,517,II,70.9,0.374,0.594,0,0,0.032
NISSAN,200SX - S14 Series,2.0 Turbo Coupé,M5,1998,Petrol,12.9,7.8,9.7,21.9,36.2,29.1,233,731,II,69.5,0.937,0.252,0,0,0
NISSAN,200SX - S14 Series,2.0 Turbo Coupé,A4,1998,Petrol,15.9,8.2,11.0,17.8,34.4,25.7,267,828,II,66.2,0.47,0.311,0,0,0
NISSAN,Terrano II - R20 Series,"2.4 Petrol 3, 5 door",M5,2389,Petrol,15.8,10.3,12.3,17.9,27.4,23.0,292,925,II,74,1.765,0.36,0,0,0
NISSAN,Terrano II - R20 Series,2.7 Turbo Diesel 3 door,M5,2664,Diesel,11.8,8.6,9.8,23.9,32.8,28.8,260,758,II,72,0.677,1.05,0,0,0.06
NISSAN,Terrano II - R20 Series,2.7 Turbo Diesel 5 door,M5,2664,Diesel,11.9,8.7,9.9,23.7,32.5,28.5,263,766,II,72,0.677,1.05,0,0,0.06
NISSAN,Terrano II - R20 Series,2.7 Turbo Diesel 5 door,A4,2664,Diesel,13.1,9.3,10.7,21.6,30.4,26.4,283,827,II,73,0.508,0.777,0,0,0.119
NISSAN,Patrol GR - Y61 Series,"3.0 TDI 3, 5 door",MT,2953,Diesel,14.3,8.8,10.8,20.0,32.0,26.0,288,839,II,74,0.43,1,0,0,0.08
NISSAN,Patrol GR - Y61 Series,3.0 TDI 5 door,AT,2953,Diesel,13.9,9.0,10.8,20.0,31.0,26.0,287,839,II,71,0.6,1.02,0,0,0.05
NISSAN,Serena - C23 Series,2.3 Diesel 5 door,M5,2283,Diesel,11.9,7.8,9.3,23.7,36.2,30.4,246,718,II,73,0.623,0.896,0,0,0.071
NISSAN,Serena - C23 Series,1.6 GX 5 door,M5,1597,Petrol,12.5,8.0,9.7,22.6,35.3,29.1,227,731,II,74,1.909,0.271,0,0,0
NISSAN,Serena - C23 Series,2.0 Excursion 5 door,M5,1998,Petrol,13.4,8.5,10.3,21.1,33.2,27.4,244,776,II,73,0.715,0.423,0,0,0
PERODUA,Perodua,EX Nippa,M5,847,Petrol,6.9,4.6,5.4,41.1,61.4,51.9,129,410,II,71.5,0.827,0.138,0,0,0
PERODUA,Perodua,GX Nippa,M5,847,Petrol,6.9,4.6,5.4,41.1,61.4,51.9,129,410,II,71.5,0.827,0.138,0,0,0
PEUGEOT,106,1.1 60 bhp,M5,1124,Petrol,8.4,5.2,6.4,33.6,54.3,44.1,154,482,II,72.8,0.582,0.166,0,0,0
PEUGEOT,106,1.4 75 bhp,M5,1360,Petrol,9.3,5.4,6.8,30.4,52.3,41.5,167,513,II,72.7,1.422,0.254,0,0,0
PEUGEOT,106,1.6 120 bhp,M5,1587,Petrol,11.4,6.3,8.1,24.8,44.8,34.9,194,610,II,73.1,1.224,0.389,0,0,0
PEUGEOT,106,1.5 D 58 bhp,M5,1527,Diesel,6.9,4.3,5.3,40.9,65.7,53.3,139,409,II,72.5,0.509,0.576,0,0,0.058
PEUGEOT,206,1.1 60 bhp,M5,1124,Petrol,8.2,5.1,6.2,34.4,55.4,45.6,154,467,II,72,0.75,0.386,0,0,0
PEUGEOT,206,1.4 75 bhp,M5,1360,Petrol,8.9,5.3,6.6,31.7,53.3,42.8,157,497,II,72.1,0.917,0.318,0,0,0
PEUGEOT,206,1.4 75 bhp,A4,1360,Petrol,10.0,5.6,7.2,28.2,50.4,39.2,180,543,II,72.4,0.802,0.406,0,0,0
PEUGEOT,206,1.6 90 bhp,M5,1587,Petrol,9.2,5.6,6.9,30.7,50.4,40.9,165,520,II,73.6,1.057,0.355,0,0,0
PEUGEOT,206,2.0 137 bhp,M5,1997,Petrol,10.9,6.2,7.9,25.9,45.6,35.8,187,594,II,73.7,0.326,0.244,0,0,0
PEUGEOT,206,1.9 d 70 bhp,M5,1868,Diesel,7.4,4.4,5.5,38.2,64.2,51.4,144,425,II,73.1,0.274,0.554,0,0,0.027
PEUGEOT,206,2.0 Hdi Turbo 90 bhp,M5,1997,Diesel,6.6,4.1,5.0,42.8,68.9,56.5,136,386,II,72.1,0.556,0.488,0,0,0.028
PEUGEOT,306,1.4 75 bhp,M5,1360,Petrol,9.1,5.7,6.9,31.0,49.6,40.9,170,520,II,72.3,0.684,0.346,0,0,0
PEUGEOT,306,1.6 90 bhp,M5,1587,Petrol,9.6,5.8,7.2,29.4,48.7,39.2,172,543,II,73.5,0.907,0.311,0,0,0
PEUGEOT,306,1.6 90 bhp,A4,1587,Petrol,10.8,6.0,7.8,26.2,47.1,36.2,185,588,II,73.7,1.714,0.342,0,0,0
PEUGEOT,306,1.8 112 bhp,M5,1761,Petrol,12.0,6.3,8.3,23.5,44.8,34.0,198,626,II,73.2,1.376,0.379,0,0,0
PEUGEOT,306,2.0 135 bhp,M5,1998,Petrol,12.8,7.0,9.1,22.1,40.4,31.0,219,686,II,72.5,0.103,0.323,0,0,0
PEUGEOT,306,2.0 167 bhp,M5,1998,Petrol,13.6,7.1,9.4,20.8,39.8,30.1,224,707,II,74,0.928,0.464,0,0,0
PEUGEOT,306,1.9 D 70 bhp,M5,1868,Diesel,8.3,5.0,6.2,34.0,56.5,45.6,164,479,II,74,0.251,0.572,0,0,0.044
PEUGEOT,306,2.0 Hdi Turbo 90 bhp (exc. D Turbo),M5,1997,Diesel,6.9,4.3,5.2,40.9,65.7,54.3,141,402,II,73.3,0.584,0.488,0,0,0.058
PEUGEOT,306,2.0 Hdi 90 bhp (D Turbo only),M5,1997,Diesel,7.2,4.4,5.4,39.2,64.2,52.3,146,417,II,73.3,0.584,0.488,0,0,0.053
PEUGEOT,306,1.8 112 bhp Cabriolet,M5,1761,Petrol,12.2,6.5,8.5,23.2,43.5,33.2,198,641,II,73.2,1.376,0.379,0,0,0
PEUGEOT,306,2.0 135 bhp Cabriolet,M5,1998,Petrol,12.9,7.1,9.2,21.9,39.8,30.7,221,693,II,73.2,0.103,0.323,0,0,0
PEUGEOT,306,2.0 135 bhp Cabriolet,A4,1998,Petrol,13.8,6.6,9.3,20.5,42.8,30.4,229,700,II,72.5,0.956,0.252,0,0,0
PEUGEOT,406 Saloon,1.8 112 bhp,M5,1761,Petrol,12.2,6.7,8.7,23.2,42.2,32.5,209,655,II,73,1.036,0.31,0,0,0
PEUGEOT,406 Saloon,2.0 137 bhp,M5,1997,Petrol,11.5,6.5,8.3,24.6,43.5,34.0,203,626,II,73.3,0.394,0.328,0,0,0
PEUGEOT,406 Saloon,2.0 137 bhp,A4,1997,Petrol,12.3,6.5,8.6,23.0,43.5,32.8,206,649,II,72.4,0.425,0.286,0,0,0
