Manufacturer,Model,Description,Transmission,Engine Capacity,Fuel Type,Metric Urban (Cold),Metric Extra-Urban,Metric Combined,Imperial Urban (Cold),Imperial Extra-Urban,Imperial Combined,CO2 g/km,Fuel Cost 12000 Miles,Noise Level dB(A),Emissions CO,Emissions HC,Emissions NOx,Emissions HC+NOx,Emissions Particulates,Euro Standard
VOLKSWAGEN,Touran,2.0 TDI (170ps) with DPF,M6,1968,Diesel,8.5,5.6,6.6,33.2,50.4,42.8,174,1440,75.0,0.070,,0.238,0.253,0.001,IV
VOLKSWAGEN,Touran,2.0 TDI (170ps) DSG with DPF,D6,1968,Diesel,8.7,5.8,6.9,32.5,48.7,40.9,182,1507,69.0,0.076,,0.222,0.241,0.000,IV
VOLKSWAGEN,Sharan,1.9 TDI (115ps),M6,1896,Diesel,8.0,5.6,6.5,35.3,50.4,43.5,172,1417,73.0,0.196,,0.289,0.323,0.025,IV
VOLKSWAGEN,Sharan,1.9 TDI (115ps) Tiptronic,A5,1896,Diesel,10.0,5.9,7.4,28.2,47.9,38.2,196,1614,72.0,0.024,,0.330,0.348,0.049,IV
VOLKSWAGEN,Sharan,2.0 TDI (140ps) BlueMotion Technology,M6,1968,Diesel,7.8,4.9,6.0,36.2,57.6,47.1,159,1309,75.0,0.084,,0.362,0.378,0.000,IV
VOLKSWAGEN,Sharan,2.0 TDI (140ps),M6,1968,Diesel,8.3,5.7,6.6,34.0,49.6,42.8,175,1440,75.0,0.020,,0.307,0.318,0.037,IV
VOLKSWAGEN,Sharan,2.0 TDI (140ps) with DPF,M6,1968,Diesel,8.5,5.7,6.7,33.2,49.6,42.2,177,1461,75.0,0.017,,0.330,0.341,0.001,IV
VOLKSWAGEN,Touareg,2.5 TDI (174ps) with DPF,M6,2461,Diesel,12.4,7.4,9.2,22.8,38.2,30.7,243,2008,76.0,0.231,,0.237,0.271,0.002,IV
VOLKSWAGEN,Touareg,2.5 TDI (174ps) Tiptronic with DPF,A6,2461,Diesel,12.4,7.8,9.5,22.8,36.2,29.7,249,2076,75.0,0.163,,0.303,0.326,0.001,IV
VOLKSWAGEN,Touareg,3.0 V6 TDI 225ps BlueMotion Tiptronic,QA6,2967,Diesel,10.5,7.1,8.3,26.9,39.8,34.0,219,1813,73.0,0.323,,0.171,0.182,0.006,IV
VOLKSWAGEN,Touareg,3.0 TDI V6 (225ps) Tiptronic,A6,2967,Diesel,14.2,8.4,10.5,19.9,33.6,26.9,278,2292,74.0,0.156,,0.283,0.321,0.054,IV
VOLKSWAGEN,Touareg,3.0 TDI V6 (240ps) with DPF,M6,2967,Diesel,12.2,7.7,9.3,23.2,36.7,30.4,246,2028,76.0,0.216,,0.238,0.265,0.013,IV
VOLKSWAGEN,Touareg,5.0 TDI V10 (313ps) Tiptronic with DPF,A6,4921,Diesel,16.7,9.2,11.9,16.9,30.7,23.7,315,2601,74.0,0.424,,0.336,0.393,0.003,IV
VOLKSWAGEN,Touareg,R50 - 5.0 V10 TDI (350ps) with DPF,A6,4921,Diesel,16.7,9.2,11.9,16.9,30.7,23.7,315,2601,72.0,0.284,,0.341,0.404,0.001,IV
VOLKSWAGEN,Phaeton,3.0 V6 TDI (240ps) 4MOTION Tiptronic with DPF LWB,QA6,2967,Diesel,12.1,7.4,9.1,23.3,38.2,31.0,240,1989,70.0,0.230,,0.150,0.171,0.002,IV
VOLKSWAGEN,"Caravelle (SE,Executive)",130ps TDI PD 2.5 with DPF,M6,2461,Diesel,10.9,6.8,8.3,25.9,41.5,34.0,219,1813,75.0,0.176,,0.287,0.319,0.002,IV
VOLKSWAGEN,"Caravelle (SE,Executive)",130ps TDI PD 2.5 with DPF,A6,2461,Diesel,12.6,7.8,9.5,22.4,36.2,29.7,251,2076,75.0,0.054,,0.329,0.354,0.002,IV
VOLKSWAGEN,"Caravelle (SE,Executive)",174ps TDI PD 2.5 with DPF,M6,2461,Diesel,10.6,7.2,8.4,26.6,39.2,33.6,221,1835,74.0,0.375,,0.278,0.350,0.002,IV
VOLKSWAGEN,"Caravelle (SE,Executive)",174ps TDI PD 2.5 with DPF,A6,2461,Diesel,12.9,7.9,9.7,21.9,35.8,29.1,257,2118,74.0,0.071,,0.361,0.377,0.004,IV
VOLKSWAGEN,California Motor Home,2.5 TDI 130ps with DPF,M6,2461,Diesel,10.9,6.8,8.3,25.9,41.5,34.0,219,1813,75.0,0.176,,0.287,0.319,0.002,IV
VOLKSWAGEN,California Motor Home,2.5 TDI 174ps with DPF,M6,2461,Diesel,10.6,7.2,8.4,26.6,39.2,33.6,221,1835,74.0,0.375,,0.278,0.350,0.002,IV
VOLKSWAGEN,California Motor Home,2.5 TDI 174ps 4MOTION with DPF,QM6,2461,Diesel,11.8,7.7,9.2,23.9,36.7,30.7,243,2008,75.0,0.266,,0.323,0.371,0.003,IV
VOLKSWAGEN,California Motor Home,2.5 TDI 174ps Tiptronic with DPF,A6,2461,Diesel,12.9,7.9,9.7,21.9,35.8,29.1,257,2118,74.0,0.071,,0.361,0.377,0.004,IV
VOLKSWAGEN,"Transporter Shuttle SWB/LWB (S,SE) Model Year 2007",1.9 TDI PD T30 (84ps),M5,1896,Diesel,9.4,7.2,8.0,30.1,39.2,35.3,211,1746,73.0,0.097,,0.315,0.342,0.055,IV
VOLKSWAGEN,"Transporter Shuttle SWB/LWB (S,SE) Model Year 2007",1.9 TDI PD T30 (84ps) with DPF,M5,1896,Diesel,9.8,7.0,8.0,28.8,40.4,35.3,211,1746,73.0,0.275,,0.336,0.400,0.002,IV
VOLKSWAGEN,"Transporter Shuttle SWB/LWB (S,SE) Model Year 2007",1.9 TDI PD T30 (102ps),M5,1896,Diesel,10.6,6.9,8.1,28.0,40.9,34.9,214,1766,75.0,0.122,,0.348,0.379,0.045,IV
VOLKSWAGEN,"Transporter Shuttle SWB/LWB (S,SE) Model Year 2007",1.9 TDI PD T30 (102ps) with DPF,M5,1896,Diesel,10.3,7.3,8.4,27.4,38.7,33.6,221,1835,75.0,0.344,,0.342,0.424,0.003,IV
VOLKSWAGEN,"Transporter Shuttle SWB/LWB (S,SE) Model Year 2007",2.5 TDI PD T30 (130ps) with DPF,M6,2461,Diesel,10.9,6.8,8.3,25.9,41.5,34.0,219,1813,75.0,0.176,,0.287,0.319,0.002,IV
VOLKSWAGEN,"Transporter Shuttle SWB/LWB (S,SE) Model Year 2007",2.5 TDI PD (130ps) T30 Tiptronic with DPF,A6,2461,Diesel,12.6,7.8,9.5,22.4,36.2,29.7,251,2076,75.0,0.054,,0.329,0.345,0.002,IV
VOLKSWAGEN,"Transporter Shuttle SWB/LWB (S,SE) Model Year 2007",2.5 TDI PD T30 (174ps) with DPF,M6,2461,Diesel,10.6,7.2,8.4,26.6,39.2,33.6,221,1835,74.0,0.375,0.375,0.278,0.350,0.002,IV
VOLKSWAGEN,Transporter Window Van SWB/LWB Low Roof Model Year 2007,1.9 TDI PD (84ps) T30,M5,1896,Diesel,9.4,7.2,8.0,30.1,39.2,35.3,211,1746,73.0,0.097,,0.315,0.342,0.055,IV
VOLKSWAGEN,Transporter Window Van SWB/LWB Low Roof Model Year 2007,1.9 TDI PD (84ps) T30 with DPF,M5,1896,Diesel,9.8,7.0,8.0,28.8,40.4,35.3,211,1746,73.0,0.275,,0.336,0.400,0.002,IV
VOLKSWAGEN,Transporter Window Van SWB/LWB Low Roof Model Year 2007,1.9 TDI PD (102ps) T32 with DPF,M5,1896,Diesel,10.3,7.3,8.4,27.4,38.7,33.6,221,1835,75.0,0.344,,0.342,0.424,0.003,IV
VOLKSWAGEN,Transporter Window Van SWB/LWB Low Roof Model Year 2007,1.9 TDI PD (102ps) T32,M5,1896,Diesel,10.1,6.9,8.1,28.0,40.9,34.9,214,1766,75.0,0.122,,0.348,0.379,0.045,IV
VOLKSWAGEN,Transporter Window Van SWB/LWB Low Roof Model Year 2007,2.5 TDI PD (130ps) T30 Tiptronic with DPF,A6,2461,Diesel,12.6,7.8,9.5,22.4,36.2,29.7,251,2076,75.0,0.054,,0.329,0.345,0.002,IV
VOLKSWAGEN,Transporter Window Van SWB/LWB Low Roof Model Year 2007,2.5 TDI PD 4MOTION (130ps) T30 with DPF,QM6,2461,Diesel,11.8,7.6,9.1,23.9,37.2,31.0,240,1989,75.0,0.219,,0.367,0.405,0.004,IV
VOLKSWAGEN,Transporter Window Van SWB/LWB Low Roof Model Year 2007,2.5 TDI PD (130ps) T32 with DPF,M6,2461,Diesel,10.9,6.8,8.3,25.9,41.5,34.0,219,1813,75.0,0.176,,0.287,0.319,0.002,IV
VOLKSWAGEN,Transporter Window Van SWB/LWB Low Roof Model Year 2007,2.5 TDI PD (174ps) T30/T32 with DPF,M6,2461,Diesel,10.6,7.2,8.4,26.6,39.2,33.6,221,1835,74.0,0.375,,0.278,0.350,0.002,IV
VOLKSWAGEN,Transporter Window Van SWB/LWB Medium Roof Model Year 2007,1.9 TDI PD (84ps) T30,M5,1896,Diesel,9.4,7.2,8.0,30.1,39.2,35.3,211,1746,73.0,0.097,,0.315,0.342,0.055,IV
VOLKSWAGEN,Transporter Window Van SWB/LWB Medium Roof Model Year 2007,1.9 TDI PD (84ps) T30 with DPF,M5,1896,Diesel,9.8,7.0,8.0,28.8,40.4,35.3,211,1746,73.0,0.275,,0.336,0.400,0.002,IV
VOLKSWAGEN,Transporter Window Van SWB/LWB Medium Roof Model Year 2007,1.9 TDI PD (102ps) T32,M5,1896,Diesel,10.2,6.9,8.1,28.0,40.9,34.9,214,1766,75.0,0.122,,0.348,0.379,0.045,IV
VOLKSWAGEN,Transporter Window Van SWB/LWB Medium Roof Model Year 2007,1.9 TDI PD (102ps) T32 with DPF,M5,1896,Diesel,10.3,7.3,8.4,27.4,38.7,33.6,221,1835,75.0,0.344,,0.342,0.424,0.003,IV
VOLKSWAGEN,Transporter Window Van SWB/LWB Medium Roof Model Year 2007,2.5 TDI (130ps) T30 Tiptronic with DPF,A6,2461,Diesel,12.6,7.8,9.5,22.4,36.2,29.7,251,2076,75.0,0.045,,0.329,0.345,0.002,IV
VOLKSWAGEN,Transporter Window Van SWB/LWB Medium Roof Model Year 2007,2.5 TDI PD 4MOTION (130ps) T30 with DPF,QM6,2461,Diesel,11.8,7.6,9.1,23.9,37.2,31.0,240,1989,75.0,0.219,,0.367,0.405,0.004,IV
VOLKSWAGEN,Transporter Window Van SWB/LWB Medium Roof Model Year 2007,2.5 TDI PD (130ps) T32 with DPF,M6,2461,Diesel,10.9,6.8,8.3,25.9,41.5,34.0,219,1813,75.0,0.176,,0.287,0.319,0.002,IV
VOLKSWAGEN,Transporter Window Van SWB/LWB Medium Roof Model Year 2007,2.5 TDI PD (174ps) T30/T32 with DPF,M6,2461,Diesel,10.6,7.2,8.4,26.6,39.2,33.6,221,1835,74.0,0.375,,0.278,0.350,0.002,IV
VOLKSWAGEN,Transporter Window Van SWB/LWB High Roof Model Year 2007,1.9 TDI PD (84ps) T30,M5,1896,Diesel,10.2,7.5,8.5,27.7,37.7,33.2,224,1857,75.0,0.139,,0.374,0.403,0.056,IV
VOLKSWAGEN,Transporter Window Van SWB/LWB High Roof Model Year 2007,1.9 TDI PD (84ps) T30 with DPF,M5,1896,Diesel,10.2,7.6,8.6,27.7,37.2,32.8,227,1879,75.0,0.258,,0.364,0.424,0.002,IV
VOLKSWAGEN,Transporter Window Van SWB/LWB High Roof Model Year 2007,1.9 TDI PD (102ps) T32,M5,1896,Diesel,10.1,7.1,8.2,28.0,39.8,34.4,217,1792,75.0,0.122,,0.348,0.379,0.045,IV
VOLKSWAGEN,Transporter Window Van SWB/LWB High Roof Model Year 2007,1.9 TDI PD (102ps) T32 with DPF,M5,1896,Diesel,10.3,7.5,8.5,27.4,37.7,33.2,224,1857,75.0,0.344,,0.342,0.424,0.003,IV
VOLKSWAGEN,Transporter Window Van SWB/LWB High Roof Model Year 2007,2.5 TDI PD (130ps) T32 with DPF,M6,2461,Diesel,10.9,7.3,8.6,25.9,38.7,32.8,227,1879,75.0,0.176,,0.287,0.319,0.002,IV
VOLKSWAGEN,Transporter Window Van SWB/LWB High Roof Model Year 2007,2.5 TDI PD (130ps) T30 Tiptronic with DPF,A6,2461,Diesel,12.6,8.2,9.8,22.4,34.4,28.8,259,2140,75.0,0.054,,0.329,0.342,0.002,IV
VOLKSWAGEN,Transporter Window Van SWB/LWB High Roof Model Year 2007,2.5 TDI PD 4MOTION (130ps) T30 with DPF,QM6,2461,Diesel,12.1,8.2,9.6,23.3,34.4,29.4,253,2097,75.0,0.219,,0.367,0.405,0.004,IV
VOLKSWAGEN,Transporter Window Van SWB/LWB High Roof Model Year 2007,2.5 TDI PD (174ps) T30/T32 with DPF,M6,2461,Diesel,10.6,7.6,8.7,26.6,37.2,32.5,229,1897,74.0,0.375,,0.278,0.350,0.002,IV
VOLKSWAGEN,Caddy Life,1.9 TDI PD (75ps),M5,1896,Diesel,7.4,5.2,6.0,38.2,54.3,47.1,158,1309,75.0,0.194,,0.208,0.247,0.015,IV
VOLKSWAGEN,Caddy Life,1.9 TDI PD (75ps) with DPF,M5,1896,Diesel,7.6,5.4,6.2,37.2,52.3,45.6,164,1352,75.0,0.354,,0.188,0.250,0.001,IV
VOLKSWAGEN,Caddy Life,1.9 TDI PD (105ps),M5,1896,Diesel,7.5,5.3,6.1,37.7,53.3,46.3,161,1331,75.0,0.200,,0.225,0.261,0.019,IV
VOLKSWAGEN,Caddy Life,1.9 TDI PD (105ps) with DSG,D6,1896,Diesel,8.3,5.8,6.7,34.0,48.7,42.2,177,1461,71.0,0.068,,0.200,0.222,0.020,IV
VOLKSWAGEN,Caddy Life,1.9 TDI PD (105ps) DSG with DPF,D6,1896,Diesel,8.3,6.0,6.9,34.0,47.1,40.9,182,1507,71.0,0.048,,0.234,0.253,0.001,IV
VOLKSWAGEN,Caddy Life,1.9 TDI PD (105ps) with DPF,M5,1896,Diesel,7.6,5.6,6.3,37.2,50.4,44.8,167,1376,75.0,0.046,,0.218,0.229,0.001,IV
VOLKSWAGEN,Caddy Life,1.9 TDI (105ps) Bluemotion with DPF,M5,1896,Diesel,7.2,4.8,5.7,39.2,58.9,49.6,149,1243,73.0,0.184,,0.225,0.256,0.001,IV
VOLKSWAGEN,Caddy Life,2.0 TDI PD (140ps) with DPF,M6,1968,Diesel,7.8,5.6,6.4,36.2,50.4,44.1,169,1398,74.0,0.137,,0.167,0.197,0.001,IV
VOLKSWAGEN,Caddy Maxi Life,1.9 TDI PD (105ps),M5,1896,Diesel,7.7,5.4,6.2,36.7,52.3,45.6,164,1352,73.0,0.200,,0.225,0.261,0.019,IV
VOLKSWAGEN,Caddy Maxi Life,1.9 TDI PD (105ps) with DPF,M5,1896,Diesel,7.6,5.6,6.3,37.2,50.4,44.8,166,1376,73.0,0.046,,0.218,0.238,0.001,IV
VOLKSWAGEN,Caddy Maxi Life,1.9 TDI PD (105ps) DSG,D6,1896,Diesel,8.4,5.9,6.8,33.6,47.9,41.5,180,1485,71.0,0.068,,0.200,0.222,0.020,IV
VOLKSWAGEN,Caddy Maxi Life,1.9 TDI PD (105ps) DSG with DPF,D6,1896,Diesel,8.3,6.0,6.9,34.0,47.1,40.9,182,1507,71.0,0.048,,0.234,0.253,0.001,IV
VOLKSWAGEN,Caddy Maxi Life,2.0 TDI PD (140ps) with DPF,M6,1968,Diesel,7.8,5.6,6.4,36.2,50.4,44.1,167,1398,73.0,0.137,,0.167,0.197,0.001,IV
VOLKSWAGEN,Crafter,2.5 TDI (88ps) ( Axle Ratio 4.364 ),M6,2461,Diesel,13.4,7.9,9.9,21.1,35.8,28.5,261,2163,75.0,0.284,,0.353,0.417,0.011,IV
VOLKSWAGEN,Crafter,2.5 TDI (88ps) ( Axle Ratio 4.727 ),M6,2461,Diesel,15.1,8.8,11.1,18.7,32.1,25.4,233,2427,75.0,0.383,,0.347,0.424,0.012,IV
VOLKSWAGEN,Crafter,2.5 TDI (108ps) ( Axle Ratio 4.364 ),M6,2461,Diesel,13.9,8.1,10.2,20.3,34.9,27.7,269,2225,75.0,0.404,,0.335,0.408,0.002,IV
VOLKSWAGEN,Crafter,2.5 TDI (108ps) Shiftmatic ( Axle Ratio 4.182 ),A6,2461,Diesel,11.0,8.7,9.5,25.7,32.5,29.7,250,2076,73.0,0.585,,0.285,0.431,0.002,IV
VOLKSWAGEN,Crafter,2.5 TDI (108ps) Shiftmatic ( Axle Ratio 4.364 ),A6,2461,Diesel,11.4,8.7,9.7,24.8,32.5,29.1,230,2118,73.0,0.594,,0.275,0.439,0.003,IV
VOLKSWAGEN,Crafter,2.5 TDI (136ps) ( Axle Ratio 4.182 ),M6,2461,Diesel,14.0,7.9,10.1,20.2,35.8,28.0,267,2202,74.0,0.320,,0.320,0.378,0.002,IV
VOLKSWAGEN,Crafter,2.5 TDI (136ps) ( Axle Ratio 4.364 ),M6,2461,Diesel,14.3,8.2,10.4,19.8,34.4,27.2,274,2266,74.0,0.360,,0.358,0.423,0.011,IV
VOLKSWAGEN,Crafter,2.5 TDI (136ps) ( Axle Ratio 4.727 ),M6,2461,Diesel,15.0,8.6,10.9,18.8,32.8,25.9,288,2380,74.0,0.238,,0.354,0.392,0.004,IV
VOLKSWAGEN,Crafter,2.5 TDI (163ps) ( Axle Ratio 3.923 ),M6,2461,Diesel,13.5,8.0,10.0,20.9,35.3,28.2,264,2186,75.0,0.329,,0.329,0.421,0.002,IV
VOLKSWAGEN,Crafter,2.5 TDI (136ps) Shiftmatic ( Axle Ratio 4.182 ),A6,2461,Diesel,11.4,8.7,9.7,24.8,32.5,29.1,255,2118,74.0,0.584,,0.327,0.456,0.003,IV
VOLKSWAGEN,Crafter,2.5 TDI (136ps) Shiftmatic ( Axle Ratio 4.364 ),A6,2461,Diesel,11.7,8.8,9.9,24.1,32.1,28.5,261,2163,74.0,0.431,,0.367,0.456,0.004,IV
VOLKSWAGEN,Crafter,2.5 TDI (136ps) Shiftmatic ( Axle Ratio 4.727 ),A6,2461,Diesel,11.9,9.0,10.1,23.7,31.4,28.0,266,2202,74.0,0.533,,0.327,0.430,0.024,IV
VOLKSWAGEN,Crafter,2.5 TDI (163ps) ( Axle Ratio 3.692 ),M6,2461,Diesel,13.0,8.0,9.8,21.7,35.3,28.8,258,2140,75.0,0.408,,0.358,0.448,0.004,IV
VOLKSWAGEN,Crafter,2.5 TDI (108ps) ( Axle Ratio 4.182 ),M6,2461,Diesel,13.3,8.0,9.9,21.2,35.3,28.5,261,2163,75.0,0.475,,0.336,0.423,0.004,IV
VOLKSWAGEN,Crafter,2.5 TDI (108ps) ( Axle Ratio 4.727 ),M6,2461,Diesel,14.5,8.5,10.6,19.5,33.2,26.6,280,2317,75.0,0.152,,0.337,0.370,0.005,IV
VOLKSWAGEN,Crafter,2.5 TDI (108ps) Shiftmatic ( Axle Ratio 4.727 ),A6,2461,Diesel,11.6,8.9,9.9,24.4,31.7,28.5,261,2163,73.0,0.419,,0.304,0.402,0.009,IV
VOLKSWAGEN,Caravelle Startline,1.9 TDI (102ps),M5,1896,Diesel,9.4,6.6,7.6,30.1,42.8,37.2,199,1657,75.0,0.313,,0.339,0.374,0.048,IV
VOLKSWAGEN,Caravelle Startline,2.5 TDI (130ps),M6,2461,Diesel,10.9,6.8,8.3,25.9,41.5,34.0,219,1813,75.0,0.176,,0.287,0.319,0.002,IV
VOLKSWAGEN,Fox,1.2 (55ps),M5,1198,Petrol,7.4,5.0,5.9,38.2,56.5,47.9,139,1276,72.0,0.420,0.043,0.029,,,IV
VOLKSWAGEN,Fox,1.4 (75ps),M5,1390,Petrol,8.7,5.6,6.7,32.5,50.4,42.2,159,1448,72.0,0.434,0.065,0.023,,,IV
VOLKSWAGEN,Polo,1.2 (60ps),M5,1198,Petrol,7.6,4.8,5.8,37.2,58.9,48.7,138,1255,71.0,0.378,0.028,0.017,,,IV
VOLKSWAGEN,Polo,1.2 (70ps),M5,1198,Petrol,7.6,4.8,5.8,37.2,58.9,48.7,138,1255,72.0,0.412,0.048,0.020,,,IV
VOLKSWAGEN,Polo,1.4 (80ps),M5,1390,Petrol,8.3,5.2,6.3,34.0,54.3,44.8,150,1364,72.0,0.194,0.049,0.016,,,IV
VOLKSWAGEN,Polo,1.4 (80ps) Tiptronic,A6,1390,Petrol,9.7,5.3,6.9,29.1,53.3,40.9,165,1494,70.0,0.360,0.078,0.035,,,IV
VOLKSWAGEN,Golf,1.4 (80ps),M5,1390,Petrol,9.4,5.5,6.9,30.1,51.4,40.9,164,1494,73.0,0.188,0.053,0.022,,,IV
VOLKSWAGEN,Golf,1.4 TSI (122ps),M6,1390,Petrol,8.2,5.2,6.3,34.4,54.3,44.8,149,1364,73.0,0.327,0.063,0.031,,,IV
VOLKSWAGEN,Golf,1.4 TSI (122ps) 7speed DSG,D7,1390,Petrol,7.7,4.9,5.9,36.7,57.6,47.9,139,1276,69.0,0.288,0.055,0.017,,,IV
VOLKSWAGEN,Golf,1.4 TSI (140ps) GT Sport,M6,1390,Petrol,9.5,5.7,7.1,29.7,49.6,39.8,169,1535,73.0,0.343,0.042,0.043,,,IV
VOLKSWAGEN,Golf,1.4 TSI (140ps) DSG GT Sport,D6,1390,Petrol,9.7,5.6,7.1,29.1,50.4,39.8,169,1535,70.0,0.377,0.085,0.036,,,IV
VOLKSWAGEN,Golf,1.4 TSI (170ps) GT Sport,M6,1390,Petrol,9.9,5.8,7.3,28.5,48.7,38.7,174,1579,74.0,0.283,0.034,0.040,,,IV
VOLKSWAGEN,Golf,1.4 TSI (170ps) DSG GT Sport,D6,1390,Petrol,9.9,5.8,7.3,28.5,48.7,38.7,174,1579,73.0,0.244,0.056,0.057,,,IV
VOLKSWAGEN,Golf,1.6 FSI (115ps),M6,1598,Petrol,8.8,5.5,6.7,32.1,51.4,42.2,161,1448,73.0,0.068,0.023,0.044,,,IV
VOLKSWAGEN,Golf,1.6 FSI (115ps) Tiptronic,A6,1598,Petrol,10.2,6.1,7.6,27.7,46.3,37.2,182,1642,74.0,0.170,0.030,0.053,,,IV
VOLKSWAGEN,Golf,2.0 TFSI (200ps) GTI,M6,1984,Petrol,10.9,6.0,7.7,26.0,47.1,36.7,181,1665,75.0,0.378,0.046,0.024,,,IV
VOLKSWAGEN,Golf,2.0 TFSI (200ps) DSG GTI,D6,1984,Petrol,10.6,6.1,7.6,26.6,46.3,37.2,181,1642,74.0,0.669,0.089,0.015,,,IV
VOLKSWAGEN,Golf,2.0 TFSI (230ps) GTI,M6,1984,Petrol,11.3,6.3,8.2,25.0,44.8,34.4,194,1776,75.0,0.404,0.074,0.018,,,IV
VOLKSWAGEN,Golf,2.0 TFSI (230ps) DSG GTI,D6,1984,Petrol,10.7,6.2,7.9,26.4,45.6,35.8,188,1707,71.0,0.317,0.056,0.019,,,IV
VOLKSWAGEN,Golf,3.2 V6 (250ps) R32 4MOTION,QM6,3189,Petrol,14.9,8.3,10.7,19.0,34.0,26.4,255,2314,75.0,0.415,0.036,0.026,,,IV
VOLKSWAGEN,Golf,3.2 V6 (250ps) DSG R32 4MOTION,D6,3189,Petrol,13.1,7.7,9.7,21.6,36.7,29.1,231,2100,75.0,0.365,0.036,0.020,,,IV
VOLKSWAGEN,Golf Plus,1.4 (80ps),M5,1390,Petrol,9.6,5.7,7.1,29.4,49.6,39.8,169,1535,73.0,0.188,0.053,0.022,,,IV
VOLKSWAGEN,Golf Plus,1.4 TSI (122ps),M6,1390,Petrol,8.6,5.5,6.6,32.8,51.4,42.8,157,1428,73.0,0.327,0.063,0.031,,,IV
VOLKSWAGEN,Golf Plus,1.4 TSI (140ps),M6,1390,Petrol,9.6,5.9,7.2,29.4,47.9,39.2,172,1559,74.0,0.343,0.042,0.043,,,IV
VOLKSWAGEN,Golf Plus,1.4 TSI (140ps) DSG,D6,1390,Petrol,9.8,5.7,7.2,28.8,49.6,39.2,172,1559,70.0,0.355,0.066,0.032,,,IV
VOLKSWAGEN,Golf Plus,1.4 TSI (160ps),M6,1390,Petrol,8.9,5.6,6.8,31.7,50.4,41.5,159,1472,73.0,0.689,0.045,0.017,,,IV
VOLKSWAGEN,Golf Plus,1.6 (115ps),M6,1598,Petrol,9.3,5.9,7.1,30.4,47.9,39.8,169,1535,73.0,0.232,0.047,0.034,,,IV
VOLKSWAGEN,Golf Plus,1.6 (115ps) Tiptronic,A6,1598,Petrol,10.6,6.4,8.0,26.6,44.1,35.3,192,1731,70.0,0.204,0.025,0.025,,,IV
VOLKSWAGEN,Golf Estate,1.6 (102ps),M5,1595,Petrol,9.9,6.0,7.4,28.5,47.1,38.2,176,1599,72.0,0.759,0.066,0.041,,,IV
VOLKSWAGEN,Beetle,1.4 (75ps) Luna,M5,1390,Petrol,9.3,5.8,7.1,30.4,48.7,39.8,169,1535,72.0,0.191,0.077,0.045,,,IV
VOLKSWAGEN,Beetle,1.6 (102ps) Luna,M5,1595,Petrol,10.3,5.9,7.5,27.4,47.9,37.7,180,1621,73.0,0.530,0.055,0.031,,,IV
VOLKSWAGEN,Beetle,1.6 (102ps) Tiptronic,A6,1595,Petrol,11.3,6.1,7.9,25.0,46.3,35.8,189,1707,69.0,0.518,0.084,0.043,,,IV
VOLKSWAGEN,Beetle,1.8T (150ps),M5,1781,Petrol,11.0,6.4,8.1,25.7,44.1,34.9,194,1751,72.0,0.646,0.047,0.017,,,IV
VOLKSWAGEN,Beetle,2.0 (115ps),M5,1984,Petrol,11.9,6.8,8.7,23.7,41.5,32.5,210,1880,72.0,0.240,0.065,0.025,,,IV
VOLKSWAGEN,Beetle,2.0 (115ps) Tiptronic,A6,1984,Petrol,13.3,6.9,9.2,21.2,40.9,30.7,222,1990,73.0,0.311,0.026,0.032,,,IV
VOLKSWAGEN,Beetle Cabriolet,1.4 (75ps) Luna,M5,1390,Petrol,9.5,5.8,7.1,29.7,48.7,39.8,171,1535,72.0,0.215,0.065,0.032,,,IV
VOLKSWAGEN,Beetle Cabriolet,1.6 (102ps) Luna,M5,1595,Petrol,10.5,6.0,7.7,26.9,47.1,36.7,185,1665,73.0,0.530,0.055,0.031,,,IV
VOLKSWAGEN,Beetle Cabriolet,1.8T (150ps),M5,1781,Petrol,11.1,6.5,8.2,25.4,43.5,34.4,196,1776,72.0,0.646,0.047,0.017,,,IV
VOLKSWAGEN,Beetle Cabriolet,2.0 (115ps),M5,1984,Petrol,12.0,6.9,8.8,23.5,40.9,32.1,212,1903,72.0,0.307,0.017,0.040,,,IV
VOLKSWAGEN,Beetle Cabriolet,2.0 (115ps) Tiptronic,A6,1984,Petrol,13.3,6.9,9.2,21.2,40.9,30.7,222,1990,71.0,0.311,0.026,0.032,,,IV
VOLKSWAGEN,Jetta,1.4 TSI (122ps),M6,1390,Petrol,8.3,5.2,6.3,34.0,54.3,44.8,149,1364,73.0,0.327,0.063,0.031,,,IV
VOLKSWAGEN,Jetta,1.4 TSI (140ps),M6,1390,Petrol,9.5,5.8,7.1,29.7,48.7,39.8,169,1535,74.0,0.343,0.042,0.043,,,IV
VOLKSWAGEN,Jetta,1.4 TSI (140ps) DSG,D6,1390,Petrol,9.7,5.6,7.1,29.1,50.4,39.8,169,1535,69.0,0.377,0.085,0.036,,,IV
VOLKSWAGEN,Jetta,1.4 TSI (160ps),M6,1390,Petrol,8.6,5.5,6.6,32.8,51.4,42.8,154,1428,72.0,0.620,0.039,0.019,,,IV
VOLKSWAGEN,Jetta,1.4 TSI (160ps) DSG 7 speed,D7,1390,Petrol,8.0,5.4,6.4,35.3,52.3,44.1,148,1385,70.0,0.352,0.039,0.017,,,IV
VOLKSWAGEN,Jetta,1.4 TSI (170ps),M6,1390,Petrol,9.7,6.0,7.3,29.1,47.1,38.7,174,1579,74.0,0.283,0.034,0.040,,,IV
